date,time,title,content,press,link
2018.07.13,2018-07-13 00:00:50,"[가상화폐 뉴스] 이오스, 전일 대비 540원 (-6.55%) 내린 7,700원","
[한국경제TV 라이온봇 기자]



[그림 1] 이오스 최근 1개월 추세 (제공: 암호화폐 거래소 코인원)07월 13일 00시 00분 현재 암호화폐 거래소 코인원에 따르면 이오스는 전일 대비 540원 (-6.55%) 내린 7,700원에 거래되고 있다.전일 대비 최저가는 7,490원, 최고가는 8,490원이었다. 1일 거래량은 36,923,900 EOS이며, 거래대금은 약 3,319,166,775원이었다.전일 거래량 대비 당일 거래량은 증가하고 있다. 



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		",한국경제TV,https://n.news.naver.com/mnews/article/215/0000660505?sid=004
2018.07.13,,비트코인 -0.06%↓ 이더리움 0.10%↑ 리플 0% 라이트코인 0.81%↑ 대시 0.08%...,,로이슈,http://www.lawissue.co.kr
2018.07.13,2018-07-13 00:00:50,"[가상화폐 뉴스] 07월 13일 00시 00분 비트코인(-2.74%), 오미세고(1.57%), 이...","
[한국경제TV 라이온봇 기자]



[그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 ""코인원""에 따르면 가상화폐 대장 격인 비트코인의 시세는 24시간 전 대비 198,000원(-2.74%) 하락한 7,022,000원에 거래되고 있다.비트코인을 제외한 가상화폐 동향은 대부분 하락세를 보이고 있다.오미세고은 24시간 전 대비 1.57%  상승한 7,750원에 거래되고 있다.한편, 가장 큰 하락세를 보이는 가상화폐는 이오스이다. 이오스은 24시간 전 대비 -6.55%  하락한 7,700원에 거래되고 있다.또한, 퀀텀(-4.4%, 8,470원), 비트코인 골드(-3.52%, 112,350원), 리플(-2.76%, 493원), 아이오타(-1.8%, 1,090원), 이더리움(-1.71%, 489,500원), 비트코인 캐시(-1.71%, 774,500원), 이더리움 클래식(-1.41%, 18,210원), 라이트코인(-0.91%, 86,650원)은 하락세를 나타냈다.한편 거래금액 기준으로는 비트코인, 이오스, 이더리움 순으로 가장 활발한 거래를 보이고 있다.



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		",한국경제TV,https://n.news.naver.com/mnews/article/215/0000660504?sid=004
2018.07.13,,비트코인 -0.17%↓ 이더리움 0.08%↑ 리플 -0.20%↓ 퀀텀 -0.12%↓ 라이트코인...,,로이슈,http://www.lawissue.co.kr
2018.07.13,,비트코인 -0.07%↓ 이더리움 -0.10%↓ 리플 -0.20%↓ 대시 -2.14%↓ 에이다 -...,,로이슈,http://www.lawissue.co.kr
2018.07.13,,[암호화폐 시황] 비트코인 0.07%↓ · 이더리움 클래식 0.22%↓ … 00시 00분...,,글로벌경제,http://www.getnews.co.kr
2018.07.13,,[암호화폐 시황] 이더리움 0.1%↑ · 대시 0.08%↑ … 00시 00분 현재,,글로벌경제,http://www.getnews.co.kr
2018.07.13,,"가상화폐 사기와의 전쟁 선포, 미국 백악관 TF (특별수사대) 발족… 비트코인...",,글로벌이코노믹,http://www.g-enews.com/
2018.07.13,,"07월 13일 00시, 가상화폐(암호화폐) 시세 브리핑 (비트코인/이더리움/라이트...",,경상일보,http://ksilbo.co.kr
2018.07.13,,"07월 13일 00시, 가상화폐(암호화폐) 시세 브리핑 (리플/이오스/퀀텀/오미세고...",,경상일보,http://ksilbo.co.kr
2018.07.13,,"(비트코인 00시 시황) 국내 암호화폐(가상화폐) 거래소 기준 6,700,000원 ~ 7...",,한국농업신문,http://www.newsfarm.co.kr
2018.07.13,,"암호화폐(가상화폐) 07월 13일 00시 기준, 30원(0.34%) 상승한 8,880원에 퀀텀...",,서울와이어,http://www.seoulwire.com
2018.07.13,,"암호화폐(가상화폐) 07월 13일 00시 기준, 800원(0.16%) 상승한 489,500원에 ...",,서울와이어,http://www.seoulwire.com
2018.07.13,,"(이더리움 00시 시황) 국내 암호화폐(가상화폐) 거래소 기준 460,000원 ~ 490...",,한국농업신문,http://www.newsfarm.co.kr
2018.07.13,,"가상화폐(암호화폐) 00시 현재 시세, 퀀텀 8,455원, 이더리움 487,150원, 이오...",,내외경제tv,http://www.nbntv.co.kr
2018.07.13,,"가상화폐(암호화폐) 00시 현재 시세, 이오스 7,660원, 라이트코인 86,650원, ...",,내외경제tv,http://www.nbntv.co.kr
2018.07.13,,"(07월 13일 00시) 거래소별 비트코인, 리플 등 암호화폐 시세 정보",,인사이트코리아,http://www.insightkorea.co.kr/
2018.07.13,,"가상화폐(암호화폐) 00시 현재 시세, 이더리움 489,500원, 비트코인 7,025,00...",,내외경제tv,http://www.nbntv.co.kr
2018.07.13,,07월13일 00시 암호화폐 거래소별 시황 정보,,울산제일일보,http://www.ujeil.com/
2018.07.13,,"국내 거래소별 비트코인, 이더리움 등 암호화폐 시황 정보 (07/13 00시 기준)",,인천뉴스,https://incheonnews.com
2018.07.13,,"(07월 13일) 00시 기준 암호화폐 최저가는 이더리움 487,150원, 비트코인 7,0...",,부산제일경제,http://www.busaneconomy.com
