title,dates,press,link,content,time
"바이낸스 ""챗GPT, 암호화폐 채택에 도움 될 것""",2023.02.15,코인리더스,http://coinreaders.com,,
"[속보] 푸틴 긴급명령 16만 병력 우크라 ""총공격"" 뉴욕증시 비트코인 ""CPI 쇼...",2023.02.15,글로벌이코노믹,http://www.g-enews.com/,,
"비트코인 반등세..미 채권 안정, CPI는 과거일 뿐..테슬라, 삼성전자 역할 중...",2023.02.15,매일안전신문,http://peoplesafe.kr,,
[코인시황] 美 1월 CPI 상승폭 감소에 비트코인 2800만원대 중반으로↑,2023.02.15,뉴스웍스,http://www.newsworks.co.kr/,,
[코인시장은 지금] 일론 머스크 '밈코인' 사랑 여전...SEC의 크라켄 제재 실상...,2023.02.15,비즈트리뷴,http://www.biztribune.co.kr/,,
"[속보] 미국 소매판매 ""예상 밖 강세 3.0%"" CPI 물가 이어 또 악재…뉴욕증시...",2023.02.15,글로벌이코노믹,http://www.g-enews.com/,,
"비트코인 바닥에 가까워졌다?...""BTC 추가 상승 여부, 3월 美연준 점도표에 달...",2023.02.15,코인리더스,http://coinreaders.com,,
[ICT 종합] 위믹스플레이 및 AMD 소식 외,2023.02.15,게임뷰,https://www.gamevu.co.kr/,,
"비트코인, 미국 1월 CPI 7개월 연속 감소에 반등",2023.02.15,딜라이트닷넷,http://www.delighti.co.kr/,,
비트코인과 이더리움 반등 시도..FOMC 전후로 재상승 가능성..테슬라 강세 속...,2023.02.15,매일안전신문,http://peoplesafe.kr,,
"도지코인 6% 급등...일론 머스크, 시바이누 사진 트윗 후광",2023.02.16,글로벌이코노믹,http://www.g-enews.com/,,
"""예상밖 상승반전"" 소매판매 뉴욕증시 비트코인 강타…연준 FOMC 피벗 ""전면수...",2023.02.16,글로벌이코노믹,http://www.g-enews.com/,,
"미 증시 조정, 비트코인 상승 시도..테슬라와 삼성전자,비트코인 지지선 분석...",2023.02.16,매일안전신문,http://peoplesafe.kr,,
"튀르키예 경찰, 인터넷서 지진 공포 조장한 78명 체포… 혐의자만 613명",2023.02.16,세계일보,https://n.news.naver.com/mnews/article/022/0003783996?sid=104,"
			사망자가 4만명을 훌쩍 넘은 튀르키예 강진과 관련해 인터넷에 공포와 공황을 조장한 이들 78명이 체포됐다.      15일(현지시간) 주요 외신에 따르면 이들은 지난 6일 발생한 지진을 소재로 ‘도발적인 게시물‘을 공유한 것으로 전해졌으며, 체포된 이 중 20명은 구속됐다.     



   튀르키예 카라만마라슈주 일대 지진피해 현장에서 구조 및 복구작업이 진행되고 있다. 카라만마라슈=뉴시스    튀르키예 경찰은 이들을 포함해 관련 혐의자 613명을 확인하고, 293명에 대한 사법 절차에 착수했다.     경찰은 지진 피해자를 위한 기부금을 가로채려고 만들어진 46개 피싱 웹사이트도 폐쇄했다. 공식 기관을 사칭한 사회관계망서비스(SNS) 계정 15개도 차단했다.     튀르키예 의회는 지난해 10월 허위 정보를 보도한 언론인이나 이를 퍼 나른 SNS 이용자에 대한 처벌을 대폭 강화하는 내용의 언론·SNS법 개정안, 이른바 ‘허위정보법’을 통과시켰다. 이 법에 따르면 튀르키예 국내외 안보와 공공질서, 보건 등과 관련해 진실에 반하는 정보를 퍼뜨려 우려와 공포, 공황 등을 유발한 혐의로 기소될 경우 최장 3년의 징역에 처할 수 있다.     튀르키예 당국은 지난주 8일 오후부터 9일 오전까지 약 12시간 동안 허위 정보 확산을 막는다는 이유로 트위터 접속을 차단하기도 했다.     파흐레틴 알툰 튀르키예 대통령실 공보국장은 지진 이후 지난 1주일간 허위 정보 및 뉴스 관련 신고 약 6200건이 접수됐다고 밝혔다. 그러면서 “튀르키예가 심각한 정보 오염을 겪고 있다. 정부가 허위 정보를 바로잡기 위한 일일 회보를 공유할 것”이라고 덧붙였다.     최근 영국 BBC 보도에 따르면 지진 피해를 돕는 후원금을 모으는 SNS 계정이 사기인 경우가 의심되는 정황도 있었다. 지진으로 폐허가 된 튀르키예 모습을 배경으로 한 채 기부를 유도한 한 영상은 계정 주인이 누구인지, 얼마를 모아 어떻게 쓴다는 건지 확인하기 힘들었다. BBC는 “카메라 밖에서 중국어를 쓰는 남성이 웃는 목소리가 들렸다”고 전했다.     지진 피해 현장에서 막 구조된 아이 사진을 올려놓은 또 다른 SNS 계정도 비트코인 등 암호화폐로 기부금을 받았으나, 확인 결과 이는 인공지능(AI)이 만든 가짜 사진이었다.
",2023-02-16 02:43:06
“토큰 증권 시장 선점하라” 증권사들 벌써부터 경쟁,2023.02.16,B5면 1단,https://n.news.naver.com/mnews/article/023/0003746527?sid=101,"
부동산·미술품·저작권 등 디지털 조각투자 곧 본격화							“(부동산이나 미술품 등에 대한 조각 투자처럼) 최근 등장한 비정형적인 증권을 소액 발행하는 경우에는 기존처럼 증권사를 통해 중앙집중적으로 전자등록·관리되는 전자 증권 형태가 부적합해 새로운 발행 형태가 필요하다.”지난 6일 금융위원회는 ‘토큰 증권(ST·Security Token) 발행·유통 규율체계 정비 방안(이하 가이드라인)’을 발표하면서 토큰 증권의 필요성에 대해 이렇게 설명했다. 토큰 증권이 도입되면 미술품, 부동산, 음악 저작권 등 기존에는 잘게 쪼개서 거래하기 어려웠던 다양한 실물 자산을 디지털화해 주식처럼 거래할 수 있게 된다. 금융위가 가이드라인을 발표한 이후 증권사들은 새로운 먹거리를 선점하기 위해 빠르게 움직이고 있다.



 ‘뭐든 조각 내서 팝니다’?							토큰 증권은 블록체인의 가장 중요한 기능인 분산원장 기술을 기반으로 디지털화된 증권이다. 기존의 전자 증권은 증권사 중앙 서버에 모든 데이터가 기록·관리되는 반면 토큰 증권은 거래 장부(원장)를 참여자들이 나눠 갖는다는 것이다. 기술적인 배경은 비트코인 등 가상화폐와 같지만 실물 자산을 바탕으로 한다는 점이 다르다.금융위는 가이드라인에서 토큰 증권을 허용하는 한편, 앞으로 자본시장법에 따라 증권 규제를 적용한다고 밝혔다. 현행 자본시장법과 전자증권제도에는 블록체인 기술과 이를 활용한 비정형적인 증권(예컨대 토큰 증권)에 대한 규율이 없다. 당국의 이번 가이드라인은 법의 사각지대에 있었던 부동산, 미술품 등 조각 투자를 제도권 안으로 넣기 위한 조치로 볼 수 있다.토큰 증권이 조각 투자와 완전히 일치하는 것은 아니지만, 토큰 증권이 도입되면 대부분의 조각 투자는 토큰 증권으로 전환될 전망이다. 특히 조각 투자 형태의 NFT(Non-Fungible Token·대체불가토큰) 상당수가 증권형 토큰으로 넘어갈 것으로 예상된다. NFT는 아직까지 공식적으로 당국의 허가를 받지 않았기 때문이다.증권사들 “수혜자는 나야 나”							증권업계는 ‘토큰 증권 발행·유통’이 허가되면서 새로운 시장이 열릴 것으로 기대하고 있다. 주식뿐 아니라 부동산, 미술품, 귀금속 등 유형자산, 음악 저작권 등 무형자산까지 조각 투자가 가능해지면 중개할 상품이 기하급수적으로 늘어난다는 것이다. 한국금융연구원 보고서에 따르면 독일 금융서비스 플랫폼 기업인 피노아는 2027년까지 증권형 토큰 시장의 시가총액이 24조달러(약 2경9570조원)에 이를 것으로 전망했다.적극적으로 나서고 있는 주요 증권사는 KB증권과 신한투자증권, 미래에셋증권 등이다. KB증권은 지난해 11월부터 SK C&amp;C와 토큰 증권 거래 플랫폼 구축을 준비해 올해 상반기 서비스를 출시할 예정이다. 신한증권은 에이판다파트너스와 함께 제안한 블록체인 기반 금전채권 신탁수익증권 거래 플랫폼이 지난해 12월 금융위원회 혁신 서비스로 지정됐다. 미래에셋증권은 한국토지신탁과 업무협약(MOU)을 맺어 신탁수익증권 방식의 토큰증권 서비스 제공을 위한 내부 시스템을 구축하고 있다.업계에서는 개인 고객 수가 업계 1위인 키움증권이 가장 큰 수혜자가 될 수 있다는 전망이 나온다. 조각 투자는 상대적으로 기관보다 개인들이 많이 이용할 공산이 높기 때문이다. 키움증권은 뮤직카우, 비브릭, 펀블, 카사, 테사 등 총 8개 기업과 협업해 증권형 토큰 유통 플랫폼을 준비 중이다. SK증권, NH투자증권, 대신증권, 하나증권, 교보증권, 한국투자증권 등도 조각 투자 플랫폼 기업과 손을 잡거나 인수를 추진 중이다.“국내 STO 잠재력 무궁무진”							전문가들은 투자자산 다양화라는 측면에서 STO(Security Token Offering·토큰 증권 상장) 시장이 확대될 것으로 보고 있다. STO를 통해 일부 가상자산을 가장 먼저 제도권에 편입한 미국의 경우 토큰 증권을 신생 벤처기업의 자금 조달 수단으로 승인했다. 블록체인 기반 스타트업인 블록스택은 지난 2019년 STO를 통해 2800만달러(약 358억8200억원)를 조달하기도 했다.국내 토큰 증권 시장도 빠르게 성장할 전망이다. 박혜진 대신증권 연구원은 “단순히 부동산만 놓고 보더라도 2022년 기준 한국 부동산 공시지가 총 합계는 7155조원이고 국내 미술시장 거래 규모는 1조400억원까지 성장했다”며 “개인거래 비중이 70%에 육박하는 한국 주식시장 규모가 2400조원임을 감안하면 국내에 수치화 시킬 수 있는 자산의 종류와 규모는 무궁무진하다”고 했다.☞토큰 증권블록체인 기술을 활용해 자본시장법상 증권을 디지털화한 것. 실물자산이 없는 가상화폐와 달리 부동산, 미술품, 음악 저작권 등 유·무형의 실물 자산과 연계돼 있다. 토큰 증권을 발행·유통하는 것을 STO(Security Token Offering) 사업이라고 한다.
",2023-02-16 03:03:15
외면할 때 테슬라 매입 후 대박…'돈나무 언니' 사들인 주식은?,2023.02.16,SBS Biz언론사 선정,https://n.news.naver.com/mnews/article/374/0000323036?sid=101,"
캐시 우드, 규제 강화에도 코인베이스 집중 매수



[코인베이스 (사진=연합뉴스)]'돈나무 언니' 캐시 우드가 각국의 가상자산 시장에 대한 규제 강화 움직임에도 관련 주식을 집중 매입하고 있습니다.15일(현지시간) CNBC에 따르면 우드가 이끄는 아크인베스트먼트는 이틀 새 가상자산거래소 코인베이스 주식을 1천570만 달러 어치를 사들였습니다.우드가 코인베이스를 집중 매수하는 이유는 간단합니다. 주가가 급등하고 있기 때문입니다. 코인베이스 주가는 올해 들어 75% 넘게 뛰었습니다.특히 최근 글로벌 3위 가상자산거래소 크라켄이 미 증권거래위원회(SEC)로 부터 제재를 받은 것이 코인베이스 주가 상승에 호재가 됐다는 분석이 나옵니다.코인베이스는 그간 '크라켄과 다르다'며 차별성을 강조해 왔는데, 크라켄이 미등록 서비스 제공 혐의로 당국의 제재를 받으면서 반사이익을 보게 된 겁니다.미국 투자은행 파이퍼샌들러의 리차드 리피토 애널리스트는 ""코인베이스 역시 당국의 규제를 받을 수 있지만 이것이 나쁜 것만은 아니다""고 판단했습니다.리피토는 ""비트코인 가격 하락 등 가상자산시장의 전반적인 가격 하락은 규제 리스크 증가 가능성이 반영된 것이지만, 가상자산에 대한 규제는 가상자산산업에 긍정적일 가능성이 높다""고 설명했습니다.
		",2023-02-16 04:07:01
"러시아, 우크라에 패배 가능성?...다우 하락 나스닥 껑충, 비트코인 3000만원...",2023.02.16,핀포인트뉴스,http://www.pinpointnews.co.kr,,
