title,dates,press,link,content,time
[박진성의 블록체인 바로알기] 16. 블록체인 프로젝트 검증하기,2023.01.03,IT동아,http://IT.DONGA.COM,,
[더벨][바이낸스 FUD 체크]고삐 조이는 수사기관…대응책은 '전문 인력 대거 ...,2023.01.03,더벨,http://www.thebell.co.kr,,
"버핏 '2022년 최고의 명언 10가지'…""최고 투자는 자신을 발전시키는 것""",2023.01.03,글로벌이코노믹,http://www.g-enews.com/,,
FTX發 '회계부정' 이슈 확산…암호화폐 당분간 반등 힘들 듯,2023.01.03,B4면 1단,https://n.news.naver.com/mnews/article/015/0004795310?sid=101,"
회계 투명성이 투자 최대변수크립토닷컴·쿠코인·바이낸스 등대형거래소들 준비금 증명 중단원가부담에 채굴사도 잇단 파산암호화폐 투자 전망은 새해에도 그리 밝지 않다. 글로벌 암호화폐거래소 FTX 사태로 제기된 ‘회계 부정’ 이슈가 다른 거래소와 스테이블코인까지 번지는 분위기다. 비트코인 채굴 회사들은 채산성이 악화되면서 연달아 파산을 선언하고 있다. 미국 중앙은행(Fed)의 고금리 기조가 유지될 것으로 예상되는 데다 암호화폐 규제 논의도 시작되는 만큼 당분간 가격 반등은 어려울 것이라는 전망이 지배적이다.“일부러 손실 숨겼나”…회계 부정 논란암호화폐거래소들의 회계 투명성은 암호화폐 투자의 최대 리스크로 꼽힌다. 글로벌 회계법인 마자르는 크립토닷컴·쿠코인 등 대형 거래소에 이어 세계 최대 거래소인 바이낸스에 대해 준비금 증명 업무를 중단하겠다고 선언했다.코인텔레그래프는 “회계 감사를 받을 때만 다른 거래소에서 잠시 자금을 빌려오는 행위를 적발해내기가 어렵다”고 지적했다. 게리 겐슬러 미국 증권거래위원회(SEC) 위원장은 규제 밖에 있는 거래소들을 ‘야생 카지노’에 비유하며 “회계 처리 규정을 위반하는 암호화폐거래소가 늘어나면서 SEC의 인내심이 줄어들고 있다”고 경고했다.세계 최대 스테이블코인인 테더도 회계 부정 이슈에서 자유롭지 않다. 시가총액이 660억달러에 달하는 만큼 의혹이 사실로 확인되면 파급 효과가 클 것이란 전망이다. 테더는 웹사이트에 실시간으로 준비금 현황을 공개하고 있지만 공식적으로 회계감사를 받지는 않는다. 국내 암호화폐 분석업체인 쟁글은 “자산 보유 내역을 스냅샷으로 회계법인에 제출하는 테더의 방식은 외부감사인이 작성하는 감사보고서에 비해 신뢰성이 매우 떨어진다”고 했다. 테더는 2017년 회계법인으로부터 확인을 받기 직전 자회사에서 달러를 송금받아 자산을 부풀렸다가 벌금을 맞은 전력도 있다. 블룸버그는 “투자자들의 환매 청구가 일시에 대량으로 이뤄지면 FTX보다 더 큰 사태가 초래될 수 있다”고 했다.



채굴사들의 잇따른 파산도 변수다. 비트코인 시세 하락에다 에너지 비용 및 대출금리 상승으로 채굴 원가 부담이 커지면서 파산하는 업체가 늘고 있다. 미국 최대 비트코인 채굴업체인 코어사이언티픽이 대표적이다. 코어사이언티픽은 나스닥시장 상장사이자 아르고블록체인 운용사인 갤럭시디지털에 채굴시설을 매각하면서 파산 위기를 간신히 넘겼다.암호화폐 데이터 분석업체인 크립토퀀트에 따르면 비트코인 채굴자들은 전체 공급량(1924만6700개)의 9.5%를 보유하고 있다. 채굴자들이 파산하면 보유하고 있던 비트코인도 매각 수순을 밟게 된다. 돈 맥아들 메사리 공동창업자는 “채굴자 시대는 끝났고 이들은 올해도 보유 자산 매각을 이어갈 것”이라고 전망했다.암호화폐 규제 논의도 올해부터 본격적으로 시작될 가능성이 높다. 여야는 오는 16일 국회 정무위원회 법안소위 때 이미 발의된 암호화폐 관련 10여 개 법안을 한꺼번에 검토하기로 합의했다. 유럽연합(EU)은 2월께 유럽의회에서 암호화폐 규제법(MiCA)을 표결할 예정이다. 법안이 통과되면 회원국별로 시행령 도입을 거쳐 2024년 시행될 것으로 예상된다.“더 내려간다…시세보다 효용가치 주목”올해 암호화폐 가격은 더 내려갈 것이라고 보는 투자자들이 많다. 피터 시프 유로퍼시픽캐피털 최고경영자(CEO)는 지난달 29일 “모든 것을 잃기 전에 비트코인을 팔고 금에 투자해야 한다”며 “투자자들이 현금을 마련하기 위해 비트코인을 더 매도할 것”이라고 했다.마크 모비우스 모비우스캐피털파트너스 창업자도 “고금리 시대에 이자가 붙지 않는 비트코인을 사는 건 매력이 없다”며 “비트코인이 지금보다 40% 이상 급락한 1만달러까지 갈 수 있을 것”이라고 예측했다. 에릭 로버트슨 스탠다드차타드(SC)은행 글로벌리서치본부장은 “기술주와 함께 (비트코인의) 수익률이 급락할 것”이라며 개당 5000달러를 목표가로 제시했다.이와 반대로 장기 보유하려는 투자자들의 저가 매수 움직임도 감지된다. 비트코인 신봉자로 유명한 마이클 세일러의 마이크로스트래티지는 지난달 1일부터 21일 사이 총 2395개의 비트코인을 더 사들였다. 현재 마이크로스트래티지가 보유한 비트코인은 13만2500개로 취득 원가로는 40억달러(현재 가치 22억5000만달러)에 달한다. 미국 최대 암호화폐거래소 코인베이스는 “시장 불황에도 비트코인 장기투자자 비중은 85%로 역대 최고 수준”이라고 밝혔다.일각에선 시세보단 효용가치에 주목할 필요가 있다는 의견도 나온다. 알케시 샤 뱅크오브아메리카(BoA) 디지털자산전략가는 “암호화폐 자산은 2023년 내내 위험자산과 동조할 것”이라면서도 “투자자들은 (시세 차익을 얻기 위한 투기적 거래보다) 실제 효용과 현금 흐름을 창출하는 블록체인 및 응용 서비스 개발 쪽으로 관심을 옮겨갈 것”이라고 했다.비탈리크 부테린 이더리움 개발자도 “이더리움 기반 탈중앙화 서비스가 빅테크 기업의 로그인 서비스를 대체할 수 있다”고 자신했다.
",2023-01-03 13:40:01
"[점심 브리핑] 튀르키예, 공공 서비스 로그인에 블록체인 적용",2023.01.03,디센터,http://decenter.kr,,
"[이번주 코인스케줄] 美 FOMC 회의록, 고용보고서, PMI 주목",2023.01.03,디센터,http://decenter.kr,,
가상자산 전망 널뛰기...비트코인 가격 1400% 급등 vs. 70% 폭락,2023.01.03,이투데이,http://www.etoday.co.kr,,
"엘앤케이플래넷, 코인버스 현물전용 자동매매 프로그램 출시",2023.01.03,딜라이트닷넷,http://www.delighti.co.kr/,,
"이더리움 거래량, 2022년 338% 급증...""비트코인은 최고 인기 코인""",2023.01.03,글로벌이코노믹,http://www.g-enews.com/,,
"[딩엠아이] 사토시 나카모토로 의심받던 사람들, 지금은 뭐할까?",2023.01.03,디센터,http://decenter.kr,,
