title,dates,press,link,content,time
비트코인 폭락에 마이크로스트래티지·테슬라도 비명 왜?,2022.01.22,글로벌이코노믹,http://www.g-enews.com/,,
<뉴욕마켓워치> 1월 FOMC 주의보…주식·달러↓채권↑,2022.01.22,연합인포맥스,http://www.einfomax.com,,
"""3만7000달러 대까지 밀린 비트코인 더 떨어진다""",2022.01.22,뉴스1,https://n.news.naver.com/mnews/article/421/0005860454?sid=104,"
암호화폐 거래소 크라켄 지지선으로 2만6300달러 제시



해당 기사 - 야후 파이낸스 갈무리(서울=뉴스1) 박형기 기자 = 3만7000달러 대까지 밀린 비트코인이 더 떨어질 것이란 전망이 나왔다.22일 비트코인은 월가에서 리스크 헤지(위험 회피) 현상이 급부상하면서 24시간 전보다 10% 이상 폭락해 3만7000달러대까지 밀렸다.이 같은 상황에서 앞으로 비트코인이 더욱 떨어질 것이란 전망이 나온 것. 야후 파이낸스는 미국의 암호화폐 거래소 크라켄의 자료를 인용, 비트코인이 추가로 더 떨어질 것이라고 21일(현지시간) 전했다.크라켄은 보고서를 통해 “암호화폐 시장이 지난해처럼 좋지 못할 것”이라며 비트코인의 지지선을 2만6300달러로 제시했다. 비트코인이 2만6300달러까지 떨어질 수 있다는 얘기다. 이는 현재 가격보다 1만 달러 이상 더 낮은 것이다. 투자업체인 온다의 분석가인 크레이그 어람은 “시장에서 리스크 헤지 현상이 나오고 있다”며 “비트코인이 추가로 더 떨어질 수 있다”고 전망했다.이날 비트코인 등 암호화폐는 일제히 폭락하고 있다. 비트코인은 22일 오전 6시 30분 현재(한국시간 기준) 글로벌 코인시황 중계사이트인 코인마켓캡에서 24시간 전보다 10.67% 폭락한 3만7935달러를 기록하고 있다.비트코인이 3만7000 달러 대까지 밀린 것은 지난해 7월 26일 이후 처음이다. 이로써 비트코인은 지난 11월 기록한 최고치 6만9000달러에서 40% 이상 폭락했다.비트코인이 폭락하고 있는 것은 월가에서 기술주 매도세가 출현하며 연일 나스닥이 급락하고 있기 때문이다. 나스닥은 21일(현지시간)에도 2.72% 급락해 전고점 대비 12% 이상 하락했다.      



이 시각 현재 주요 암호화폐 시황 - 코인마켓캡 갈무리미국의 투자자들이 위험자산 정리에 나서면서 나스닥보다 더욱 위험한 자산이 비트코인도 덩달아 폭락하고 있는 것으로 보인다.전일 세계 3위 비트코인 채굴국인 러시아가 비트코인 채굴 및 거래를 전면금지할 계획이라는 소식도 비트코인 폭락에 한몫한 것으로 보인다.비트코인뿐만 아니라 다른 주요 암호화폐도 일제히 폭락하고 있다. 시총 2위인 이더리움은 24시간 전보다 14.79% 폭락한 2707달러를 기록하고 있다. 시총 4위인 바이낸스코인은 11.26%, 시총 6위인 카르다노(에이다)는 12.17% 각각 폭락하고 있다.
		",2022-01-22 08:46:25
"비트코인 붕괴 위기…하룻새 -10%, 11월 대비 40% 빠졌다",2022.01.22,중앙일보,https://n.news.naver.com/mnews/article/025/0003168383?sid=101,"
			  암호화폐가 일제히 급락했다.        비트코인은 22일 오전 8시 30분 현재(한국시간) 글로벌 코인시황 중계사이트 코인마켓캡에서 24시간 전보다 10.10% 폭락한 3만6783달러를 기록했다.        



21일 오후 서울 강남구 가상화폐 거래소 빗썸 현황판에 비트코인 시세 그래프가 나오고 있다. 연합뉴스      



암호화폐 비트코인 차트. 인터넷캡처           지난해 11월 기록한 6만9000달러와 비교하면 40% 이상 하락했다. 이로써 비트코인의 가격은 지난해 7월 25일 수준으로 밀렸다.        이더리움도 22일 오전 8시 30분 현재 24시간 전보다 14.43% 폭락해 2590달러를 기록했다. 최근 일주일간 21.64% 하락했다.        암호화폐 시장의 급락은 나스닥과 흐름을 같이 하고 있다. 나스닥은 21일(현지시간) 2.72% 하락하며 장을 마쳤다.        실망스러운 분기 실적이 이어지고, 연방준비제도(연준·Fed)의 긴축 우려 속에서 기술주의 매도가 지속되고 있다. 나스닥은 한 주 동안 7.55% 하락했다. 이는 2020년 3월 이후 최대 주간 하락률이다. 올해 들어서는 12%나 하락했다.        시장이 후퇴하면서 암호화폐등 위험자산에 대한 투자도 크게 위축되는 분위기다.    
",2022-01-22 08:50:56
나스닥 이어 비트코인도 폭락…가상화폐 1400조원 증발,2022.01.22,헤럴드경제언론사 선정,https://n.news.naver.com/mnews/article/016/0001941080?sid=104,"
비트코인, 13% 넘게 급락



21일 오후 서울 강남구 가상화폐 거래소 빗썸 현황판에 비트코인 시세 그래프가 나오고 있다. 국내 가상화폐시장에서 비트코인 가격이 4000만원대로 내려앉았다. 비트코인은 지난달 말부터 우하향 곡선을 그리며 한 달 전보다 약 20% 하락했다. 연합뉴스[헤럴드경제]미국 연방준비제도의 조기 긴축 움직임과 오미크론 확산 등으로 세계 증시가 출렁이는 가운데 가상화폐 가격도 일제히 폭락했다.21일(현지시간) 블룸버그 통신과 로이터 통신 등에 따르면 비트코인 가격은 이날 13% 넘게 급락하며 3만6000달러대로 주저앉았다. 이더리움 등 알트코인(비트코인을 제외한 가상화폐)도 추락했다.가상화폐 전체 시가총액은 작년 11월 최고점 대비 1400조원 가까이 증발했다.블룸버그 통신은 ""비트코인은 작년 11월 최고치를 찍은 뒤 계속 하락하며 시가총액 5700억 달러(680조원)가 사라졌고 전체 암호화폐 시장에서 약 1조1700억 달러(1395조원) 손실이 발생했다""고 보도했다.가상화폐 정보 사이트 코인데스크에 따르면, 미국 서부 시간 기준 오후 3시 현재 비트코인 가격은 24시간 전과 비교해 12% 넘게 하락한 3만6127.26달러에 거래됐다. 이더리움은 17% 이상 폭락한 2546.85달러를 기록했다.경제 매체 CNBC 방송은 미국 연방준비제도(Fed)가 인플레이션을 잡기 위해 금리 인상 등 긴축 기조를 강화할 것으로 예상되면서 위험 자산인 가상화폐 가격이 일제히 폭락했다고 전했다.
",2022-01-22 08:55:01
[Weekly Coin] 비트코인 4만달러 붕괴···긴축 '직격탄',2022.01.22,시사저널이코노미,http://www.sisajournal-e.com,,
가상화폐 가격 일제 폭락···'시총 1400조원 증발',2022.01.22,오피니언뉴스,http://www.opinionnews.co.kr,,
"미 증시 급락에 시장 얼어 붙어.. 비트코인 9% 속락 속 이더리움과 솔라나, 에...",2022.01.22,매일안전신문,http://peoplesafe.kr,,
"가상화폐 일제히 '동반 폭락'···1,400조원 증발했다",2022.01.22,서울경제언론사 선정,https://n.news.naver.com/mnews/article/011/0004011076?sid=104,"
비트코인 3만 6,000달러



21일 오후 서울 강남구 가상화폐 거래소 빗썸 현황판에 비트코인 시세 그래프가 나오고 있다./연합뉴스[서울경제] 비트코인 가격이 22일 13% 넘게 급락하며 3만 6,000달러대로 주저 앉았다.이날 가상화폐 가격이 일제히 폭락하며 이더리움 등 알트코인(비트코인을 제외한 가상화폐)도 추락했다. 가상화폐 전체 시가총액은 작년 11월 최고점 대비 1,400조원 가까이 증발했다.블룸버그 통신은 “비트코인 작년 11월 최고치를 찍은 뒤 계속 하락하며 시가총액 5,700억 달러(680조원)가 사라졌고 전체 암호화폐 시장에서 약 1조 1,700억달러(1,395조원) 손실이 발생했다”고 보도했다.가상화폐 정보 사이트 코인데스크에 따르면 미국 서부 시간 기준 오후 3시 현재 비트코인 가격은 24시간 전과 비교해 12% 넘게 하락한 3만 6,127.26달러에 거래됐다.이더리움은 17% 이상 폭락한 2,546.85달러를 기록했다.
",2022-01-22 09:12:01
"에릭 애덤스 뉴욕시장, 첫 월급 비트코인으로 받았다",2022.01.22,여성신문언론사 선정,https://n.news.naver.com/mnews/article/310/0000093514?sid=104,"




에릭 애덤스 뉴욕 시장 ⓒAP/뉴시스에릭 애덤스 뉴욕시장이 첫 월급을 가상화페로 받았다.뉴욕타임스(NYT)는 지난 1일 취임한 애덤스 뉴욕 시장이 첫 달 급여를 비트코인과 이더리움으로 바꿔 받았다고 21일(현지시각) 보도했다. 애덤스 시장은 지난해 선거 운동 기간 당선될 경우 첫 석 달 임금을 비트코인 등 가상화폐로 받겠다고 공약했다.뉴욕시는 노동법에 따라 애덤스 시장 등 직원들에게 가상화폐로 급여를 지급하기 위해 14일 가상화폐 거래소 코인베이스를 활용해 월급을 비트코인과 이더리움으로 바꾸기로 했다. 노동법에 따르면 시장을 포함한 뉴욕시 공무원은 법정 화폐로만 임금을 받을 수 있다. 애덤스 시장은 뉴욕시가 발행하는 임금 수표가 코인베이스에 전달되면, 코인베이스가 가상화폐로 전환해 자신의 계좌에 입금하도록 했다. NYT에 따르면 뉴욕 시장의 연봉은 25만8750달러(약 3억855만원)이다.애덤스 시장은 뉴욕시가 가상화폐의 글로벌 중심지가 돼야 한다고 주장하고 있다. 그는 성명을 통해 ""우리는 뉴욕이 가상화폐를 비롯해 금융 혁신의 중심이 되길 바란다""면서 ""혁신의 선두에 선다면 일자리가 창출되고 경제 상황이 나아지며, 전 세계에서 인재들이 몰려올 것""이라고 말했다.애덤스 시장은 지난달 2일 치러진 뉴욕 시장 선거에서 공화당 소속의 커티스 슬리와 후보를 제치고 당선됐다.
",2022-01-22 09:14:01
