title,dates,press,link,content,time
[5월4일 뉴스리딩] 오늘은 비트코인 조정세가 언제쯤 끝나게 될지 알아봐요,2022.05.04,코인리더스,http://coinreaders.com,,
"FOMC 관심 속 비트코인 5천만원 공방.. 이더리움,솔라나,코스모스 양호.. 웨이...",2022.05.04,매일안전신문,http://peoplesafe.kr,,
"[속보] 뉴욕증시 비트코인 선물 폭발 FOMC 빅스텝 금리인상 ""예상 범위""",2022.05.04,글로벌이코노믹,http://www.g-enews.com/,,
"극심한 눈치보기 속 비트코인,이더리움,솔라나 제자리걸음..웨이브 강세 보여",2022.05.04,매일안전신문,http://peoplesafe.kr,,
'월드블록체인컨버전스' 워킹그룹 출범,2022.05.04,블록체인밸리,http://www.fintechpost.co.kr,,
"비트코인, 올해도 '5월 강세장 공식' 깨지나…""상승 여력 부재""",2022.05.04,뉴스1,https://n.news.naver.com/mnews/article/421/0006073189?sid=105,"
나스닥과 커플링 현상 보이는 비트코인…""상승 보기엔 데이터 우울""지난달 하락세로 돌아선 비트코인, 선반영으로 매수세 붙을 수도



암호화폐 비트코인 이미지가 미국 달러 앞에 놓여 있다. © 로이터=뉴스1 © News1 김지현 기자(서울=뉴스1) 김지현 기자 = 지난 11년 동안 비트코인은 전통적으로 5월에 큰 상승률을 보였다. 지난해까지 매년 평균 19%가량의 상승률을 보이면서 투자자들 사이에서는 '약속의 5월'이라는 표현이라 퍼질 정도였다. 그러나 지난해에는 약 35%가량의 큰 하락을 겪으면서 '5월의 약속'이 지켜지지 않았다.올해는 4일까지 평균 1% 미만의 상승률만 보이고 있지만 5일(한국시간) 미 연방준비제도(Fed)의 연방공개시장위원회(FOMC) 회의에서 금리 인상 발표 결과가 약속의 5월 실현 여부에 큰 영향을 미칠 것으로 보인다.다만 일각에서는 인플레이션 우려뿐만 아니라 거시경제에 악영향을 줄 만한 대외 이슈들을 고려하면 5월의 상승장 전망을 다소 부정적으로 내다보고 있다.◇ 나스닥과 커플링 현상 보이는 비트코인…""상승모멘텀 부재한 상황""최근 시장 흐름은 투자 심리를 위축하고 있는 모양새다. 우선 이번 FOMC 회의에서는 0.5%포인트 금리를 올리는 빅스텝을 단행할 가능성이 높다. 시카고상품거래소(MCE) 페드워치(Fed Watch)는 5월 FOMC에서 빅스텝을 단행할 확률이 99.3%에 달한다고 밝혔다.나아가 Fed가 6월 회의에서 0.75%포인트 인상할 가능성도 95% 이상으로 보고 있다. 인투더블록의 루카스 아우투무로 연구책임자는 ""연준의 금리 결정이 비트코인의 가격에 중요한 역할을 하고 있다는데 동의한다""면서 ""곧 비트코인이 가격 급등이 일어날 것이라고 확신하지 않는다""라고 밝혔다.그는 그러면서 ""솔직히 (암호화폐) 시장에서도 양적 긴축과 금리 인상 관련 영향이 커지기 시작하면서 당장 비트코인이 큰 상승세를 확립하기 어렵다는 것을 알게 됐다""라고 덧붙였다.덱스터리티 캐피털의 공동창업자 마이클 사파이도 ""암호화폐 거래자들이 당장 긍정적인 측면을 고려하기에는 전반적인 경제 데이터가 너무 우울한 상황""이라고 말했다.그는 ""비트코인의 상승모멘텀도 부재한 상황이라고 본다""며 ""아무리 암호화폐의 강세에 대한 믿음이 강할지라도 이달이나 내달까지 가격을 치솟게 하지는 못할 것으로 보인다""라고 강조했다.◇ 하락세로 돌아선 비트코인, 6월 FOMC 앞두고 일시적 매수세 붙을 수 있어지난달 비트코인은 평균 17% 이상의 하락률을 기록하며 올해 최악의 월간 실적을 기록했다. 최근 기술주 중심의 나스닥100 지수와 '동조화' 현상을 보이고 있는 비트코인이 미국 증시 약세와 함께 내림세를 보인 것이다.그럼에도 일부 투자자들 사이에서는 현재 비트코인 가격에는 5월 FOMC 회의에서의 0.5%포인트 금리 인상이 어느 정도 '선반영'됐다는 분위기가 형성됐다. 이에 이번 FOMC에서 연준이 매파적인 발언을 추가로 하지 않을 경우 매수세가 유입될 가능성도 있다.또한 코인데스크는 ""암호화폐 업계는 미국 증시 격언인 '5월에 팔고 떠나라'(Sell in May and Go Away)라는 정서에 면역돼 있다""라며 매수세 유입 가능성을 높게 봤다.
		",2022-05-04 23:20:01
"비트코인, 미국 월가에서 사실상의 유동자산 지위 확보…코인베이스ㆍ골드만삭...",2022.05.04,이코노뉴스,http://www.econonews.co.kr/,,
"글로벌 프라이빗 뱅크 LGT, 비트코인​‧이더리움 거래 개시",2022.05.05,글로벌이코노믹,http://www.g-enews.com/,,
"뉴욕증시 비트코인 흔들, FOMC 빅스텝 금리인상+ 양적긴축 폭탄",2022.05.05,글로벌이코노믹,http://www.g-enews.com/,,
"마이크로스트래티지 ""비트코인 2만1천달러까지 하락하면 마진콜 발생""",2022.05.05,연합인포맥스,http://www.einfomax.com,,
