title,dates,press,link,content,time
"비트코인 3만3000달러 붕괴, 분석가 ""2만5000달러로 떨어진다""",2022.05.10,글로벌이코노믹,http://www.g-enews.com/,,
뉴욕증시 비트코인 흔들 CPI 물가폭탄+빅테크 실적+ 러시아 전승절 총공세,2022.05.10,글로벌이코노믹,http://www.g-enews.com/,,
"비트코인, 위험자산 약세에 동반 하락…3만3천 달러도 하회",2022.05.10,연합인포맥스,http://www.einfomax.com,,
"일본 전자상거래 사이트, 중고차에 비트코인과 리플 결제 도입",2022.05.10,글로벌이코노믹,http://www.g-enews.com/,,
"넥슨 지주사 NXC 이사회 개편… 코인거래소 임원, 이사 선임",2022.05.10,B4면 1단,https://n.news.naver.com/mnews/article/023/0003690357?sid=105,"
가상자산·메타버스 확대할 듯							게임 회사 넥슨의 지주사인 NXC가 가상 화폐 거래소 코빗의 김회석(46) 최고재무책임자(CFO)를 지난 3월 말 이사회 비상무이사로 선임했다고 9일 밝혔다. 코빗은 NXC가 2017년 인수해 지분 65%(NXC 자회사 보유분 포함)를 보유한 회사다. NXC 이사회 개편은 지난 2월 김정주 넥슨 창업주 별세 이후 처음이고, 비상무이사 선임은 2005년 NXC 설립 이후 처음이다. NXC 관계자는 “김 이사 합류는 넥슨과 코빗의 긴밀한 업무 협력을 위한 것”이라며 “김 이사는 NXC에서 2010~2018년 재무를 담당했고, 2018년 코빗에 합류해 양 사에 대한 이해도가 높다”고 했다. 현재 NXC 이사진은 이재교 대표, 권영민·김학용 사내이사, 김 창업주의 아내 유정현 감사 등 4명과 김 이사로 구성돼 있다.업계 관계자는 “김 이사의 NXC 이사회 합류는 넥슨이 앞으로 가상 자산을 기반으로 하는 게임, 메타버스(3차원 가상 세계) 등으로 사업을 확대할 가능성이 높다는 의미”라고 말했다. 실제로 NXC는 최근 몇 년간 가상 자산 관련 사업에 집중적으로 투자해왔다. 2018년에는 유럽의 가상 화폐 거래 사이트 비트스탬프를 인수했고, 지난해에는 비트코인 1717개(당시 시세 1000억원 규모)를 매수했다. 오언 머호니 넥슨 일본법인 대표는 3월 주주 서한에서 “넥슨은 가상 화폐 관련 주요 VC(벤처캐피털사) 몇 곳에 투자했다”고 밝혔다.
",2022-05-10 03:03:16
비트코인 폭락...1년새 반토막,2022.05.10,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0004833334?sid=101,"
			  [파이낸셜뉴스]   



주식시장 폭락세 속에 비트코인 등 암호화폐들도 동반 추락하고 있다. 비트코인은 9일(현지시간) 지난해 사상최고치에 비해 절반 이하 수준으로 폭락했다. 로이터뉴스1 비트코인을 비롯한 암호화폐들이 주식시장 폭락세 속에 동반 폭락하고 있다.   CNN비즈니스 등에 따르면 암호화폐 대장주 비트코인은 9일(이하 현지시간) 5% 급락했다. 지난 1주일간 낙폭만 15%에 육박한다.   3만2000달러 선도 무너져 지난해 기록한 6만9000달러에 육박했던 사상최고치에 비해 50% 넘게 폭락했다. 지난해 7월 21일 이후 최저 수준으로 추락했다.   다른 암호화폐들도 마찬가지다.   암호화폐 2위 종목 이더리움, 바이낸스, 솔라나, 카다노 등 이른바 알트코인들 역시 모두 지난 1주일간 낙폭이 15%에 육박했다.   일론 머스크 테슬라 최고경영자(CEO)의 '최애' 종목인 도지코인도 10% 급락했다.   암호화폐는 주식시장이 하강하는 것과 똑 같은 이유로 폭락하고 있다.   비트코인에 붙었던 '디지털 금'이라는 별명이 무색할 정도다. 변동성 높은 시장 흐름에서 가치보존 수단으로서 안정적인 역할을 하는데 실패했다.   온라인 금융 거래 플랫폼인 스킬링의 마이클 카메라맨 CEO는 ""디지털 자산이 이전 수년 동안 본 적 없는 높은 변동성을 나타내고 있다""면서 ""암호화폐가 점점 기술주와 동조화하고 있다""고 말했다. 카메라맨은 ""투자자들이 암호화폐와 기술주 모두를 위험자산으로 간주하고, 좀 더 안전한 곳으로 대피하고 있다""고 덧붙였다.   다만 그는 아직은 장기적인 비트코인 강세 관점에는 변함이 없다고 강조했다. 헤지펀드를 비롯해 더 많은 기관투자가들이 암호화폐에 투자하고 있는데다, 일부 중앙은행은 암호화폐에 긍정적인 입장을 나타내고 있다는 점을 지적했다.   그러나 카메라맨은 이같은 장기 긍정전망과는 별개로 ""비트코인도 자산 시장 전반에 확산하고 있는 글로벌 인플레이션(물가상승) 우려를 비켜가지 못하고 있다""면서 ""이에따라 한 동안은 하강 흐름이 지속될 것으로 봐야 할 것""이라고 비관했다.   비트코인은 달러 강세 충격도 직접적으로 받고 있다.   그 바탕은 인플레이션이다.   높은 인플레이션으로 미국 연방준비제도(연준)가 고강도 금리인상을 예고하고 있어 달러 가치가 급속도로 뛰고 있다.   미 달러 가치를 나타내는 달러지수는 20년만에 최고 수준으로 뛰었다.   그동안의 비트코인 강세 배경 가운데 하나가 달러 약세였다는 점을 감안할 때 달러 강세는 비트코인에는 악재다.   미 금리가 계속 오르고, 달러가 강세를 지속한다고 볼 때 지금의 비트코인 매도세는 이제 시작에 불과하다는 비관론도 나온다.   인프라스트럭처캐피털매니지먼트 최고투자책임자(CIO)인 제이 햇필드는 ""연준의 극적인 유동성 역전이...암호화폐, 적자 기술기업, 밈주 등의 팬데믹 기간 거품을 꺼트릴 것""이라고 못박았다.   햇필드는 비트코인이 올해말 2만달러까지 밀릴 것으로 예상했다.
		",2022-05-10 03:18:02
"[美친주] 블록, 고점 대비 200%↓… 주가 반등 언제쯤?",2022.05.10,머니S언론사 선정,https://n.news.naver.com/mnews/article/417/0000811299?sid=101,"




블록이 올해 1분기 예상을 밑도는 실적을 발표했다./사진=블록 블록이 1분기 예상을 밑도는 실적을 발표한 가운데 중장기적으로 캐시 앱(Cash App)의 고객 활동성 지표 개선에 주목해야 한다는 분석이 나온다. 블록은 지난 6일(현지시각) 뉴욕증권거래소에서 전거래일 대비 0.67% 상승한 96.19달러에 거래를 마감했다. 블록의 주가는 지난해 8월5일 기록한 고점(289.23달러) 대비 201% 빠진 상태다. 블록의 1분기 주당순이익(EPS)은 0.18달러, 영업수익은 40억달러로 컨센서스를 각각 10%, 4% 하회했다. 다만 매출총이익은 13억달러로 컨센서스에 부합했다. 백두산 한국투자증권 연구원은 ""비트코인은 수익 변동성이 클 뿐만 아니라 매출총이익률도 2.5%로 비트코인 제외 전사 매출총이익률 56.1%와 차이가 크다""며 ""따라서 영업수익보다는 매출총이익 흐름을 보는 것이 전사 성장성과 수익성을 파악하는데 더 유용하다""고 설명했다. 스퀘어(Square)의 매출총이익은 6억6000만달러로 전년동기대비 41% 증가했다.  BNPL(buy now, pay later) 업체인 애프터페이(Afterpay) 인수 효과를 제외하면 31% 증가했다. 백 연구원은 ""이는 정확히 스퀘어 결제금액(GPV, gross payment volume) 증가율(31%)과 일치한다""며 ""BNPL 기능을 기존 온라인 결제 서비스에 통합하고 소상공인보다는 성장성이 양호한 중소기업(mid-market) GPV 비중을 올리는 전략을 펼침으로써 현재 관찰되고 있는 온라인 결제 시장의 일시적 둔화 흐름을 돌파해갈 계획""이라고 전망했다. 캐시 앱(Cash App) 매출총이익은 6억2000만달러로 전년동기대비 26% 증가했다. 지난해 11월부터 가족 계정을 활용한 P2P 지급결제 및 뱅킹 솔루션을 제공하며 10대 대상 디지털 지갑 사업도 확장 중이다. 지난달에는 라이트닝 네트워크를 활용한 비트코인 송금 서비스와 월급의 일부를 무료로 비트코인으로 전환해 저축할 수 있게 하는 요구불예금 계좌 서비스도 제공한다. 백 연구원은 ""종합해 보면 코로나19 시기의 높은 온라인 결제 성장이 현재는 기저로 작용하며 주가는 매우 부진하다""며 ""다만 블록은 다른 핀테크 결제기업과 달리 B2C 종합 금융플랫폼으로 발전하고 있는 Cash App 부문의 활동성 지표가 개선되고 있는 점이 중요한 차별점""이라고 분석했다. 이어 ""온라인결제 성장률이 회복되는 내년 초를 염두에 두고 중장기적으로 접근할 필요가 있다""고 덧붙였다. 
",2022-05-10 04:00:00
"NFT·메타버스·블록체인 연결…웹3.0 게임, 선구자될 것",2022.05.10,B7면 TOP,https://n.news.naver.com/mnews/article/009/0004961468?sid=105,"
힐마 패터슨 CCP게임즈 CEO이브온라인, 4천만 이용자 확보디지털경제·민주정부 개념 도입업계 뒤흔들 웹3.0게임으로 주목블록체인 기반한 P2E게임 인기아이템 사고팔기 등 규제 걸리지만이용자 확산 감안해 합법화 검토를NFT로 구현된 아이템 가치 존속게임마다 자체 코인 나오더라도NFT의 통용 화폐 역할 지속될듯



 '웹3.0'(탈중앙화한 웹).올 들어 게임업계에서 가장 많이 언급되는 화두다. 최근 방한한 아이슬란드의 게임개발사 CCP게임스의 힐마 패터슨 최고경영자(CEO)는 매일경제와 만나 웹3.0 기술 발전이 앞으로 게임업계에 미칠 파장과 이에 대한 글로벌 게임사들의 전반적인 대응 방향과 전략 등을 한국 독자들에게 상세히 소개했다. 그는 ""전 세계 주요 게임사들이 새로운 비즈니 스 전략의 일환으로 새로운 키워드와 청사진을 내놓고 있지만 정작 게임 플레이어들은 그래서 웹3.0 기술이 정확히 게임을 어떻게 바꿀 것인가에 대해 궁금해하고 있다""면서 ""이용자들이 높은 기대치와 동시에 큰 우려를 갖고 있을 것""이라고 말했다. CCP게임스는 전 세계 4000만명 이상의 이용자를 확보하고 있는 글로벌 히트 게임 '이브온라인'을 개발한 회사다. '현존하는 가장 큰 공상과학 작품'으로 불리는 이 게임은 19년 동안 계속해서 이용자가 늘고 있는 매우 희귀한 작품으로도 주목받는다.특히 거대한 게임 속 세계관에서 일찍부터 디지털 경제, 민주적인 커뮤니티 정부, 무료 기계장치 등의 탈중앙화 개념을 도입해 웹3.0의 선구자적인 게임이라는 재평가를 받고 있다. 이브온라인의 강력한 지식재산권(IP)에 주목한 국내 게임사 펄어비스는 2018년 약 2500억원을 들여 CCP게임스를 자회사로 편입하기도 했다. 2004년부터 CCP게임스의 수장을 맡고 있는 패터슨 CEO는 유럽 게임업계의 거물로 통하는 인물이다. 그는 ""대체불가토큰(NFT)과 메타버스, 블록체인으로 연결되는 웹3.0 게임 생태계는 아직 초기 단계이기 때문에 '미래의 가능성과 예측'이 주를 이룬다""면서도 ""앞으로 업계 판도를 바꿀, 다가올 미래인 것은 확실하다""고 강조했다. 다음은 그와의 일문일답. ―웹3.0을 어떻게 정의하나. 새로운 인터넷의 대세로 떠오를 수 있을까.▷웹3.0은 창작과 창조다. 서로 다른 것들을 결합해서 새로운 것을 만들어내는 것을 의미한다. 게임을 예를 들면 게임 속 커뮤니티와 거버넌스의 결합이 이뤄질 것이다. 이는 창작물에 대한 소유와 관리에 있어 자율성을 의미한다. 이는 '이브온라인'을 통해 우리가 그동안 시도해온 것이다. 앞으론 게임 속 세계관을 만들어 낸 창작자나 운영하는 게임사가 터치할 수 없는 자율적인 공간이 만들어질 것이다. 자율성 개념 하위엔 게임 아이템이 포함된다. ―NFT의 효용성을 어떻게 평가하나.▷현시점에서 NFT는 실체적으로 존재하는 이상의 가치를 갖고 있다고 본다. NFT는 사실 지난 20년간 다중접속(MMO) 게임에서 존재해왔다. NFT로 구현된 아이템은 게임이 더 이상 존재하지 않아도 아이템의 가치가 존속되는 일종의 '로맨틱'한 개념이다. A라는 게임에서 아이템을 B라는 게임에서 사용할 수 있다는 뜻이다. 그동안 게임 속에서만 사용됐던 '유니크 아이템'이 블록체인 기반으로 게임 밖으로 나올 수 있는 수준으로 진화가 이뤄질 것으로 본다.―수년 내로 실현되기에는 다소 이상적인 것 아닌가.▷화폐의 진화를 살펴보면 최초에 인간은 조개껍데기를 화폐 단위처럼 사용했다. 그러고 나서는 금이 나왔고, 국제 화폐가 나왔고, 비트코인이 나왔다. 게임 속 화폐도 결국 진화가 이뤄질 것이라고 본다. 우선적으로는 동일한 게임 개발사가 만든 게임들에서 시도가 생겨날 것이고, 다음 단계로는 서로 다른 퍼블리셔와 게임사 간에도 공유와 교환이 가능해질 것이다. ―여러 게임사가 웹3.0을 염두에 두고 자체 코인을 우후죽순으로 발행하고 있다.▷게임사별로 자체 코인을 발행하는 움직임은 계속될 것이라고 생각한다. 기본적으로 기업 입장에서는 자신이 만든 화폐가 효용성을 지니기 위해서는 게임 속에서 본인들이 발행한 토큰이 사용되길 원할 것이다. 각각의 게임사들이 자체 코인 이코노미를 구현할 수밖에 없는 이유다. 그렇다고 하더라도 NFT와 블록체인을 활용해 서로 다른 게임의 아이템을 교환할 수 있는 흐름이 무너지지 않는다고 본다.―한국에선 P2E(돈 버는)게임이 불법이다. 글로벌 트렌드는 어떠한가.▷블록체인과 웹3.0을 기반으로 한 P2E게임이 글로벌 트렌드인 것은 사실이다. P2E게임 인기는 게임사들이 원한다기보다는 이용자들이 원하기 때문에 일어나는 현상이다. 사용자의 열망이 강하면 결국 그 방향으로 가기 마련이다. 여러 국가와 게임사들이 함께 해결 방안을 고민할 필요가 있다고 생각한다. 단순히 '이건 불법이야'라는 식으로는 문제 해결이 안 될 것이다. 왜냐하면 어차피 사람들은 그들이 원하는 대로 할 것이기 때문이다. ―웹3.0 게임 개발은 준비하고 있는 게 있나.▷앞서 말한 것처럼 이브온라인에는 당장 토큰이나 NFT를 적용할 계획은 없다. 다만 우리의 IP를 웹3.0에 접목하는 것에 대해서는 많은 고민을 하고 있다. 아직 이른 단계로 구체적으로 공개하긴 어렵지만 작년에 이러한 개념들을 탐구하는 작은 규모의 웹3.0팀을 시작했다. ―작년엔 메타버스가 화두였다. 메타버스와 게임은 어떻게 접목될 것으로 보는가.▷기본적으로 게임을 한다는 것은 놀이를 하는 것이다. 인간의 삶 자체가 놀이를 하는 것이라고 본다. 인간의 삶과 유사한 것을 메타버스라고 생각해보자. 유희와 놀이 요소가 빠진 메타버스는 존재 의미가 없다. 게임 측면에서는 아직 VR게임 이상으로 시장이 성숙하지는 않았다고 생각한다. 앞으로 VR기기 보급률이 높아지고 실질적인 메타버스 세계가 열린다면 게임 산업에는 굉장히 큰 기회가 될 것이다.―엔데믹이 도래했다. 게임업계에 영향이 있을까.▷팬데믹으로 사람들이 게임의 중요성을 잘 느끼게 됐다. 게임을 통해 공동체와 연결되고 있다는 느낌도 받았다. 최근 엔데믹 상황에서 우리 게임의 사용자 수치를 살펴보면, 코로나 이전 수준보다 떨어지지 않았다. 사람들이 게임의 역할에 대해 새로운 깨달음과 인식을 갖게 됐다. 이게 다시 과거로 돌아가긴 쉽지 않을 것이다. 여러 빅테크들이 게임산업에 관심을 갖는 이유일 것이다.
",2022-05-10 04:03:01
자산시장 폭락에 비트코인 등 가상화폐도 동조...위믹스 15% 넘게 폭락,2022.05.10,소셜밸류,http://www.socialvalue.kr/,,
"""비트코인 원금보장""에 22억 털렸다…한달만에 일어난 일[사기의 세계]",2022.05.10,머니투데이언론사 선정,https://n.news.naver.com/mnews/article/008/0004743473?sid=102,"
			[편집자주] 34만 7675건. 2020년 한해 동안 국내에서 발생한 사기 범죄 건수다. 한 시간마다 39.6건의 사기 범죄가 일어나는 셈이다. 일상에서 전화를 받다가도, 밥을 먹다가도, 물건을 사다가도 사기에 노출된다. 사기범들은 신종 금융상품 뺨칠만큼 복집한 수법을 만들어낸다. 아는 만큼 범죄 피해를 당하지 않는다. 대한민국을 사기 공화국으로 만든 사기 수법들을 짚어본다.



/삽화=김현정 디자인기자비트코인에 투자하면 원금을 보장하고 고수익을 내게 해주겠다고 속이고 한 달 동안 피해자 27명에게 22억원을 편취한 투자 사기 사건에서 대포통장을 관리하고 피해금을 빼돌린 혐의를 받는 남성 3명이 징역형을 선고받았다.9일 법원에 따르면 서울동부지법 형사합의11부(부장판사 김병철)는 지난 2일 특정경제범죄 가중처벌 등에 관한 법률 위반(사기) 등 혐의로 기소된 A씨(35)에게 징역 9년을 선고하고 5억 4635만여원의 추징금을 명령했다. 법원은 A씨와 함께 기소된 B씨(36)와 C씨(33)에게는 각각 징역 6년과 징역 7년 3개월을 선고하고 405만여원과 3000만원의 추징금을 명령했다.동네 선후배 사이인 A씨 등은 지난해 8월6일부터 9월9일까지 투자 사기 범행에 사용되는 대포통장 등을 관리하며 피해자 27명이 입금한 22억 5191억원 상당의 금원을 인출, 수거, 전달해 빼돌린 혐의를 받는다.A씨는 대포통장과 피해금의 인출상황을 전반적으로 관리하는 상위관리자 역할을 맡았다. B씨는 지인의 계좌를 대포통장으로 제공하거나 인출된 금원을 관리하는 역할을, C씨는 통장에서 피해금을 출금해 전달하는 역할을 맡은 것으로 조사됐다.이들의 범행은 조직적으로 이뤄졌다. 투자 사기 범행의 총책이 가짜 가상화폐·주식·환율재테크 투자 사이트를 개설하고 포털사이트 카페나 단체 카카오톡 채팅방 등에서 ""비트코인 등에 투자하면 원금을 100% 보장하고 투자금 대비 2~4배의 수익률을 보장한다""는 광고를 게재해 투자자를 끌어들였다.이들은 미리 만들어 둔 가짜 사이트를 보여주며 신뢰를 얻은 뒤 가상화폐 명목으로 투자금을 받았다. 이어 단기간에 높은 수익을 거뒀다며 추가 투자를 유도하고, 피해자가 출금을 요구하면 세금과 수수료 등 명목으로 지속적으로 돈을 요구하다가 자취를 감추는 방식으로 범행을 저질렀다.A씨 등은 피해자가 입금한 금원을 빼돌리는 작업을 했다. 피해자가 대포통장으로 돈을 입금하면 피해금을 분할해 다른 계좌로 반복적으로 이체해 수사기관의 추적을 어렵게 했다. 일부 금원을 인출해 다른 수거책에게 전달하거나 자택에 보관하기도 했다.A씨 등은 범행을 통해서 단기간에 높은 수익을 거둔 것으로 드러났다. A씨의 자택에서는 체포 당시 5억 6665만원 상당의 현금과 다수의 상품권이 발견된 것으로 전해졌다. 이 금원은 부패재산의 몰수 및 회복에 관한 특례법 등에 따라 모두 몰수됐다.A씨 등은 재판 과정에서 범행 내용을 전혀 몰랐다며 무죄를 주장했다. 평소 알던 D씨의 소개로 스포츠토토 사이트 운영에 사용할 것으로 생각하고 본인과 가족들의 계좌를 빌려줬을 뿐이라는 주장이었다.재판부는 A씨 등이 수첩에 범행에 사용된 계좌의 잔액을 확인하고 일일이 기재한 점, 피해금의 액수나 흐름 등에 관한 구체적인 대화를 나눈 점 등을 들어 주장을 받아들이지 않았다. 재판부는 ""이 범행으로 27명의 피해자가 발생했고 피해액이 22억여원에 이르지만 피해가 대부분 회복되지 않았다""며 ""그럼에도 피고인들은 모든 책임을 D씨 등 공범에게 전가하며 범행을 부인하고 있어 계속된 반성문 제출에도 불구하고 진지한 반성을 하고 있는지 의문""이라고 양형 이유를 밝혔다.
",2022-05-10 04:09:00
