title,dates,press,link,content,time
'가상화폐' 보수적이던 금융권…NFT에 적극,2022.01.20,일간스포츠,https://n.news.naver.com/mnews/article/241/0003186447?sid=101,"
			[일간스포츠 권지예]   



글로벌 NFT 거래소 '오픈시' 메인 화면     비트코인 등 가상자산(가상화폐)에 보수적인 입장을 취해오던 금융권이 디지털 자산 대체불가토큰(NFT)에는 관심을 보이고 있다. NFT와 비트코인 모두 블록체인 기술을 활용해 토큰 형태에 가치를 부여한다는 점에서 공통점을 갖는 가상자산이지만, 다른 태도를 취하고 있다.      19일 금융권에 따르면 최근 신한은행이 KT와 손잡고 NFT 등 디지털 플랫폼 기술을 기반으로 한 미래금융 디지털전환 사업협력에 나섰다. 이를 통해 신한은행은 KT와 NFT를 기반으로 한 디지털 자산 발행 및 거래 플랫폼 사업도 계획 중이라고 밝혔다.     신한금융그룹 차원에서는 디지털 자산 관련 유망 기업에 투자를 이어가고 있다. 지난 17일에도 블록체인·NFT 기술 기업인 ‘블록오디세이’에 50억원 투자를 진행했다.       



신한카드 앱 '신한 pLay'에 제공되는 NFT발급·관리 서비스인 ‘My NFT’ 화면     이 기업은 최근 신한카드와 함께 NFT발급·관리 서비스인 ‘My NFT’를 신한카드 앱 ‘신한 pLay’에 내놓았다.       신한금융 관계자는 “급성장 중인 블록체인·NFT 시장 공략을 위한 파트너를 확보한 것”이라고 말했다.     KB국민은행도 적극적이다. 이미 국민은행은 카카오의 블록체인인 '클레이튼'을 기반으로 한 '멀티에셋 디지털 지갑'의 시험 개발을 마쳤다. 이 디지털 지갑을 통해 CBDC와 가상자산, 지역 화폐, NFT 등 다양한 가상자산을 충전·송금·결제할 수 있게 된다.     또 블록체인 전문 투자사 해시드벤처스와 디지털 자산 관련 투자 활성화 및 신사업 발굴 등을 추진하고 있다. 해시드벤처스는 지난해 11월 NFT, 메타버스 등 블록체인 유망기업에 투자하는 ‘해시드 벤처투자조합 2호’ 펀드를 2400억원 규모로 결성한 곳이다.     우리은행의 경우에는 자체 '블록체인 플랫폼'을 구축했다. 이 프로젝트를 위해 앞서 우리은행은 블록체인 플랫폼 업무를 전담하는 '혁신기술사업부'도 신설했다.     블록체인 플랫폼은 거래의 신뢰성과 투명성을 보장할 수 있는 네트워크 환경으로, 향후 NFT 등 가상자산의 유통을 위한 기술적 토대가 된다.     또 우리은행은 자체 스테이블코인(달러화 등 법정화폐에 가치가 고정된 가상화폐)인 '우리은행 디지털 화폐(WBDC)'와 가상자산의 소유권을 증명할 수 있는 NFT 등 발행 계획도 내놨다.      은행이 NFT에 대한 투자와 개발에 나서면서 금융권이 NFT를 '자산'으로 인정했다는 얘기가 나온다. 비트코인 같은 종전 가상화폐보다 NFT는 '희소성'을 갖는다는 점에서 가치가 있다고 본 것이다. 종전 가상화폐를 대하는 태도와는 상반되는 행보다.     가상자산 업계 관계자는 ""비트코인과 NFT는 똑같이 블록체인 기술을 기반으로 하고 있지만, 가치를 평가받는 측면에서 완전히 다르다""라며 ""대체불가토큰과 대체 가능한 가상자산의 차이""라고 말했다.     게다가 NFT 시장이 급격히 커지고 있다는 점도 은행이 움직이는 이유로 꼽힌다.     세계 NFT 거래의 90%를 차지하는 거래소인 미국 오픈시에 따르면 올해 들어 지난 주말까지 NFT 거래액은 약 35억 달러(약 4조1664억원)를 기록했다. 종전 최고치인 작년 8월 34억 달러를 제친 수치다.     은행 관계자는 ""가상자산 시장이 커가면서 은행도 가만히 있을 수는 없는 상황""이라며 ""정치권에서 NFT를 활용하고 당국에서도 일부 인정하는 뉘앙스를 보이면서 이 시장을 파고드는 것”이라고 말했다.     그러면서 ""돈세탁이나 탈세 등이 NFT를 통해서도 일어난다고 알고 있다""며 ""당국의 가이드라인이 나올 때까지는 보수적인 접근일 것”이라고 했다.    권지예 기자 kwon.jiye@joongang.co.kr  
",2022-01-20 07:00:01
"가상화폐 시총, 2개월 만에 3조 달러서 2조 달러 밑으로 '뚝'",2022.01.20,글로벌이코노믹,http://www.g-enews.com/,,
"[가상화폐 시세] 비트코인, 5000만원대에서 보합세 유지... 1.55%하락",2022.01.20,조세일보언론사 선정,https://n.news.naver.com/mnews/article/123/0002265165?sid=101,"




◆…업비트 비트코인 일봉차트. 사진=업비트 화면캡처비트코인 가격은 20일 오전 6시 기준 가상화폐 데이터 제공 사이트 코인마켓캡에서 전날보다 0.32% 상승한 4만1724달러에 거래되고 있다. 이더리움은 0.28% 상승한 3117달러를 기록했다. 이어서 바이낸스코인은 1.63% 상승, 카르다노는 6.17% 하락, 솔라나는 1.18% 하락했다.   같은 시각 국내 가상화폐 거래소 업비트에서 비트코인은 전날 대비 1.55% 하락한 5038만5000원에 거래 중이다. 이더리움은 1.49% 하락한 376만4000원에 거래되고 있다. 솔라나는 4.18% 하락, 카르다노는 7.93% 하락, 리플은 1.65% 하락했다.  



◆…비트코인 해시레이트. 사진=코인워즈 화면캡처가상화폐 채굴 정보 사이트 코인워즈(Coinwarz)에 따르면 비트코인 해시레이트는 전날 대비 33% 상승한 217.27EH/s를 기록했다. 이는 중국의 채굴 단속으로 인한 설비 이전의 영향으로 69.11EH/s을 기록했던 작년 6월에 비해 214%가 상승한 값이다.   해시레이트는 비트코인을 채굴하기 위해 동원된 연산 처리 능력을 의미한다. 지속적으로 상승할 경우 채굴 난이도가 높아져서 공급량이 줄어들기 때문에 일반적으로 가격은 상승한다. 반면 하락 추세가 지속되는 경우에는 비트코인이 하락할 가능성이 높아지게 된다.  



◆…업비트 비트코인 주봉차트. 사진=업비트 화면캡처주봉차트의 MACD곡선은 현재 기준선 밑에 있으며 11월 중순에 빨간색의 신호 곡선과 데드크로스를 형성한 이후 지속적인 하락 추세를 보이고 있다. 이 밖에 일봉 차트 기준 상대강도지수(RSI)는 30.08을 기록하고 있다.   일봉차트의 50일 이동평균선은 5804만7120원, 20일 이동평균선은 5328만9750원, 비트코인 가격은 5038만5000원을 기록하면서 ▲50일선▲20일선▲가격순으로 배열되는 역배열 추세를 관찰할 수 있다.   5700만원 전후로 형성된 매물대는 작년 12월 급락 이후 더 큰 하락을 막는 지지선 역할을 했지만 20일 시세는 매물대 아래에 위치한 5000만원대에서 형성됐다. 앞으로 비트코인 가격이 반등하려면 5700만원대에 형성된 저항선을 돌파해야 한다.  



◆…비트코인의 시가총액과 실제 총액의 비율. 사진=코인매트릭스 화면캡처가상자산 데이터 분석업체 코인매트릭스(Coinmetrics)에 따르면 비트코인 시가총액 대 실제 총액(MVRV)는 18일 기준 1.74을 기록했다. MVRV는 비트코인의 시가총액(Market Value)과 실제 총액(Realized Value)의 비율이다.   실제 총액이란 블록체인상에서 비트코인의 이동이 발생한 유통물량에 그 시점의 가격을 적용하여 산출한 값을 의미한다. 일반적으로 MVRV 값은 1이하일 경우 저점으로 간주되며 3에 도달했을 때는 고점으로 여겨진다.  



◆…거래소에서 입출금되는 비트코인 수량 추이. 사진=크립토퀀트 화면캡처가상자산 데이터 전문 업체 크립토퀀트에서 전체 거래소에 입출금 되는 비트코인의 수량 추이(온체인 데이터)를 분석한 결과 18일 기준 2798개의 거래소 순유출이 발생했다. 일반적으로 거래소 밖으로 출금되는 비트코인 수량이 지속적으로 증가할 경우 비트코인을 보유하기 위한 움직임으로 해석할 수 있다.   가상화폐 시장 분석 업체 트레이딩뷰에 의하면 전체 가상화폐 시장에서 비트코인의 시장 지배력을 의미하는 비트코인 도미넌스는 20일 기준 40.36%를 기록했다. 이어 스테이블 코인을 제외한 알트코인의 경우 이더리움의 도미넌스는 18.99%, 바이낸스 코인은 3.99%, 카르다노는 2.30%, 솔라나는 2.16%를 차지했다.   가상자산 데이터 제공 업체 얼터너티브에 따르면 시장의 투자심리를 알려주는 '공포·탐욕 지수'는 24점으로 '극단적 공포' 수준으로 나타났다. 해당 지수가 0에 가까울수록 시장은 극단적 공포에 시달리며 100에 가까울수록 극단적인 낙관 심리를 가진다.
		",2022-01-20 07:03:01
"나스닥 급락에 비트코인도 하락, 4만1000달러대(상보)",2022.01.20,뉴스1,https://n.news.naver.com/mnews/article/421/0005855428?sid=104,"




이 시각 현재 주요 암호화폐 시황 - 코인마켓캡 갈무리(서울=뉴스1) 박형기 기자 = 월가의 기술주 매도로 나스닥이 전고점 대비 10% 이상 하락, 조정국면에 진입하자 비트코인도 약세를 보이고 있다.비트코인은 20일 오전 7시 현재(한국시간 기준) 글로벌 코인시황 중계사이트인 코인마켓캡에서 24시간 전보다 1.51% 하락한 4만1774 달러를 기록하고 있다. 이날 비트코인은 최고 4만2534달러, 최저 4만1242달러 사이에서 거래되고 있다. 다른 암호화폐도 대부분 하락하고 있다. 같은 시각 한국의 거래사이트인 업비트에서도 비트코인은 24시간 전보다 1.48% 하락한 5042만2000원에 거래되고 있다.
		",2022-01-20 07:04:19
"긴축공포에 증시·비트코인 동반 침체...BTC 4만달러선 '위태', 바닥론도 '솔...",2022.01.20,코인리더스,http://coinreaders.com,,
"아케인 ""美 주식 투자자가 곧 암호화폐 투자자""",2022.01.20,디지털투데이,http://www.digitaltoday.co.kr/,,
"뉴욕증시· 비트코인 끝내 기술적조정(correction) 진입, 부활의 신호탄?",2022.01.20,글로벌이코노믹,http://www.g-enews.com/,,
"[글로벌 마켓] 뉴욕증시, 기업 실적 호조·국채금리 부담에 등락 반복",2022.01.20,SBS Biz,https://n.news.naver.com/mnews/article/374/0000272437?sid=101,"
■ 경제와이드 모닝벨 '글로벌 마켓' - 정다인◇ 뉴욕증시뉴욕증시가 냉탕과 온탕을 오가더니 결국에는 하락세로 마감했습니다.  일부 기업들이 호실적을 발표했지만, 높아진 국채금리에 투자자들이 신중한 모습을 보였다는 분석입니다. 나스닥 지수의 하락률이 1.15%로 가장 컸는데요.작년 11월 고점 대비 10% 이상 하락하며 조정 영역에 진입했습니다. 오늘(20일)도 미 10년물 국채금리부터 확인해보겠습니다.수요일장 초반에 1.9%를 돌파하며 2019년 12월 이후 최고치를 기록했던 10년물 금리는 현재 1.865%를 나타내고 있습니다. 수요일장에서는 대형 은행들의 실적 발표가 이어졌습니다.뱅크 오브 아메리카가 전년 동기 대비 28% 증가한 순이익을 발표하면서 주가를 올렸지만 열기가 갈수록 빠지며 0.5% 상승세로 마감했고, 모건스탠리의 주가는 1.8% 올랐습니다.호실적을 발표했고, 주식거래에 따른 매출이 전년 동기 대비 13% 증가했다고 밝혔습니다.   프록터 앤 갬블도 실적 발표로 주목을 받았는데요.시장 예상치를 웃돈 매출과 순이익을 발표하며 매출 성장 전망치를 상향 조정했습니다. 특히 인플레이션으로 인해 많은 기업의 영업비용이 증가하진 않았을까 우려됐는데요.프록터 앤 갬블의 영업마진은 양호해 투자자들을 안심시켰습니다. 지금까지 S&amp;P500 기업 중 44곳이 실적을 발표했는데요.팩트셋에 따르면 그중 73%가 호실적을 공개했습니다. 시가총액 상위 종목의 수요일장은 어땠을까요?장 마감을 앞두고 낙폭을 키우거나 하락 전환하는 종목이 많았습니다. 애플은 하락세를 이어갔고, 액티비전 블리자드 인수 소식을 전한 마이크로소프트는 강보합권에서 마감했습니다.알파벳은 장중 하락 반전했고, 테슬라는 낙폭을 3%대까지 늘리며 주당 1천 달러 선이 깨졌는데요 그럼에도 불구하고 미국 투자은행 파이퍼샌들러는 올해 테슬라의 인도량이 기존 예상치인 138만대에서 153만대로 늘어날 전망이라며, 테슬라에 비중 확대를 제시했고, 목표주가로 1천3백 달러를 언급했습니다.전장에서 강한 하방 압력을 맞았던 메타는 장중 2%대 상승세를 보이다가 상승폭을 반납하며 0.45%로 마감했습니다. 반도체주는 강한 하락세를 이어갔고, 시총 10위 자리는 계속해서 비자가 지키고 있습니다. ◇ 유럽증시기업들의 호실적과 국채금리 급등세 완화 덕분에 유럽 주요국 증시는 반등에 성공했습니다. 다만 유가 급등과 인플레이션 우려가 여전해 상승률은 제한적이었습니다.한편 독일의 10년물 국채금리는 2019년 5월 이후 처음으로 플러스 영역에 진입했습니다.  ◇ 비트코인·국제유가·원달러환율등락을 반복한 비트코인 가격은 현재 5천만 원대에서 거래되고 있습니다.국제유가가 4거래일 연속 오르며 7년래 최고치를 경신하고 있습니다. 이라크와 터키를 잇는 송유관 폭발 사고가 최근 치솟고 있는 유가에 상승 압력을 더했습니다. 원·달러환율은 달러당 1,191원 70전에 거래를 마쳤습니다. 서학개미 브리핑은 잠시 후에 전해드리겠습니다.
		",2022-01-20 07:24:01
[단독] 외부 개인지갑 출금도 기록 의무화…업계는 '당혹',2022.01.20,연합뉴스TV언론사 선정,https://n.news.naver.com/mnews/article/422/0000524400?sid=101,"
			[앵커] 비트코인 같은 가상자산을 통한 자금세탁 우려가 커지자 국내외에서 규제가 속속 도입되고 있죠. 지난해 실명확인계좌가 의무화된 데 이어 올해부터는 100만 원 이상 가상자산 입출금 내역 기록이 의무화됩니다. 정부는 이 규제 대상에 개인까지 넣는 방안을 추진하고 있습니다. 소재형 기자의 단독보도입니다. [기자] 지난해 가상자산 시장의 화두가 특정금융정보법 시행이었다면, 올해 가상자산 규제의 핵심은 트래블룰 도입입니다.트래블룰이란 100만 원 이상 가상자산 이동과 거래 내역 기록을 의무화하는 겁니다. 자금세탁 방지가 목적입니다.오는 3월 25일 시행되는데, 일단 사업자와 사업자 간 이동과 거래에만 적용됩니다.하지만 거래소와 개인 간 가상자산 이동에도 이 규제가 곧 적용될 전망입니다거래소 계좌에서 외부의 개인 전자지갑으로 입출금하는 데 신원 확인이 의무화되는 겁니다.금융위원회 고위 관계자는 ""거래소와 개인 사이의 가상자산 이동에도 트래블룰을 도입하는 내용의 특금법 개정안을 추진 중""이라며 ""구체적인 입법과 시행 시기는 논의 중""이라고 밝혔습니다.이미 시장 일부에선 이 규제와 유사한 내용의 화이트리스트 제도 시행이 예정돼 있습니다.화이트리스트는 사전에 등록해 둔 외부 개인 지갑으로만 거래소의 가상자산을 입출금할 수 있게 한 것으로, 오는 24일부터 코인원이 업계 최초로 시행합니다.다만, 업계에선 규제 강화의 부작용을 우려합니다. &lt;업계 관계자&gt; ""외부지갑과의 거래가 어려워지면 가두리 펌핑과 같은 시세 조종행위가 일어나기 쉽고, 김치 프리미엄 현상도 심화될 수 있어서""일단 금융당국이 개인의 트래블룰 규제 포함을 추진하겠다고 밝힌 만큼, 개정안 시행 전에도 화이트리스트를 도입하는 거래소는 늘어날 전망입니다. 연합뉴스TV 소재형입니다. (sojay@yna.co.kr)#가상자산 #트래블룰 #화이트리스트연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23
",2022-01-20 07:29:02
비트코인 1.51% 하락 4만1774 달러 기록,2022.01.20,아시아에이,http://www.asiaarts.net,,
