title,dates,press,link,content,time
"비트코인 폭락 3만7949달러, 연준 4일 금리 인상 예고 여파",2022.05.02,글로벌이코노믹,http://www.g-enews.com/,,
[김박사 진단] 뉴욕증시 비트코인 폭풍전야 FOMC 빅스텝+ 양적긴축,2022.05.02,글로벌이코노믹,http://www.g-enews.com/,,
文정부 현역 육군대위 간첩질하다 들통 ‘충격’,2022.05.02,스카이데일리,http://www.skyedaily.com,,
"“투자처 없다”던 버핏, 1분기 주식 64조원 샀다",2022.05.02,E1면 1단,https://n.news.naver.com/mnews/article/025/0003191800?sid=101,"
  



워런 버핏 버크셔해서웨이 이사회 의장(왼쪽)이 지난달 29일(현지시간) 골프카트를 타고 주주총회장 안에 들어서고 있다. [로이터=연합뉴스]           “수만명이 인산인해를 이룬 주주총회는 마치 축제 같았다. 오전 9시에 시작해 오후 4시 넘어서까지 열렸는데 91세의 버핏은 오후에 더 활력이 넘쳐 보일 정도로 건재했다.”      지난달 30일(현지시간) 미국 네브래스카주 오마하의 버크셔해서웨이 주총에 참석한 홍진채 라쿤자산운용 대표가 전한 현장 분위기다. ‘자본주의자의 우드스톡(유명 록페스티벌)’으로 불리는 버크셔 주총이 3년 만에 대면으로 열렸다. ‘오마하의 현인’ 워런 버핏을 만나기 위해 팀 쿡 애플 최고경영자(CEO)와 제이미 다이먼 JP모건 CEO 등 재계 리더와 주주 4만여명이 몰렸다.      이날 주총에서는 버핏의 이사회 의장직 교체 안건이 투표에 부쳐졌지만, 6대1로 반대가 찬성을 앞서며 부결됐다. 주주들은 여전히 버핏이 이끄는 버크셔를 원했다. 홍 대표는 “비판적인 주주제안에 의외로 많은 찬성표가 나오는 등 자본주의가 민주주의적으로 작동하는 모습이 인상적이었다”고 말했다.      



버크셔헤서웨이 주주총회에서 발표된 버핏의 포트폴리오. 그래픽=김은교 kim.eungyo@joongang.co.kr           버핏은 주식시장으로의 귀환도 신고했다. 이날 공개한 회사 보고서에 따르면 버크셔해서웨이는 올해 1분기 97억 달러(약 12조원)어치 주식을 팔고, 510억 달러(약 64조원)어치의 주식을 사들였다. 순매수액은 410억 달러(약 51조원)에 이른다.      버핏이 순매수로 돌아선 건 6분기 만이다. 버핏은 2020년 4분기부터 5분기 연속 주식을 팔아치웠다. 지난 4분기엔 버크셔가 보유한 현금만 1470억 달러(약 186조원)에 달했다. 올해 1분기 공격적 투자에 나서며 보유 현금은 1063억(약 134조원)으로 줄었다.      버핏은 이날 주총에서 “지금부터 모든 거래는 덩치가 커져야만(sizable) 한다”고 강조했다. 월스트리트저널(WSJ)은 “지난 2월까지만 해도 ‘마땅한 투자처가 없다’고 한탄했던 버핏의 모습과는 상반된다”고 평가했다.      버핏이 낙점한 기업 중 가장 눈에 띄는 건 미국 석유업체 셰브런이다. 올해 1분기 버크셔가 사들인 셰브런 주식은 259억 달러 어치로 지난해 말 45억 달러에서 5배 급증했다. 지난해 버핏의 포트폴리오에서 셰브런은 9위에 불과했지만 올해 1분기엔 4위까지 뛰어올랐다. 버핏의 오랜 사랑을 받은 코카콜라도 제쳤다.      



버핏 주식 포트폴리오 비중 변화. 그래픽=김은교 kim.eungyo@joongang.co.kr           미 증권거래위원회(SEC)에 따르면 버핏은 올해 초 옥시덴털 정유(60억 달러)와 HP(42억 달러)도 대거 매입했다. 에너지주와 저평가된 기술주를 담은 것이다. 지난 3월에는 미국 보험사 앨러게니를 116억 달러(약 14조6500억원)에 인수하면서 2016년 이후 최대 규모의 투자를 단행했다.      버핏은 이날 앞으로의 투자 방향에 대한 힌트도 줬다. 그는 “마이크로소프트의 게임업체 액티비전 인수가 성사될 것으로 보고 차익 거래를 위해 이 회사 지분을 늘리고 있다”며 “(액티비전 지분이) 10%를 넘어서면 이를 (증권 당국에) 신고할 것”이라고 밝혔다. 현재 버크셔는 액티비전 지분 9.5%를 보유 중인데, 추가 매입을 시사한 것이다.      이날 주총에서 버핏은 암호화폐에 대한 부정적 시각을 재차 피력했다. 버핏은 “세계의 모든 비트코인을 25달러에 준다고 해도 받지 않을 것”이라고 말했다. “비트코인이 생산적 자산이 아니며 그 어떤 가치도 만들어내지 못하기 때문”이란 이유에서다.      버핏은 인플레이션에 대해선 “다음 달 혹은 10년 안에 인플레이션이 어느 수준이 될지 알 수 없다”면서 “인플레이션은 채권 투자자는 물론, 침대 밑에 돈을 숨겨둔 사람들의 삶까지 사취(swindle·남의 것을 거짓으로 속여서 빼앗음)하고 있다”고 경고했다.      한편 투자의 귀재 버핏도 주식시장의 충격을 피해가진 못했다. 지난해 1분기엔 주식 투자로 50억 달러(약 6조3150억원)를 벌어들였지만, 올해 1분기에는 16억 달러(약 2조원)의 손실을 봤다. 이에 1분기 버크셔의 총순이익은 지난해 같은 기간보다 53% 급감한 54억 달러(약 6조8202억원)에 그쳤다.    
",2022-05-02 00:04:00
"""지면 칸막이 없애 품질 높아져…NYT처럼 스타기자 키워야""",2022.05.02,A33면 1단,https://n.news.naver.com/mnews/article/015/0004693053?sid=110,"
한경 독자위원회 3차 회의박병원 이사장외국인 보유 국내주식 톱50 등마켓데이터 지면에 보강 필요손성규 교수오거스타 4일 연속 게재 과도다른 신문에 비해 활자 작아신관호 교수장관 후보자 사외이사 논란너무 부풀려져…무리하게 비판강진아 교수세금 불확실성이 신사업 장애물해외사례 등 기획으로 다뤄달라



'제1기 한경 독자위원회' 3차 회의가 지난달 29일 서울 정동의 한식당 달개비에서 열렸다. 박병원 독자위원장(왼쪽 다섯 번째)과 위원들은 이날 본지의 새 정부 내각 인선 보도와 삼성전자 위기론, 오거스타 도전기 등 기사를 평가하고, 기획기사 아이디어와 개선 방안 등을 제시했다. 왼쪽부터 임형주·권영탁·오세천·임성은 위원, 박 위원장, 강진아·손성규·신관호 위원.  김범준  기자한국경제신문 독자위원회 세 번째 회의가 지난달 29일 서울 정동 ‘달개비’에서 열렸다. 독자위원들은 한경의 지면 혁신(페이지네이션 개편)에 대해 의견을 나눴다. 새 정부 내각 인선 보도와 삼성전자 위기론, 오거스타 도전기 등 한경의 지난 두 달간 기사에 관해서도 열띤 논의가 오갔다. 박병원 위원장(안민정책포럼 이사장)을 비롯해 강진아(서울대 기술경영경제정책대학원 교수)·권영탁(핀크 대표)·손성규(연세대 경영대학 교수)·신관호(고려대 경제학과 교수)·오세천(LG전자 전무)·임형주(법무법인 율촌 변호사)·임성은(숙명여대 영문학과 학생) 위원이 참석했다. 지면 개편으로 콘텐츠 품질 향상 기대



한경은 지난 3월 23일 콘텐츠 혁신을 위해 대대적인 지면 개편을 단행했다. 지면의 칸막이로 작용해 온 산업별·부서별 고정면을 없앴다. 기업과 증권 정보를 종합한 비즈니스&amp;마켓(B&amp;M) 섹션을 신설했다. 모든 기업 기사를 투자 정보의 가치와 중요도에 따라 배치해 공급자 및 출입처 중심의 신문 제작 관행에서 벗어나겠다는 취지다.위원들은 한경의 시도를 대체로 긍정적으로 평가했다. 신관호 위원은 “칸막이를 없애 모든 부서가 지면을 놓고 경쟁을 벌이면 기사 품질이 점차 좋아질 것”이라고 내다봤다. 임성은 위원은 “과거 독자들은 자신이 관심 있는 고정면만 찾아보는 ‘선택적 편식’이 가능했다”며 “고정면을 없앤 건 핵심 이슈부터 차근차근 살펴볼 수 있도록 독자를 유도하는 좋은 전략”이라고 덧붙였다.반면 “특정 기업과 관련된 기사를 바로 찾아보기 쉽지 않다”(오세천 위원)며 바뀐 페이지네이션 적응에 시간이 필요하다는 의견도 있었다.국내외 투자 정보를 일목요연하게 보여주고자 신설한 ‘마켓데이터’면은 독자 피드백을 반영해 일부 개선이 필요하다는 지적이 나왔다. 박병원 위원장은 “‘국내 투자자 보유 미국주식 톱 50’은 있는데 정작 ‘외국인 투자자 보유 한국주식 톱 50’은 없다”며 “지금은 주가 등락률만 있는데 보유량도 표시해줘야 한다”고 조언했다.경쟁지 대비 상대적으로 작은 활자 크기를 키울 필요가 있다는 주장도 나왔다. 손성규 위원은 “요즘 독자들은 짧고 요약된 기사를 원한다”며 “제한된 지면에 너무 많은 내용을 담으려 할 필요는 없다”고 했다.지면 주요 기사에 큐알(QR)코드를 인쇄해 닷컴과 한경TV 등의 다양한 콘텐츠와 연계를 강화하는 방안도 제시됐다. 오세천 위원은 “스마트폰으로 지면에 있는 QR코드를 스캔하면 더 자세한 내용이 담긴 닷컴 기사나 한경TV의 동영상 콘텐츠로 연결해주는 것”이라며 “한경이 시장을 선도하는 새로운 시도를 많이 했으면 좋겠다”고 했다. 천편일률적 보도는 지양해야위원들은 한경을 비롯한 주요 언론의 윤석열 정부 내각 인선 관련 보도가 천편일률적으로 쏟아져나온 점에 대해선 아쉬워했다. 가족 문제를 물고 늘어지는 소위 ‘신상털기식 보도’가 이번에도 되풀이됐다는 점에서다. 후보자의 사외이사 경력을 문제 삼는 것은 무리한 비판이라는 지적이 나왔다.신 위원은 “사외이사 업무는 본질적으로 해당 기업에 대한 공적인 감시를 수행하는 역할인데 마치 기업과 결탁하는 것처럼 인식되고 있다”며 “이런 것을 이해충돌이라고 한다면 앞으로 기업인 출신은 아예 공직에 쓰지 말라는 얘기”라고 했다.같은 이슈라도 다른 언론과 차별화한 시각에서 기사를 써야 한다는 조언도 나왔다. 박 위원장은 “거의 모든 신문이 항상 똑같은 논조와 관점으로 비슷한 기사를 쓰고 있다”며 “의도적으로라도 남들과 다른 관점과 시각을 갖고 기사를 써달라고 기자들에게 주문했으면 좋겠다”고 당부했다.박 위원장은 한경 4월 23일자 &lt;서민 ‘이자폭탄’에 잠 못 이루는 동안…은행들 ‘9조’ 돈방석&gt; 기사를 예로 들었다. 그는 “모든 신문이 ‘이런 와중에 돈만 번 나쁜 놈들’식으로 기사를 쓰는데 적어도 경제신문은 그러면 안 된다”며 “이익을 내는 데 들어간 밑천(자기자본)은 얼마인지, 국내 은행의 주가순자산비율(PBR)이 국제적으로 낮은 수준인 점을 고려하면 과연 과도한 이익인지 등을 다뤄주며 차별화했으면 좋았을 것”이라고 덧붙였다.4월 25일자 &lt;위기의 삼성…“日기업 몰락 전철 밟나”&gt;에 대해서도 박 위원장은 “이재용 삼성전자 부회장이 재판 때문에 중요한 경영상 의사결정에 관여하지 못한다고 믿는 사람이 얼마나 되겠냐”며 좀 더 치밀한 논리 전개가 필요해 보인다고 주장했다.손 위원은 “부동산 기사에 서울 반포동 ‘아크로리버파크’ 등 주요 아파트 단지 가격이 평당 얼마를 돌파했다는 식으로 종종 언급된다”며 “국민들 사이에 상당한 위화감을 조성할 수 있다는 점에서 그런 정보를 자꾸 부각하는 것은 적절하지 않다”고 했다. 오거스타 연재 두고선 설왕설래비트코인 등 정보기술(IT)과 금융이 융합된 분야의 기사를 두고선 호평이 나왔다. 권영탁 위원은 4월 5일자 &lt;캘 수 있는 비트코인, 10%만 남았다…“4~5년간 대세 상승”&gt; 기사를 거론하면서 “박진우 기자가 비트코인 2100만 개 중 1900만 개가 이미 채굴됐다는 흥미로운 사실을 굉장히 분석적으로 잘 써 칭찬하고 싶다”고 말했다.한경이 지난달 18일자부터 21일자까지 4회에 걸쳐 연재한 ‘조희찬 기자의 오거스타 도전기’도 화제였다. 손 위원은 “이벤트성으로 한 번은 상관없지만 네 번이나 실은 것은 좀 과해 보인다”고 말했다. 박 위원장도 “미국 오거스타GC는 일반인의 접근이 사실상 불가능한 곳”이라며 “그림의 떡인 독자 입장에선 언짢아 할 수도 있을 것”이라고 했다.이에 반해 오 위원은 “독자 의견은 얼마든지 다양하게 나올 수 있다”며 “천편일률적인 골프 중계 기사보다는 아마추어 골퍼인 기자가 세계 최고의 라운드가 열린 현장에서 직접 경험한 느낌을 남다르게 전달했다는 점에서 굉장히 재미있게 봤다”고 말했다.문화행사 관련 기사의 게재 시점을 앞당겨야 한다는 조언도 나왔다. 박 위원장은 “상당수 문화행사 보도는 행사가 한창 진행 중이거나 거의 끝날 때쯤에서야 나온다”며 “정말로 가볼 만한 행사라면 독자가 여행계획을 세우는 데 도움이 되도록 가급적 미리 기사를 통해 정보를 제공하는 것이 좋겠다”고 했다. 새 정부 규제개혁 과제 기획 시리즈 제안위원들은 한경이 앞으로 규제와 팩트체크 등의 분야에서 색깔을 드러내는 기획기사로 사회적 관심을 환기해야 한다고 주문했다. 강진아 위원은 “기업들이 세금을 얼마나 내야 할지 사전에 알지 못하는 상태로 경영상 중요 의사결정을 내리는 경우가 많다”며 “해외 선진국과의 비교를 통해 불확실한 과세 행정의 문제를 다뤄주면 좋겠다”고 제안했다.박 위원장은 “얼마 전 나온 &lt;폭주하는 공정위…CCTV 설치까지 보겠다? 기업들 ‘패닉’&gt;(4월 25일자) 기사를 인상 깊게 봤다”며 “입법부를 야당이 장악한 상황에서 새 정부가 시행령 개정 등을 통해 어떤 과도한 규제를 개선할 수 있는지 기획을 해볼 수 있다”고 조언했다.임형주 위원은 “새 정부가 과학기술과 관련해 각 부처 기능을 대대적으로 조정할 예정이라는 보도를 봤다”며 “앞으로 과학기술과 산업 정책 패러다임이 어떻게 바뀔지 주목하는 기사를 써 보면 좋겠다”고 제안했다.장기적으로 충성도 높은 독자층을 확보하기 위해선 해외 유수 언론처럼 ‘스타 기자’와 ‘스타 칼럼니스트’를 육성해야 한다는 주장도 나왔다. 신 위원은 인공지능(AI) 등 디지털 기술에 강점이 있는 워싱턴포스트와 스타 기자·칼럼니스트 육성에 주력한 뉴욕타임스의 명암이 엇갈린 사례를 언급하며 “한경도 스타 필진을 적극 키워야 한다”고 강조했다. 그는 “결국 독자에게 볼 만한 양질의 콘텐츠를 제공한 뉴욕타임스의 유료 독자 수가 훨씬 빠르게 늘었다”며 “독자들이 기꺼이 지갑을 열게끔 좋은 기자와 칼럼니스트를 발굴·육성해달라”고 당부했다.■ 한경 1기 독자위원●위원장박병원 안민정책포럼 이사장●위원손성규 연세대 교수신관호 고려대 교수강진아 서울대 교수박종민 경희대 교수오세천 LG전자 전무권영탁 핀크 대표임형주 법무법인 율촌 변호사박태훈 왓챠 대표임성은 숙명여대 학생
",2022-05-02 00:09:01
장르·무대 벽 허문 공연 풍성… ‘내일의 예술’ 꿈꾼다,2022.05.02,A20면 1단,https://n.news.naver.com/mnews/article/022/0003691575?sid=103,"
세종문화회관 ‘싱크 넥스트 22’ 개최안은미·이날치 밴드·태싯그룹 등 참여 ‘블랙박스’ 가변형 극장서 13개作 선봬  공연예술과 오디오·미디어아트 등 융합  문자 상황극·다큐멘터리 연극 등 다채 



  연극, 무용, 오페라, 뮤지컬, 국악, 오디오 비주얼·미디어 아트….  세종문화회관이 다양한 공연 장르가 따로 또는 함께 빚어내는 예술 마당을 마련한다. 지난 2월 ‘동시대 공연예술을 선도하는 세계 수준의 콘텐츠 제작 극장’이란 방향성을 제시한 세종문화회관이 올해 새로 시작하는 시즌 프로그램 ‘싱크 넥스트 22(Sync Next 22·포스터)’를 통해서다. ‘싱크로나이즈(Synchronize)’와 ‘넥스트(Next)’에서 착안한 이름에서 보듯 싱크 넥스트는 무용, 뮤지컬, 연극 등 기존 공연예술 장르에다 오디오 비주얼, 미디어아트, 다큐멘터리 등 신선한 장르 간 융합으로 동시대 공연 예술의 다양성을 확장하면서 내일의 예술을 만들어보겠다는 포부를 담았다.  동시대 한국 공연 예술 최일선에서 활동 중인 현대무용가 안은미, 앰비규어스댄스컴퍼니, 이날치 밴드, 태싯그룹, 김치앤칩스, 거문고 연주자 박다울, 앤드씨어터 대표 겸 연출가 전윤환과 서울시뮤지컬단, 서울시오페라단 등이 참여한다. 이들은 오는 6월23일부터 9월4일까지 ‘블랙박스’형 공연장인 세종S씨어터에서 13작품(총 51회 공연)을 선보인다. 블랙박스형 공연장은 무대와 객석이 고정되지 않은 가변형 극장으로 연출자 의도에 따라 무대 형태에 변화를 줄 수 있어 연극·무용·퍼포먼스·타악·전통공연 등 다양한 공연이 가능하다. 공연장 내부가 벽이 까맣게 칠해진 육면체 박스처럼 생겨 블랙박스란 이름이 붙었다.  안호상 세종문화회관 사장은 지난달 28일 이들과 함께 한 싱크 넥스트 22 기자간담회에서 “동시대 예술에 주목하면서 또 다른 다음(내일)을 향하고 있는 예술가들을 포착해 선보이려 했다”며 “장르와 장르의 경계, 아티스트와 아티스트의 경계, 무대와 객석의 경계를 허무는 공연으로 꾸며보려고 한다”고 밝혔다.  



  시즌 개막과 폐막은 안은미가 맡는다. 6월30일 개막하는 안은미의 솔로 ‘은미와 영규와 현진’은 이날치 밴드의 장영규 음악감독과 가수 겸 배우 백현진이 함께 만든다. 폐막작은 인도네시아 현대 무용가들과 작업한 ‘안은미의 섬섬섬’이다. 안은미는 “이번 공연은 모든 에너지를 쏟아부으며 제가 넥스트(다음)로 갈 수 있을지 실험하는 무대”라며 기대감을 표시했다. 그러면서 “(개막작은) 안은미라는 사람이 솔리스트로서 어떤 공연을 쌓아 왔는지 역사를 훑어보는 시간이 될 것”이라며 “(폐막작은) 인도네시아에서 선발한 다섯 무용수들이 보여주는 새로운 아시아의 얼굴을 만날 수 있게 될 것”이라고 소개했다. 안은미컴퍼니에서 안무가로 활동하는 김혜경은 ‘자조방방(自照房房)’ 솔로 무대를 준비한다. 방을 소재로 한 자아성찰적 작품이다.  ‘범 내려온다’로 대중에 이름을 널리 알리고 영국의 세계적 록그룹 콜드플레이와 협업까지 한 앰비규어스댄스컴퍼니는 예술가와 관객의 경계를 없애는 공연 두 편을 올린다. ‘무교육적 댄스’로 안무법을 관객들과 공유하고, 스탠딩 공연으로 진행되는 ‘사우나 세미나’를 통해 출연진과 관객이 한데 어우러진다. 김보람 예술감독은 “저희는 무용의 대중화를 꿈꾸는 단체로 교육에 초점을 맞춰 ‘무교육적 댄스’를 구상했다”며 “‘사우나 세미나’ 역시 관객들과 같이 연구하고 체험할 수 있도록 구성하고 있다”고 설명했다.  



   세종문화회관의 새 시즌 프로그램 ‘싱크 넥스트 22(Sync Next 22)’ 공연을 맡은 연출가·예술가와 안호상 세종문화회관 사장이 함께한 기념 사진. 권송희·박다울·김혜경·전윤환(앞줄 오른쪽부터), 안 사장·손미미·안은미·박혜진·김덕희(두 번째 줄〃), 가재발·장재호·앨리엇 우즈·김보람(세 번째 줄〃) 세종문화회관 제공    미디어아트와 공연예술의 만남도 주목할 만하다. 미디어아트 그룹 김치앤칩스(손미미·엘리엇 우즈)는 덴마크 안무가 시모네 비뢰드와 협업한 현대무용 작품 ‘콜렉티브 비헤이비어’를, 오디오 비주얼 예술을 하는 태싯그룹(가재발·장재호)은 디지털 기술에서 발견한 요소를 예술 퍼포먼스와 놀이로 승화한 문자 상황극 ‘ㅋㅋ프로젝트’를 공연한다. 가재발 작가는 “공연 중 실시간으로 관객과 채팅하며 소통한다. 과연 소통이 될지, 그냥 ‘ㅋㅋㅋ’ 웃고 끝날지 모르겠지만, 제대로 실험해보려고 한다”고 말했다.  전윤환 연출가는 자신의 경험에 빗대어 귀농 연극인의 비트코인 투자기를 다룬 다큐멘터리 연극 ‘자연빵’을 무대에 올린다. 그는 “청년들이 왜 비트코인에 인생을 걸 수밖에 없는지 의문을 품고 실제 전 재산을 비트코인에 투자했다”며 “그 과정을 작품에 녹여냈다”고 했다. 무대에서 직접 빵을 구워 먹고, 티켓 수입의 일부를 비트코인에 실시간 투자하면서 관객과 소통할 계획이다.  판소리, 거문고 연주 등 우리 음악과 팝, 미디어아트, 현대무용이 결합한 무대도 만날 수 있다. 이날치는 ‘토끼, 자라, 호랑이, 독수리, 용왕’ 공연으로 앨범 ‘수궁가’ 관련 활동을 마친다. 이날치 보컬인 권송희는 “스탠딩에 음료를 마시면서 편하게 볼 수 있는 경계 없는 공연을 하고자 한다”고 말했다. ‘슈퍼밴드’ 시즌2를 통해 이름을 알린 거문고 연주자 박다울은 퍼포먼스와 미디어아트가 어우러진 ‘ㄱㅓㅁㅜㄴㄱㅗ’를, 창창 프로젝트는 ‘소리의 만찬-창창 프로젝트’를 공연한다.  이밖에 서울시뮤지컬단(단장 김덕희)은 베스트셀러 작가 김연수의 동명 소설이 원작인 신작 ‘원더보이’를, 서울시오페라단(단장 박혜진)은 괴테 희곡과 구노 오페라를 합친 ‘파우스트: 악마의 속삭임’을 선보인다.
",2022-05-02 01:03:03
전세계 '부의 지도' 바꾼 가상화폐,2022.05.02,주간한국,http://weekly.hankooki.com,,
"버핏 “美증시 도박판 돼… 비트코인, 어떤 가치도 창출 못해”",2022.05.02,A18면 1단,https://n.news.naver.com/mnews/article/020/0003425926?sid=104,"
3년 만의 대면주총서 작심 비판“사람들이 투자보다 도박을 할때월가는 훨씬 더 많은 돈 벌어빵 부스러기 챙기려 투기 부추겨”



신종 코로나바이러스 감염증(코로나19)으로 2019년 이후 3년 만에 대면 주주총회를 개최한 ‘투자의 귀재’ 워런 버핏 미국 버크셔해서웨이 창업자(사진)가 미 금융시장이 단기 투자가 성행하는 카지노처럼 변했으며 월가 금융사가 투자자들의 투기 행태를 부추기고 있다고 거세게 비판했다.  지난달 30일 버크셔 본사가 있는 미 중부 네브래스카주 오마하에서 열린 주주총회에 등장한 버핏은 “주식 거래자들이 마치 주식을 포커판의 칩을 다루듯 대하도록 월가가 장려하고 있다. 미 금융시장이 사실상 카지노로 변했다”고 질타했다. 금융사에 막대한 수수료 수입을 안겨주지만 개인투자자에겐 위험한 콜옵션 같은 파생상품이 증가하고 있다는 점을 이유로 들며 “월가는 사람들이 ‘투자’보다 ‘도박’을 할 때 더 많은 돈을 번다. 자본주의라는 식탁에서 떨어지는 빵 부스러기들을 챙기고 있다”고 비판했다. 이에 따라 대기업들이 주식시장이라는 도박판의 칩으로 전락했다는 것이다. 비트코인 등 가상화폐가 월가의 주류 투자 포트폴리오에 편입되고 있지만 이에 대해 부정적 시각을 가지고 있다는 기존 입장 또한 고수했다. 그는 “비트코인은 생산적인 자산이 아니다”라며 “어떤 가치도 창출해 내지 못한다. 그저 속임수로 사람들을 현혹하는 마술에 불과하다”고 비판했다. 농지는 식자재를 생산하고 아파트는 임대료를 벌게 해주지만 비트코인은 다른 사람에게 파는 것 말고는 아무것도 할 수 없다는 이유다. 버핏의 오른팔로 불리는 찰리 멍거 버크셔 부회장 또한 “어리석은 것, 악한 것, 다른 사람과 비교해 나를 나쁘게 보이게 하는 것을 피해야 하는데 비트코인은 이 세 가지를 다 가졌다”고 가세했다.  ‘자본주의자의 우드스톡(유명 록페스티벌)’으로 불리는 버크셔 주총에는 매년 전 세계 유명인, 주주, 버핏의 투자 조언을 들으려는 일반인 수만 명이 몰린다. 올해에도 ‘월가 황제’ 제이미 다이먼 JP모건 최고경영자(CEO), 팀 쿡 애플 CEO, 배우 빌 머리 등 약 4만 명이 참석했다.  버핏은 올해 1분기(1∼3월)에 510억 달러(약 64조2600억 원) 이상의 주식을 매수했다고 밝혔다. 셰브론, 옥시덴털 페트롤리엄 등 미 에너지 기업의 주식을 사들이고 비디오 게임업체 액티비전 블리자드의 지분 9.5%를 보유했다고 공개했다. 다만 1분기 주식 투자에서 16억 달러의 손실을 보면서 1분기 버크셔의 순이익은 지난해 같은 기간보다 53% 급감한 54억 달러에 그쳤다. 미 월스트리트저널(WSJ)은 일부 주주가 실망스러운 실적 때문에 버핏의 퇴장을 원하지만 그의 스타 파워는 건재하다고 전했다.
",2022-05-02 03:02:48
"워런 버핏 “세상모든 비트코인, 25달러에 준다고 해도 안살래”",2022.05.02,조선일보,https://n.news.naver.com/mnews/article/023/0003688821?sid=101,"




/로이터 뉴스1										세계적 투자가인 워런 버핏 버크셔 해서웨이 회장이 지난달 30일(현지 시각) 고향 네브래스카주 오마하에서 열린 연례 주주총회에서 “증시가 도박판이 됐다”며 “월가 금융회사들은 자본주의라는 식탁에서 떨어지는 빵 부스러기를 챙겨 어떤 식으로든 돈을 번다”고 말했다. 버핏 회장은 또 “세계의 모든 비트코인을 25달러에 준다고 해도 받지 않을 것”이라며 가상 화폐에 대한 부정적인 시각을 드러냈다. 그는 1930년 8월생으로 만 91세다. 버크셔 해서웨이의 대면 주주총회는 2019년 이후 3년 만에 처음 열려 4만명 넘는 인파가 몰렸다. 사진은 버핏 회장이 전날 골프 카트를 타고 주주총회장 내부에서 이동하고 있는 모습이다.
",2022-05-02 04:11:01
클레이튼 급등락 현기증 40% 폭락... 비트코인 5000만원 또 붕괴 이더리움 35...,2022.05.02,핀포인트뉴스,http://www.pinpointnews.co.kr,,
