title,dates,press,link,content,time
"시카고상품거래소(CME), 마이크로 비트코인‧이더리움 옵션 3월 출시",2022.03.02,글로벌이코노믹,http://www.g-enews.com/,,
[코인시황]러시아 수요 급증에…비트코인 5300만원대 회복,2022.03.02,뉴시스언론사 선정,https://n.news.naver.com/mnews/article/003/0011035002?sid=101,"




[서울=뉴시스] 홍효식 기자 = 미국 등 주요국들이 러시아의 스위프트(국제결제시스템) 축출을 결정하는 등 대러 제재가 강화되자 러시아인들과 우크라이나인들이 비트코인을 대량 매수해 비트코인 등이 폭등한 1일 서울 서초구 빗썸 고객지원센터 전광판에 비트코인을 비롯한 가상화폐 시세가 표시돼 있다. 2022.03.01. yesphoto@newsis.com[서울=뉴시스] 김제이 기자 = 최근 미국 증시와 동조화(커플링) 되던 암호화폐가 미 증시 하락에도 불구하고 연이은 상승세를 기록 중이다. 러시아가 국제 사회에서 금융 고립에 처하면서 비트코인을 매집하자 이로 인해 암호화폐 시장 전체가 상승 탄력을 받은 것이다.2일 오전 8시54분 기준 국내 암호화폐 거래소 빗썸에서 비트코인은 24시간 전 대비 2.98% 상승한 5376만1000원에 거래됐다. 같은 시각 또 다른 암호화폐 거래소 업비트에서는 2.81% 상승한 5380만원을 나타냈다. 글로벌 가격도 단계를 높이며 거래되고 있다. 글로벌 암호화폐 시세 사이트 코인마켓캡에서 비트코인은 4만4327달러로 24시간 전보다 2.61% 상승했다. 비트코인은 전날 가격을 빠르게 회복하면서 코인마켓캡 기준 최근 사흘간 가격이 18% 가까이 올랐다.비트코인 뿐만 아니라 이더리움도 빠르게 가격을 회복 중이다. 빗썸과 업비트에서 이더리움은 360만원에서 시세를 형성했다. 코인마켓캡에서는 24시간 전보다 1.95% 오른 2971달러로 나타났다. 이더리움 역시 3일 동안 가격이 13%가량 상승한 것으로 나타났다.시가총액 비중이 큰 비트코인과 이더리움을 중심으로 가격이 오르면서 그 밖에 알트코인(얼터너티브 코인, 비트코인을 제외한 나머지 대체 암호화폐)들의 가격도 전반적으로 상승세를 기록 중이다. 이런 코인 시장의 상승세는 러시아가 국제적 금융제재를 받으면서 비트코인을 매집하기 시작했기 때문인 것으로 풀이된다.앞서 미국과 유럽연합(EU) 등이 국제은행간통신협회(SWIFT·스위프트) 결제망에서 러시아를 제외하기로 결정하면서 러시아 루블화 가치가 30% 가까이 폴락했고 이로 인한 손실을 피하고나 러시아에서 루블화를 비트코인으로 바꾸려는 수요가 늘어난 것이다.실제로 수요가 급증하면서 시장 심리도 상승했다. 암호화폐 데이터 조사 업체 얼터너티브(Alternative)에 따르면 코인 시장의 투자심리를 알려주는 '공포·탐욕 지수'는 전일 기준으로 51점으로 ‘중립(Neutral)’ 수준으로 나타났다. 이는 전날(20점·Extreme Fear), 지난주(20점), 지난달(29점·Fear)보다 지수가 대폭 상승한 결과다. 해당 지수는 0으로 갈수록 시장 심리가 극단적 공포에 가까움을 나타내며 100에 가까울수록 극단적 낙관을 의미한다. 심리가 낙관적일 수록 시장의 매수세도 커진다.한편, 유럽연합의 비트코인 거래 금지 움직임은 일시 중단된 것으로 알려졌다. 1일(현지시각) 암호화폐 전문매체 유투데이는 유럽이 에너지 소모가 많은 작업증명(PoW) 합의 알고리즘을 가진 비트코인을 금지하려는 계획을 철회했다고 전했다．
",2022-03-02 09:03:44
2일 9시 비트코인 5378만원선 2.78%↑..이더리움 360만원 1.95%↑,2022.03.02,브레이크뉴스,http://www.breaknews.com,,
[코인 시황] '러시아·우크라 수요'에 비트코인 이틀째 랠리,2022.03.02,뉴스핌,http://www.newspim.com,,
핵폭탄급 제재 맞은 `푸틴`…옐친처럼 모라토리움으로 축출? [한상춘의 지금 ...,2022.03.02,한국경제TV,https://n.news.naver.com/mnews/article/215/0001017439?sid=104,"
			미국의 주도로 서방국가의 러시아 경제 제재가 집중되고 있는데 이러다간 러시아 경제는 제2의 모라토리움이 발생하면서 푸틴이 권좌에서 축출되는 것이 아닌가 하는 시각이 고개를 들고 있습니다. 그래서 오늘은 이 문제를 집중적으로 진단해 보는 시간 마련했는데요. 도움 말씀에 한국경제신문, 한상춘 논설위원 나와있습니다.Q. 안녕하십니까? 우크라이나 사태를 알아보기에 앞서 오늘부터 중국 양회가 열리지 않습니까?-우크라이나 사태, 中과 시진핑 ‘중립적 자세’-위안화 결제망 CIPS 주목, 외국인 자금 유입-외국인 자금 유입과 경기회복세···中 주가 상승-작년 3월 전인대, 질적 위주 신성장전략 제시-성장전략 수정, 내수 위주 ‘쌍순환 전략’ 확정-세계가치사슬 중심축 공고, ‘홍색 공급망’ 전략-1년차 성과 토대로 ‘수정’보다 ‘속도’ 강조-올해 목표 성장률 제시와 러커창·왕이 교체?Q. 우크라이나 사태가 반전의 반전이 지속되고 있는데요. 현재 어떤 상황인지 정리해 주시지요.-우크라이나 강한 저항···수세에 몰린 러시아-푸틴의 3가지 실수1. 너무 확신에 찼던 러시아2. 약하다고 여겼던 우크라이나 군사력3. 단기전 감안한 성급한 전쟁 발생-책임론 부상-바이든 주도 서방국가의 경제 제재 ‘핵폭탄급’-달러결제망 swift 배제와 러시아 외환보유 동결-바이든의 저주···러시아 은행과 국부펀드 거래금지-핵전쟁으로 위협하는 푸틴, 3차 대전 선택?Q. 뒤늦은 서방 측의 강력한 경제 제재로 러시아 경제와 금융시장이 직격탄을 맞고 있지 않습니까?-러시아 주가와 루블화 가치 ‘사상 최대폭 하락’-러시아 주가, 우크라이나 사태 직전비 50% 폭락-루블화 가치, swift 배제 조치 이후 빠르게 급락-뱅크런·마진콜·디레버리지 순차적으로 발생-러시아, 빅스텝 금리인상과 자산동결로 대응-기준금리 9.5%에서 20% 기습인상···악순환 우려-자국 내 자산인출 동결, 더 큰 부메랑 효과 초래-중국이 유일한 대안···시진핑의 철저한 중립 자세Q. 앞으로 추가적으로 나올 경제 제재 조치에 관심이 높아지고 있는데요. 어떤 조치가 있을 것으로 보십니까?-지금까지는 국가 대상 제재, 향후 푸틴 제재-장기집권자, 조세회피지역에 비자금 숨겨-카다피·차베스·마두로·시진핑·김정은 등-세계 부자 1위 다투는 푸틴, 비자금 200조원 상회-SWIFT 배제 효과 보완, 비트코인 거래 금지-암호화폐 거래소 ‘바이낸스’ 협조 여부 주목-바세나르체제 따른 전략물자 수출통제 확대Q. 앞서 여러 용어를 말씀해주셨는데 러시아와 관련해서는 오랜 만에 들어보는 것들이라 짚어보고 가지요. 마진콜과 디레버리지, 뱅크런은 무엇을 말하는 것입니까?-뱅크런, 은행예금을 대량으로 인출하는 사태-펀드런, 펀드에서 자금을 대량 인출해 마진콜-마진콜, 증거금 부족할 때 보전하라는 요구-금융위기 이후 영화 ‘마진콜’로 우리에게 친숙-디레버리지, 증거금 부족분 보전하기 위해 목적-기존에 투자해 놓은 자산 회수하는 행위를 말함-디레버리지 과정 credit crunch 심화, 금융위기Q. 경제 제재를 가하는 서방측 입장에서 보면 러시아발 금융위기가 발생하면 부메랑 효과로 타격을 받을 가능성은 없을까요?-유동성 위기→시스템 위기→실물경기 위기-모리스 골드스타인의 지표로 위기 여부 판단-최근에는 글로벌 IB 등 ‘외채상환계수’ 활용-러시아 외화동결, 전형적인 신흥국 위기 발생-모든 위기에 따른 비용, 반드시 치러야 회생-낮은 글로벌화와 레버리지 비율, 국부적 성격-국부적 성격, 위기에 따른 비용 러시아에 수렴Q. 위기에 따른 비용을 부담해야 한다면 러시아 경제는 더욱 안 좋아지지 않겠습니까?-러시아 경제, 푸틴 집권 이후 ‘포템킨 경제’-포템킨 경제, 폴 크루그먼 교수가 사용해 화제-‘solid burger’ 아닌 ‘nothing burger’-포템킨 경제, 외부 충격에 가장 취약한 경제-세계 3대 평가사, 러시아 국가신용등급 ‘강등’-S&amp;P, 러시아 신용등급 ‘정크 단계’ 강등-무디스, 러시아 등급 ‘부정적 관찰대상’ 지정-MSCI, 신흥국 지수에서 배제 ‘뉴 프론티어국’Q. 일부에서는 러시아가 모라토리움에 빠져 푸틴이 축출당하는 것이 아닌가 하는 우려도 나오고 있지 않습니까?-러시아, 1998년 모라토리움 사태 발생 ‘치욕’-모라토리움, 전면적인 국가부도 사태 말항-스태그플레이션···보리스 옐친 대통령 축출-서방측 제재 조치 이후 제2 모라토리움 우려-지금까지 사태만으로 ‘선택적 디폴트’ 불가피-우크라이나 전쟁 장기화, 제2 모라토리움 발생-푸틴, 모리토리움으로 권좌에 오르고 축출 당해Q. 이번 우크라이나 사태가 우리 경제에 주는 시사점은 매우 높은데요. 우크라이나 사태 이후 우리나라 국가부도지표인 CDS금리가 빠르게 올라가고 있지 않습니까?-김정은 미사일 발사, 한반도 지정학적 위험-대만, 우크라이나아 이어 세계 3대 GPR 변수-제2차 냉전과 3차 대전 우려, GPR 고공행진-한국 CDS 금리, 우크라이나 사태 이후 급등-바이든 ‘Article5’와 ‘설리번 패러다임’ 교훈-미국 국익에 도움되지 않으면 ‘동맹관계 철회’-우크라 사태 비협조···韓 전략물자 수출규제지금까지 도움 말씀에 한국경제신문, 한상춘 논설위원이었습니다. 고맙습니다.
		",2022-03-02 09:09:47
[가상화폐 시세] 비트코인 또 상승세 '스위프트 제재에 대거 매수',2022.03.02,국제뉴스,http://www.gukjenews.com/,,
"비트코인, 4만4000달러선 돌파…러 수요 급증",2022.03.02,뉴시스,https://n.news.naver.com/mnews/article/003/0011035021?sid=104,"
기사내용 요약비트코인 한때 16% 급등하기도



[서울=뉴시스] 홍효식 기자 = 미국 등 주요국들이 러시아의 스위프트(국제결제시스템) 축출을 결정하는 등 대러 제재가 강화되자 러시아인들과 우크라이나인들이 비트코인을 대량 매수해 비트코인 등이 폭등한 1일 서울 서초구 빗썸 고객지원센터 전광판에 비트코인을 비롯한 가상화폐 시세가 표시돼 있다. 2022.03.01. yesphoto@newsis.com[서울=뉴시스] 유자비 기자 = 비트코인이 러시아의 우크라이나 공격이 지속되고 미국의 제재 수위가 높아지면서 상승세를 이어가 4만4000달러(약 5304만원)선도 돌파했다. 1일(현지시간) CNBC는 코인메트릭스 자료를 인용해 비트코인이 지난 24시간 동안 6% 상승한 4만4219.5달러를 기록했다고 보도했다. 비트코인은 한때 16% 상승률을 기록하기도 했다. 시가총액 2위 이더리움은 5.4% 급등해 2980.38달러에 거래됐고 그 밖의 알트코인도 전반적으로 상승세를 나타냈다. 이같은 상승세는 러시아가 국제적 금융제재를 받으면서 비트코인을 매집하기 시작했기 때문인 것으로 풀이된다. CNBC는 ""러시아에서 제재를 회피하기 위해 암호화폐를 찾는 수요가 늘어나고 있다는 분석이 나온다""고 밝혔다. 또 투자자들이 급락장을 투자 기회로 활용하고 있다는 진단도 나온다.
",2022-03-02 09:10:28
[뉴스쏙:속]기름값 100달러 뚫었다…휘발유 ℓ당 2000원 가나,2022.03.02,노컷뉴스,https://n.news.naver.com/mnews/article/079/0003615401?sid=102,"
필요한 뉴스만 '쏙' 뽑아 '속'도감 있게 전달해드리는 [뉴스쏙:속]입니다.■ 방송 : CBS 김덕기의아침뉴스 (3월 2일)■ 채널 : 표준 FM 98.1 (07:00~07:17)



계속 오르는 휘발유 가격. 연합뉴스1. 기름값 100달러 뚫었다…휘발유 ℓ당 2000원 가나 코로나19 사태 이후 가뜩이나 치솟고 있는 에너지 가격이 러시아의 우크라이나 침공으로 폭등세를 보이고 있습니다. 현지시간으로 1일 4월 인도분 서부 텍사스산 원유는 전 거래일보다 8% 급등한 103.41달러에 거래를 마쳤습니다. 5월물 브렌트유도 배럴당 7% 넘게 상승해 105달러 선에서 거래되고 있습니다. 모두 2014년 7월 이후 8년여 만에 최고 기록입니다. 이에 미국 등 국제에너지기구 회원국들이 비상 비축유 6천만배럴을 방출하기로 합의했지만 치솟는 유가를 잡기에는 역부족이었습니다. 러시아의 우크라이나 침공이 7일째에 접어들며 글로벌 원유 공급망 차질 우려가 더 커지고 있기 때문입니다. 러시아는 세계 3위 산유국이자 최대 천연가스 수출국입니다. 대러 제재가 본격화되자 국내 에너지 가격도 큰 폭으로 오르고 있습니다. 전국 평균 휘발유 가격은 리터(ℓ)당 1750원을 돌파하며 1월 초에 비해 10% 가량 상승했으며, 최근 유가 상승률을 반영하면 곧 리터당 2000원을 돌파할 가능성이 커졌습니다. 또, 서민연료인 LPG 공급가격이 어제부터 ㎏당 60원 인상됐습니다. 대선을 앞두고 정부가 에너지 가격 상승을 틀어막고 있다는 점에서 향후 유류세는 물론 전기세 비롯한 에너지 가격이 보다 큰 폭으로 상승할 가능성이 커졌습니다.   2. 폭주하는 푸틴…어린이 포함 민간인 무차별 공격



(하리코프 로이터=연합뉴스) 연합뉴스블라디미르 푸틴 러시아 대통령이 앞에서는 평화회담을 추진하면서 뒤로는 우크라이나 민간인을 폭격하며 전 세계를 기만하고 있습니다. 러시아는 28일(현지시간) 우크라이나와 1차 협상이 끝나자마자 공세 수위를 높였습니다. 러시아가 핵폭탄 다음으로 위력이 큰 무기로 알려진 '진공폭탄'은 물론 불특정 다수를 살상하는 '접속탄'을 사용했다는 분석도 나옵니다. 인구 140만 명의 우크라이나 제2 도시인 하리코프(하르키우) 주택가에 러시아 포탄이 떨어져 어린이를 포함해 민간인 11명이 숨진 것으로 집계됐습니다. 2차 회담이 이르면 오늘 열릴 가능성이 제기되는 가운데 볼로디미르 젤렌스키 우크라이나 대통령은 러시아를 향해 ""회담이 시작되기 전 최소한 민간인에 대한 폭격을 중단하라""고 경고했습니다. 한편 미국 국방부는 러시아가 우크라이나 수도 키예프(키이우)를 공략하지 못하고 교착 상태에 있다고 평가했습니다. 국방부 고위당국자는 러시아군이 △우크라이나군의 강한 저항 △연료와 식량 부족 △사기 저하 등에 시달리고 있다고 분석했습니다. 또 주요 도시 공략에 실패하면서 파괴적인 무기에 의지하고 있다는 해석도 내놨습니다. 다만 러시아군이 작전을 정비하고 있을 가능성도 있다고 덧붙였습니다.   3. 코로나 확진 20만명 넘었다…불안한 등굣길



이한형 기자방역패스 중단 첫날인 어제 역대 가장 많은 코로나19 확진자가 나왔습니다. 어제 밤 9시 기준으로 신규 확진자는 20만4천960명입니다. 오늘 0시 기준으로 발표될 신규 확진자는 22만 명대, 많으면 23만 명 안팎이 될 것으로 보입니다. 방역 당국은 대선일인 오는 9일쯤 23만 명 이상의 확진자가 나올 것으로 예측했으나 이미 20만 명이 훌쩍 넘는 확진자가 발생했습니다. 식당과 카페 같은 다중이용시설과 의료기관의 방역 패스도 중단돼 확진 규모는 더 커질 것으로 전망됩니다. 확진자가 급증하다 보니 위·중증 환자와 사망자도 빠르게 늘고 있습니다. 사망자 가운데 절반 가까이는 코로나19 백신 미접종자로 확인됐습니다. 특히 40대 이하 사망자 6명은 모두 백신 미접종자였습니다. 코로나 폭증세 속에 오늘부터 전국 초·중·고교가 개학해 소아·청소년 확진자 관리에도 비상이 걸렸습니다. 아동과 청소년들은 미접종자가 많아 집단 감염이 우려되기 때문에 학부모들의 불안감이 커지고 있습니다. 학교마다 등교나 급식 방침도 달라서 개학 첫날 상당한 혼란도 불가피합니다.   4. 李 vs 尹 서울 대회전…오늘 마지막 TV토론



더불어민주당 이재명, 새로운 물결 김동연 대선 후보가 1일 오후 서울 마포구 한 카페에서 회동 후 손을 잡고 있다. 국회사진취재단대선이 꼭 일주일 앞으로 다가왔습니다. 사전투표는 모레(4일)부터 시작되는데요. 대선주자들은 막판 총력전을 펼치고 있습니다. 더불어민주당 이재명 후보는 통합정부론을 내세우며 중도 보수층까지 아우르려 합니다. 새로운 물결 김동연 후보와 이 후보는 정치교체를 위한 공동선언문을 발표했습니다. 사실상 단일화 수순으로 보여지는데요. 김 후보는 오늘(2일) 오전 기자회견을 예고했는데, 단일화 관련 거취 표명일 것이라는 전망입니다. 국민의힘 윤석열 후보는 통합정부론에 대해 ""열흘 남겨두고 무슨 통합정부냐""라고 강하게 비판했습니다.



국회사진취재단 내일(3일)부터 투표 마감시점인 9일 오후 6시까지는 이른바 여론조사 공표가 금지되는 이른바 깜깜이 기간에 들어가는데요. 여론조사를 할 수는 있지만 조사 결과를 발표할 수는 없습니다. 이 기간 민주당은 통합정부론을 고리로 외연 확장에, 국민의힘은 지지층 결집에 총력을 기울일 것으로 보입니다. 오늘 저녁 8시부터는 선관위 주재 마지막 TV토론회도 예정돼 있습니다.  5. 아침엔 영하권, 오후엔 봄날 새 학기가 시작되는 오늘(2일)은 날씨로 인한 불편함이 없겠습니다. 아침 공기는 어제보다 쌀쌀하지만 오후 들어 기온이 빠르게 올라 서울 8도, 대전 12도, 광주 11도, 대구 14도의 분포를 보이겠습니다. 일교차가 10도 가량 벌어지는 만큼 체온 유지가 중요합니다. 미세먼지 농도는 대부분 '보통' 수준을 나타내지만 밤에 일시적으로 수도권과 충청 지역에서는 초미세먼지 농도가 높아지겠습니다. 내일도 전국이 맑겠습니다. 



 이한형 기자 # 넥슨 창업주 김정주 NXC 이사 미국서 별세…향년 54세# 비트코인 분쟁지역 대체 화폐로 각광…가격 급등세# 합천·고령 산불 27시간 만에 진화  ■ 클로징 코멘트 by KDK ■ ""승자는 한 번 더 시도해본 패자다."" 라는 말이 있습니다. 3월 2일 오늘은 많은 부분이 새롭게 시작됩니다. 힘들고 어려울 수 있지만 그래도 한 번 더, 도전하고 시작해보시죠! ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : nocutnews@cbs.co.kr카카오톡 : @노컷뉴스
",2022-03-02 09:11:03
"[특징주] 위지트, 비트코인 강세에 관련주 부각… 12%↑",2022.03.02,머니S,https://n.news.naver.com/mnews/article/417/0000790133?sid=101,"




위지트가 비트코인 강세에 따른 수혜주로 부각되면서 상승세다. 2일 오전 9시7분 위지트는 전거래일 대비 145원(11.79%) 급등한 1375원에 거래되고 있다. 위지트는 자회사 티사이언티픽(구 옴니텔)이 국내 가상화폐 거래소 빗썸의 운영사인 빗썸홀딩스와 빗썸코리아의 기타 특수관계자로 알려지면서 관련주로 분류됐다.티사이언티픽은 지난해말 기준 빗썸코리아 지분 8.22%를 보유하고 있다. 위지트는 올해 상반기 기준 티사이언티픽의 지분 20.95%를 보유한 최대주주다. 가상자산(암호화폐) 대장격인 비트코인은 러시아 자금 유입으로 상승세를 이어가며 4만4000달러선을 돌파했다. 2일 오전 9시9분 글로벌 가상자산 거래소 코인마켓캡에서 비트코인은 24시간전 대비 2.63% 상승한 4만4466달러에 거래되고 있다. 지난 24일 러시아의 우크라이나 침공 소식에 3만4000달러대까지 떨어졌던 비트코인은 다음날부터 상승 전환해 닷새 동안 27% 넘게 올랐다. 러시아의 우크라이나 침공 이후 루블화 가치가 떨어지자 비트코인 등 암호화폐가 대체 자산으로 부각되면서 매수세가 몰린 영향이다. 가상화폐 거래 분석사이트 크립토컴페어에 따르면 침공 당일 러시아 루블화로 표시된 비트코인 거래량은 달러화 기준 약 1310만달러(약 157억원)로 전일대비 259% 급증했다. 우크라이나 가상화폐거래소 쿠나에서는 일일 거래량이 달러화 기준 500만달러로 평소의 3배를 넘어섰다. 
",2022-03-02 09:11:23
"[이앱어때?] '팬심이 키운' 뮤직카우, 주식 보다 어때?",2022.03.02,데일리팝,http://www.dailypop.kr,,
