title,dates,press,link,content,time
"뉴욕증시 비트코인 흔들, 러시아-우크라 정상회담· 5차협상 덜커덩",2022.03.29,글로벌이코노믹,http://www.g-enews.com/,,
"도지코인 9% 폭등 15센트, 로빈후드 60억 달러 상당 DOGE 보유",2022.03.29,글로벌이코노믹,http://www.g-enews.com/,,
"수익률 300% 탈을 쓴 신종 도박, 심층 취재 'PD수첩'",2022.03.29,뉴시스,https://n.news.naver.com/mnews/article/003/0011088688?sid=106,"
 
[서울=뉴시스]PD 수첩 예고. 2022.03.28. (사진=mbc 'PD수첩' 캡처) photo@newsis.com*재판매 및 DB 금지 *재판매 및 DB 금지[서울=뉴시스]유다연 인턴 기자 = 'PD수첩'이 코로나19 이후 '재테크'의 탈을 쓴 '도박'에 대해 살핀다.29일 오후 10시30분 방송되는 MBC 'PD수첩'은 '수익률 300％의 함정, 2022 신종 도박 보고서'라는 제목으로 불법도박 사이트에 대해 심층취재했다.코로나19 팬데믹의 영향으로 외부활동 시간이 줄어 온라인 도박 사이트 이용자의 숫자가 증가했다. 2019년 기준 불법온라인 도박 시장의 규모는 약 54조 5000억 원, 시장 규모의 확대와 함께 온라인 도박은 단순히 '도박'에 그치지 않고 점차 진화해간다.지난해 9월 국정원과 해외 한인 관련 사건을 전담하는 코리안 데스크의 공조를 통해 필리핀에서 국내 불법 도박사이트를 운영했던 김씨가 체포됐다. 그는 국내 거대 규모의 도박사이트 조직의 총책으로 활동한 인물로 200명의 부하직원을 거느리고 총 1조 3000억원에 달하는 이익을 챙긴 바 있다. 그가 체포 되었음에도 불법 도박 사이트 시장은 '재테크'를 위장한 새로운 운영방식으로 확장해 나가는 중이다. '재테크'로 위장한 불법 도박 사이트 시장은 '회원 계좌 죽이기'로 돈을 벌고 있다. A씨가 바로 이 '계좌 죽이기'의 피해자다. 이혼 후 사회복지사로 일하며 홀로 아이를 키워 온 그는 호기심에 '주식 공모주 추천’, '로또 번호 추천'류의 메시지의 링크로 접속했다. 해당 사이트에서 담당자가 비트코인을 이용한 '새로운 투자'를 설명했고 억 단위의 수익에 대한 그럴듯한 근거들을 제시해 A씨 역시 투자를 결정한다. 그러나 갑작스러운 오류로 보유 머니를 잃은 그에 담당자는 조작 미숙을 탓하며 투자금을 추가로 넣어야 잃은 돈을 찾을 수 있다고 말해 A씨로 하여금 2억 4000만원까지 다 쏟아 붓도록 만든다. 뒤늦게 사기임을 깨달은 A씨는 경찰에 신고했으나 그는 자신이 재테크 '투자'가 아닌 도박 사이트에 '베팅'을 한 것임을 알게 된다.'PD수첩'의 한 제보자가 불법 사이트를 관계 기관에 신고 후 차단이 이뤄지기까지 수개월이 걸린다고 불만을 토로했다. 2021년 기준 온라인 도박 중독으로 '한국도박문제관리센터'에 온라인으로 상담을 받은 내담자는 1만 7493명으로 코로나19 이전인 2018년 8524명보다 2배 증가한 수치를 기록했다. 매년 심화되는 문제임에도 왜 시간이 지체되는지 이날 방송에서 밝혀진다.
",2022.03.29. 오전 12:11
"BI ""비트코인이 8% 더 오를 수 있는 이유는….""",2022.03.29,연합인포맥스,http://www.einfomax.com,,
[트래블 룰 후폭풍 ①] 해외 거래소의 코리아 패싱 '가중',2022.03.29,내외경제tv,http://www.nbntv.co.kr,,
"ETF, 국산보다 해외 직구가 더 많더라",2022.03.29,B6면 1단,https://n.news.naver.com/mnews/article/023/0003681630?sid=101,"
6개월간 해외 ETF·ETN 7조7000억 순매수… 국내 상품 추월							최근 6개월간 개인 투자자들이 국내 증시에 상장된 상장지수펀드(ETF)와 상장지수증권(ETN)보다 해외 증시에 상장된 ETF와 ETN을 더 많이 순매수한 것으로 집계됐다.개인 투자자들이 국내 증시보다 더 다양한 종류의 ETF·ETN이 상장되어 있는 해외 증시로 눈을 돌리는 모습이다.28일 한국예탁결제원이 유경준 국민의힘 의원에게 제출한 자료에 따르면, 작년 9월부터 지난 2월까지 국내 개인 투자자들은 해외 증시에 상장된 ETF와 ETN을 62억8000만달러(약 7조7000억원) 순매수했다. 같은 기간 국내 주식(5조9000억원 순매수)이나 국내 증시 상장 ETF·ETN(6조8000억원)보다 더 많은 금액을 순매수했다.



최근 서학개미들이 해외 증시 상장 ETF 등에 대한 투자를 늘리는 배경에는 '더 넓은 투자 선택지'가 있다는 분석이 나온다. 해외에는 가상화폐나 블록체인, 우라늄과 대마초 등 다양한 테마에 투자하는 ETF가 많다. 사진은 지난해 7월 미국 나스닥 본사 전광판에 미래에셋의 미국 ETF 운용사 ‘글로벌 X’의 블록체인 ETF 상장을 축하하는 메시지가 떠 있는 모습. / 미래에셋자산운용 제공 해외 ETF에 눈뜬 서학 개미							서학 개미(해외 주식에 투자하는 개인 투자자)는 테슬라나 애플 같은 개별 주식에 많이 투자했었다. 작년 1월 서학 개미는 해외 증시에서 개별 주식은 49억6000만달러 순매수하면서, 해외 증시에 상장된 ETF와 ETN은 9000만달러 순매도했다.그러다 작년 하반기부터 상황이 달라졌다. 특히 지난해 11월에는 개인 투자자가 해외 증시 상장 ETF와 ETN을 11억8000만달러 순매수하는 등 월간 기준 순매수액이 10억달러를 넘어서기도 했다. 서학 개미는 올 들어서도 지난 1월(16억3000만달러)과 2월(11억6000만달러)에도 해외 증시 상장 ETF·ETN을 10억달러 이상 순매수했다.서학 개미들은 해외 증시에 상장된 3배 레버리지 ETF와 ETN에 관심을 가지기 시작했다. 올 들어 지난 25일까지 개인 투자자들이 해외 주식과 ETF·ETN 중에서 가장 많이 순매수한 것은 나스닥 대표 종목으로 구성된 나스닥100지수 하루 상승률의 3배 만큼 수익이 나는 ‘프로셰어즈 울트라프로 QQQ’였다. 서학 개미들은 이 ETF를 12억달러 순매수했다. 같은 기간 순매수 3위도 3배 레버리지 ETF인 디렉시언 데일리 세미컨덕터스 불 3X(5억8000만달러)였다. 미국 증시에 상장된 반도체 종목으로 구성된 지수 하루 상승률의 3배 만큼 수익이 나는 ETF다.올 들어 서학 개미가 가장 많이 순매수한 10개 종목 중 5개 종목이 ETF와 ETN이었다. 서학 개미들이 테슬라, 애플, 엔비디아, 마이크로소프트, 알파벳(구글) 등 미국 대표 기술주만큼 해외 증시 상장 ETF·ETN에도 관심을 두고 있는 것이다.



 국내 상품 다양해져야							국내 증시에 상장된 ETF는 해외 증시에 상장된 ETF보다 이점이 많다. 기본적으로 국내 증시 거래가 이뤄지는 오전이나 낮 시간에 거래를 할 수 있다. 또 해외 주식 등에 투자하는 ETF의 경우 ETF 내부적으로 환전이 이뤄지기 때문에 개인이 실질적으로 부담해야 하는 환전 비용이 크게 줄어드는 장점도 있다. 개인 투자자가 직접 해외 증시에 상장된 ETF·ETN을 사려면 더 많은 환전 비용을 직접 부담해야 한다.그럼에도 개인 투자자들이 해외 증시에 상장된 ETF·ETN을 선호하는 것은 해외 증시에는 국내 증시에는 없는 상품들이 있기 때문이라는 분석이 나온다. 금융투자업계 관계자는 “국내에서는 2배 레버리지나 인버스(지수가 하락할 때 수익이 나는 상품)만 가능하지만, 미국 뉴욕 증시에는 좀 더 고수익을 노려볼 수 있는 3배 레버리지, 인버스 상품이 있다”며 “투자 자산의 측면에서도 가상 화폐 ETF 등 국내에는 아직 없는 투자 상품이 있다”고 했다.미국 뉴욕 증시 등에는 비트코인 선물에 투자하는 프로셰어즈 비트코인 스트레터지 ETF 등이 상장돼 있지만, 국내에서는 아직 관련 법·제도가 정비되지 않아 운용사가 비슷한 상품을 출시할 수 없는 상황이다. 또한 해외 증시에는 우라늄·대마초 등 다양한 테마(투자 주제) ETF도 상장돼 있다. 좀 더 넓은 투자 선택지를 제공하는 해외 증시 상장 ETF·ETN으로 투자자들의 자금이 몰리고 있는 것이다.
",2022-03-29 03:03:07
비트코인 오름세로,2022.03.29,조선일보,https://n.news.naver.com/mnews/article/023/0003681643?sid=101,"




/김연정 객원기자										러시아가 종전을 준비한다는 소식이 전해지는 등 지정학적 긴장감이 완화되자 위험자산으로 인식되는 비트코인 값이 오르고 있다. 사진은 28일 오후 3시 서울 서초구 가상화폐 거래소 빗썸에서 직원이 전날보다 4% 이상 오른 비트코인 시세(5616만4000원)를 가리키는 모습.
",2022-03-29 03:04:21
올해 최고치 경신한 비트코인…4만7000달러 돌파,2022.03.29,뉴스핌,http://www.newspim.com,,
주식은 기는데 코인은 벌떡,2022.03.29,18면 1단,https://n.news.naver.com/mnews/article/005/0001515109?sid=101,"
금융사들 가상자산 사업 투자  ‘역프’ 심화로 해외보다 저렴



금융시장 위축으로 지지부진하던 암호화폐 시장이 최근 상승세를 보이고 있다. 글로벌 금리 인상과 우크라이나 전쟁 장기화 같은 악재에도 아랑곳 않고 자금이 몰리는 모양새다. 주식과 코인의 탈동조화가 한동안 지속될 것이라는 분석도 나온다.28일 국내 가상자산 거래소 업비트에 따르면 비트코인은 5600만원 선에서 거래되고 있다. 2주 사이 꾸준히 오르며 14%가량 치솟았다. 질리카와 쿼크체인처럼 배 이상 폭등하는 소형 알트코인이 번갈아 등장하며 시장 분위기를 달구고 있다.반면 국내 증시는 보합세다. 코스피와 코스닥지수는 이날 각각 0.02%, 0.81% 떨어졌다. 코스피는 이달 내내 2600~2700 초반 선에서 머물고 있다.기관 및 기업의 막대한 자금이 가상자산 업계에 밀려오는 것이 호재로 작용하는 것으로 풀이된다. 골드만삭스는 지난주 미국 투자은행(IB) 중 처음으로 비상장 암호화폐 옵션거래를 시작했다. 미래에셋그룹과 신한금융투자, 블랙록 등 국내외 금융사들은 연이어 가상자산 사업에 뛰어들고 있다.일각에서는 암호화폐가 다시금 폭발적으로 상승할 수 있다는 기대감도 제기된다. 미국 블룸버그통신은 “비트코인의 4만5000달러 돌파는 더 많은 이익을 내는 기폭제가 될 수 있다”고 적었다. 해외 시장에서 비트코인은 이날(현지시간) 4만7000달러까지 올랐다.전 세계적으로 코인 시장이 들썩이는 상황에서 ‘역 김치 프리미엄(역프)’은 심화하고 있다. 가상자산을 분석하는 크라이프라이스에 따르면 국내와 해외 거래소의 비트코인 시세 차이인 김치 프리미엄은  2%선을 돌파했다. 비트코인이 해외보다 국내에서 싸게 거래된다는 뜻이다. 지난해 2월 초에도 역프가 발생했는데 이후 비트코인이 전고점을 경신하는 강세장이 펼쳐졌다. 다만 시장이 과열되는 만큼 무리한 추격매수는 신중해야 한다는 지적이 나온다. 가상자산 정보 플랫폼 얼터너티브의 ‘크립토 공포·탐욕 지수’는 전날보다 11포인트 오르며 60(탐욕)을 기록했다. 탐욕 단계에 다시 접어든 것은 지난해 11월 이후 4개월 만이다.
		",2022-03-29 04:09:17
"우크라ㆍ 러시아 5차 협상 곧 개시... 다우 흔들 나스닥 훨훨, 비트코인 6000...",2022.03.29,핀포인트뉴스,http://www.pinpointnews.co.kr,,
