title,dates,press,link,content,time
포브스가 선정한 글로벌 코인 거래소 TOP 10,2022.04.04,코인데스크코리아,https://www.coindeskkorea.com/,,
"[점심 브리핑] 美 SEC, 또 다시 비트코인 현물 ETF 승인 거부",2022.04.04,디센터,http://decenter.kr,,
4대 코인거래소 수수료 증권사 4배에 거래사고 2배 많아,2022.04.04,금융소비자뉴스,http://newsfc.co.kr/,,
"코스피, 실적 개선 전망에 추가 상승…비트코인 반락",2022.04.04,연합인포맥스,http://www.einfomax.com,,
"수수료 '폭리' 4대 코인거래소, 거래 사고는 증권사 2배",2022.04.04,포쓰저널,http://www.4th.kr,,
"국민의힘 권용태 천안시장 예비후보, 출마 선언",2022.04.04,중도일보,http://www.joongdo.co.kr,,
"카카오 픽코마, 日 암호화폐 거래소 'SEBC' 인수",2022.04.04,뉴스1,https://n.news.naver.com/mnews/article/421/0006007919?sid=105,"




사쿠라 익스체인지 비트코인 홈페이지 공지사항 갈무리 © 뉴스1(서울=뉴스1) 송화연 기자 = 카카오가 미래 10년을 이끌 핵심 키워드로 '비욘드 코리아, 비욘드 모바일'을 제시한 가운데, 글로벌 사업 확장을 위해 일본 암호화폐 거래소 '사쿠라 익스체인지 비트코인'을 인수했다. 카카오는 이번 투자를 통해 일본 내 블록체인 사업 확장에 주력할 전망이다. 4일 카카오 픽코마는 ""카카오공동체의 '비욘드 코리아' 전략을 실현하기 위해 신사업을 발굴·시도하고자 일본 거래소 '사쿠라 익스체인지 비트코인'의 지분을 인수했다""고 밝혔다. 구체적인 인수 금액 및 지분 규모 등은 비공개다.앞서 사쿠라 익스체인지 비트코인은 지난 1일 홈페이지 공지를 통해 ""3월31일 개최된 주주총회에서 주주 변경, 제3자 배정 유상증자, 이사 선임 등을 결의했다""며 ""4월1일부터 새로운 경영구조로 전환한다""고 발표했다. 이번 투자로 카카오 픽코마가 사쿠라 익스체인지 비트코인의 경영권을 확보한 것으로 풀이된다. 지난 2017년 4월 설립된 사쿠라 익스체인지 비트코인은 일본 오사카에 본사를 둔 암호화폐 거래소다. 사쿠라 익스체인지 비트코인은 일본 암호화폐거래소협회(JCVEA)가 인정하고 있는 제1종 회원으로 비트코인, 이더리움, 리플 등 11종의 암호화폐를 취급하고 있다. 한편 일본의 경우 암호화폐 거래사업을 위해서는 반드시 일본 암호화폐거래소협회로부터 인가를 받아야 한다. 제1종 회원 자격을 취득한 암호화폐 거래소는 일본 내 블록체인 관련 사업을 영위할 수 있다. 제1종 회원의 경우 현재 35곳의 거래소가 이름을 올린 상태다.
		",2022-04-04 15:12:13
"카카오, 일본 암호화폐 거래소 SEBC 전격 인수 왜?",2022.04.04,게임톡,http://www.gametoc.co.kr,,
오름세 보이는 비트코인,2022.04.04,연합뉴스,https://n.news.naver.com/mnews/article/001/0013091716?sid=101,"




    (서울=연합뉴스) 임화영 기자 = 비트코인이 오름세를 보이고 있는 가운데 4일 오후 서울 서초구 빗썸 고객센터 전광판에 가상화폐 시세가 표시되고 있다. 2022.4.4    hwayoung7@yna.co.kr
",2022-04-04 15:17:15
오름세 보이는 비트코인,2022.04.04,연합뉴스,https://n.news.naver.com/mnews/article/001/0013091717?sid=101,"




    (서울=연합뉴스) 임화영 기자 = 비트코인이 오름세를 보이고 있는 가운데 4일 오후 서울 서초구 빗썸 고객센터 전광판에 가상화폐 시세가 표시되고 있다. 2022.4.4    hwayoung7@yna.co.kr
",2022-04-04 15:17:15
오름세 보이는 비트코인,2022.04.04,연합뉴스,https://n.news.naver.com/mnews/article/001/0013091724?sid=101,"




    (서울=연합뉴스) 임화영 기자 = 비트코인이 오름세를 보이고 있는 가운데 4일 오후 서울 서초구 빗썸 고객센터 전광판에 가상화폐 시세가 표시되고 있다. 2022.4.4    hwayoung7@yna.co.kr
",2022-04-04 15:18:17
오름세 보이는 비트코인,2022.04.04,연합뉴스,https://n.news.naver.com/mnews/article/001/0013091719?sid=101,"




    (서울=연합뉴스) 임화영 기자 = 비트코인이 오름세를 보이고 있는 가운데 4일 오후 서울 서초구 빗썸 고객센터 전광판에 가상화폐 시세가 표시되고 있다. 2022.4.4    hwayoung7@yna.co.kr
",2022-04-04 15:18:13
비트코인 오름세,2022.04.04,연합뉴스,https://n.news.naver.com/mnews/article/001/0013091745?sid=101,"




    (서울=연합뉴스) 임화영 기자 = 비트코인이 오름세를 보이고 있는 가운데 4일 오후 서울 서초구 빗썸 고객센터 전광판에 비트코인 시세가 표시되고 있다. 2022.4.4    hwayoung7@yna.co.kr
",2022-04-04 15:19:17
