title,dates,press,link,content,time
"美에너지 기업들, 가상화폐 채굴 직접 뛰어들어…""마진율 90%""",2022.03.21,연합뉴스,https://n.news.naver.com/mnews/article/001/0013062655?sid=104,"




비트코인 채굴 컴퓨터[로이터=연합뉴스 자료사진](서울=연합뉴스) 김윤구 기자 = 30년 넘은 에너지기업 베어울프마이닝은 2020년 미국 몬태나주에 비트코인 채굴업체 마라톤디지털의 데이터센터를 지었을 때 큰 사업 기회를 포착했다.     고객인 마라톤디지털은 비트코인 채굴을 위해 다른 업체가 제공하는 전력에 의존했지만, 베어울프는 전력에 직접 접근할 수 있어 스스로 가상화폐 채굴 사업을 하기에 유리했다.    베어울프는 가상화폐 채굴회사 테라울프를 세우고 채굴에 뛰어들었다. 테라울프는 채굴 능력을 빠르게 늘리고 있는데 2025년까지 800MW(메가와트) 규모의 채굴 능력을 확보할 계획이다. 테라울프는 할리우드 배우 귀네스 팰트로 등의 투자도 받았다.    이 회사 외에 클린스파크, 스트롱홀드디지털마이닝, 아이리스에너지 등 에너지 기업들이 높은 이익률을 노리고 가상화폐 채굴업에 진출하면서 가상화폐 시장의 주력 세력으로 떠오르고 있다고 블룸버그통신이 20일(현지시간) 보도했다.    최근 가상화폐 가격 하락으로 채굴 업체들의 마진은 줄고 있다.     비트코인 가격은 역대 최고점을 찍었던 지난해 11월보다 40% 떨어진 반면, 우크라이나 전쟁으로 에너지 가격은 높아지면서 채굴 업체들의 마진율은 종전 90%에서 70% 수준으로 낮아졌다고 전문가들은 분석했다.    하지만 전력을 외부에서 구매하지 않아도 되는 에너지기업은 경쟁사들에 비해 강점을 갖고 있다고 블룸버그는 전했다.    마라톤디지털 등 가상화폐 채굴 기업들은 최근 비용 상승과 가상화폐 가격 하락세 속에 자금 조달을 위해 채권 발행이나 주식 매각에 나섰다.     그러나 에너지업체 클린스파크의 매슈 슐츠 회장은 작년 11월 이후 회사 주식은 단 1주도 매각하지 않고 대신 채굴한 비트코인 가운데 소량을 팔았다고 말했다.    그는 ""현 가격 기준으로 우리 회사 시설에서 1비트코인을 채굴하는데 4천500달러(약 546만원)가 든다. 마진율은 90%""라고 말했다.    코인데스크에 따르면 1비트코인은 한국시간 21일 오전 11시 43분 현재 4만664달러(약 4천935만원)에 거래되고 있다.    ykim@yna.co.kr
",2022-03-21 12:30:10
오늘 금시세,2022.03.21,글로벌경제,http://www.getnews.co.kr,,
"비트코인 5,000만원 위태..금주 향방 중요할 듯..웨이브 하락..이더리움,리플...",2022.03.21,매일안전신문,http://peoplesafe.kr,,
"미국 에너지 기업들, 가상화폐 비트코인 채굴 직접 뛰어들어…""마진율 90%""",2022.03.21,톱스타뉴스,http://www.TopStarNews.Net,,
"'트래블룰' 앞두고 디지털자산시장 혼란… ""시스템 연동 작업 막바지""",2022.03.21,서울와이어,http://www.seoulwire.com,,
"美에너지 기업들, 가상화폐 채굴 직접 뛰어들어",2022.03.21,오피니언뉴스,http://www.opinionnews.co.kr,,
[마켓줌인] 국내증시 바닥은 확실? 리오프닝은 소비주만 유효!,2022.03.21,MTN,http://mtn.mt.co.kr,,
"'직접 채굴' 나서는 美에너지 기업…""마진율 90%""",2022.03.21,한국경제TV,https://n.news.naver.com/mnews/article/215/0001020917?sid=104,"




미국의 에너지기업들이 높은 이익률을 노리고 채굴업에 진출하면서 가상화폐 시장의 주력 세력으로 떠오르고 있다고 블룸버그통신이 20일(현지시간) 보도했다.보도에 따르면 30년 역사의 베어울프마이닝을 시작으로 클린스파크, 스트롱홀드디지털마이닝, 아이리스에너지 등 에너지 기업들이 가상화폐 채굴업에 뛰어들었다.베어울프마이닝은 2020년 미국 몬태나주에 비트코인 채굴업체 마라톤디지털의 데이터센터를 지었을 때 큰 사업 기회를 포착했다.고객인 마라톤디지털은 비트코인 채굴을 위해 다른 업체가 제공하는 전력에 의존했지만, 베어울프는 전력에 직접 접근할 수 있어 스스로 가상화폐 채굴 사업을 하기에 유리했다.베어울프는 가상화폐 채굴회사 테라울프를 세우고 채굴에 뛰어들었다. 테라울프는 채굴 능력을 빠르게 늘리고 있는데, 2025년까지 800MW(메가와트) 규모의 채굴 능력을 확보할 계획이다. 테라울프는 할리우드 배우 귀네스 팰트로 등의 투자도 받았다.다만 최근 들어 가상화폐 가격 하락으로 채굴 업체들의 마진은 줄고 있는 상황이다.비트코인 가격은 역대 최고점을 찍었던 지난해 11월보다 40% 떨어진 반면, 우크라이나 전쟁으로 에너지 가격은 높아지면서 채굴 업체들의 마진율은 종전 90%에서 70% 수준으로 낮아졌다고 전문가들은 분석했다.하지만 전력을 외부에서 구매하지 않아도 되는 에너지기업은 경쟁사들에 비해 강점을 갖고 있다고 블룸버그는 전했다.마라톤디지털 등 가상화폐 채굴 기업들은 최근 비용 상승과 가상화폐 가격 하락세 속에 자금 조달을 위해 채권 발행이나 주식 매각에 나섰다.그러나 에너지업체 클린스파크의 매슈 슐츠 회장은 작년 11월 이후 회사 주식은 단 1주도 매각하지 않고 대신 채굴한 비트코인 가운데 소량을 팔았다고 말했다.그는 ""현 가격 기준으로 우리 회사 시설에서 1비트코인을 채굴하는데 4천500달러(약 546만원)가 든다. 마진율은 90%""라고 말했다.코인데스크에 따르면 1비트코인은 한국시간 21일 오전 11시 43분 현재 4만664달러(약 4천935만원)에 거래되고 있다.(사진=연합뉴스)
",2022-03-21 13:24:18
"[JK 장칼의 투자 분석] ""2월 고점 돌파하면, 비트코인 상승 추세 전환 가능""",2022.03.21,코인데스크코리아,https://www.coindeskkorea.com/,,
"맥 못추는 NFT, 연초 대비 판매가 반토막...'거품 논란' 제기",2022.03.21,뉴스퀘스트,http://www.newsquest.co.kr,,
"코스피, 0.4% 하락…연준 매파 발언 경계·우크라 불확실성 대두",2022.03.21,연합인포맥스,http://www.einfomax.com,,
"비트코인 5000만원대 아슬아슬... 리플 978원, 코넌 60원, 제노토큰 79원, 프...",2022.03.21,핀포인트뉴스,http://www.pinpointnews.co.kr,,
"웨이브 하락세로..비트코인은 5,000만원 접전 중..이더리움,리플,솔라나,샌드...",2022.03.21,매일안전신문,http://peoplesafe.kr,,
