title,dates,press,link,content,time
"[단독] 계양전기 횡령범… 코인으로 120억, 도박으로 70억 탕진",2022.02.26,A10면 1단,https://n.news.naver.com/mnews/article/023/0003675422?sid=102,"
경찰에 “나는 도박 중독”



/뉴시스										6년간 회삿돈 245억원을 횡령한 혐의로 구속된 자동차 부품 회사 계양전기의 재무 담당 직원 김모(35)씨가 25일 검찰에 구속 송치됐다. 경찰 조사 결과 그는 빼돌린 돈 중 약 200억원을 비트코인 등 가상 화폐와 주식 투자로 모두 썼거나 스포츠 도박 사이트 판돈으로 탕진한 것으로 알려졌다. 김씨는 경찰 조사에서 “(나는) 도박 중독이다”라고 진술한 것으로 알려졌다. 경찰은 공범은 따로 없는 것으로 보고 있다이날 경찰 등에 따르면 김씨는 횡령한 회삿돈 중 120억원을 비트코인 등 가상 화폐 거래를 하다가 잃었다고 한다. 70억원은 외국 스포츠 도박 사이트에서 판돈으로 걸었다가 날렸고, 10억원은 주식 거래에서 손해를 본 것으로 조사됐다. 투자나 도박으로 사라진 돈만 약 200억원으로 전체 횡령금의 82%에 달한다.나머지 45억원 중 37억원은 김씨가 회사 계좌에 돌려놨고, 7억여원은 유흥비 등으로 쓴 것으로 알려졌다. 결과적으로 현재 횡령금 중 김씨 계좌에 남아 있는 건 수천만원으로 조사됐다.횡령금 대부분이 사라진 상황이라 경찰은 계양전기가 이번 사건으로 입은 피해를 회복하는 게 사실상 불가능하다고 보고 있다. 경찰 관계자는 “김씨 계좌에 남은 횡령금 수천만원과 김씨의 다른 재산에 대해 추징·몰수 보전 신청을 할 계획”이라며 “다만 김씨가 가진 자산은 다 합해도 수억원 수준으로 파악됐다”고 했다. 서울 수서경찰서는 이날 김씨를 검찰에 송치했다. 김씨는 ‘회사 측에 할 말이 없나’는 취재진의 질문에 답하지 않았다.김씨는 2016년부터 최근까지 6년간 회사 회계 장부를 조작하는 등의 방식으로 회삿돈을 빼돌린 혐의를 받고 있다. 계양전기는 내부 감사를 하다 김씨의 횡령 정황을 포착해 지난 15일 경찰에 고소장을 냈고, 이튿날 김씨는 긴급 체포 됐다. 코스피 상장사인 계양전기는 이번 사건이 발생하면서 현재 주식 거래가 중단된 상태다.
",2022-02-26 05:01:01
'우크라 사태' 충격파…휘청이는 세계 금융시장,2022.02.26,노컷뉴스,https://n.news.naver.com/mnews/article/079/0003614315?sid=101,"
핵심요약러시아 '우크라 침공'에 글로벌 증시 하락전면전 우려 완화도 반영됐지만…""변동성 커""국제 유가도 상승…파장 어디까지?



우크라이나 사태 속 금융시장. 연합뉴스러시아의 우크라이나 침공 여파로 세계 금융시장이 휘청이고 있다. 지정학적 긴장은 유가 등 원자재 값 상승을 부추기면서 주요국 통화정책의 불확실성까지 키우는 모양새다. 글로벌 증시 출렁…가상화폐 시장도 폭락 국내 증시는 미국이 러시아의 우크라이나 침공을 구체적으로 예고한 직후인 지난 21일부터 하락세로 돌아섰다. 이날 2743.80이었던 코스피 지수는 블라디미르 푸틴 러시아 대통령의 우크라이나 내 군(軍) 파견 명령에 이은 침공 현실화의 충격파로 24일 2700선이 붕괴된 뒤 소폭 반등해 25일 2676.76에 마감했다. 일주일새 2.4% 가량 지수가 빠진 것으로, 외국인은 엿새 연속 '팔자' 행진을 이어갔다. 아시아를 비롯한 글로벌 증시도 비슷한 기간(현지시간) 하락세를 보였다. 특히 당사국인 러시아의 대표 지수 RTS는 지난 16일 1524.51에서 24일 742.91로 50% 이상 폭락했다. 일본 닛케이225 지수는 21일부터 24일 3.4% 가량 하락해 2020년 11월 이후 처음으로 2만 6천 선이 붕괴됐다가 25일 1.95% 반등했다. 미국 뉴욕 증시의 경우 다우존스30산업평균지수는 지난 18일부터 23일까지 2.7% 가량 하락했다가 24일 소폭 올랐고, 나스닥 지수와 스탠더드앤드푸어스(S&amp;P)500지수도 비슷한 흐름을 보였다. 범유럽 지수인 유로스톡스50 지수는 21일부터 24일까지 3.9% 가량 하락했다. 



연합뉴스가상화폐 시장은 전쟁 공포에 더욱 민감하게 반응했다. 러시아의 침공이 이뤄진 24일 국내 가상화폐 거래소 업비트에서 비트코인 가격은 전날 고점(4753만 원) 대비 한 때 10.4%나 하락해 개당 4258만 원에 거래됐다. 증권가 ""우크라 상황 전개 물음표…당분간 증시 변동성↑"" 증권가에선 향후 우크라이나 상황이 어떻게 전개되고, 얼마나 지속될지 미지수이기 때문에 당분간 증시 변동성이 클 것이라고 보는 의견이 대체적이다. 미국과 북대서양조약기구(나토)가 우크라이나에 병력을 지원하지 않겠다는 기존 입장을 유지하면서 '전면전 우려가 다소 완화됐다'는 심리가 시장에 긍정적으로 작용하곤 있지만, 여전히 변수는 많다는 것이다. 김영환 NH투자증권 연구원은 25일 ""현재로서는 군사적 긴장이 더 고조될 가능성이 커 보인다. 1980년 이후 지정학적 이벤트에 따른 S&amp;P500의 하락률 평균은 -3.8%로, 현재 코스피 조정폭은 이에 준하는 상황인데 신흥국 주식시장이 이런 리스크에 좀 더 취약하다는 점을 감안하면 변동성이 한 차례 더 확대될 가능성이 있다""고 진단했다. 김용구 삼성증권 연구원은 단기·국지전 가능성을 장기·전면전 가능성보다 높게 보면서 ""단기전·국지전 전개 시나리오가 시장에서 야기할 수 있는 최대 충격은 코스피의 12개월 후행 주가순자산비율(PBR) 1배 수준인 2600포인트선을 넘어서기 어려울 것""이라고 전망했다. 다만 장기·전면전이 전개되면 ""시장의 극단적 위험회피를 자극할 공산이 크다""며 2012년 유로존 재정위기, 2013년 '버냉키 쇼크' 등 과거 위기 발발 당시 단기 하락 저점이었던 코스피 60개월 이동평균선(2500포인트)이 1차 하방저지선이 될 것이라고 분석했다. 유가도 100달러 육박…美 금리인상 결정에 영향 전망도 



연합뉴스주요 원유 수출국인 러시아의 우크라이나 침공으로 국제 유가를 비롯한 원자재 가격이 치솟고 있는 점은 다음달 미국 연방준비제도(연준)의 의사 결정에도 일정부분 영향을 끼칠 것이라는 전망도 있다. 유가가 오르면 소비자 물가 상승을 부추기고 소비 심리 위축으로 이어질 수 있는데, 이런 상황에서 연준이 기준금리를 0.5% 포인트 올리는 '빅스텝 인상' 단행하기는 어려울 것이라는 시각이다. 24일(현지시간) 뉴욕상업거래소에서 4월물 서부텍사스산원유(WTI) 가격은 전일 대비 0.77% 오른 배럴당 92.81달러다. 브렌트유 4월물 가격도 전날 대비 1.46% 오른 95.24달러를 기록하며 100달러에 육박했다. 작년 12월1일에 비해선 둘 다 30달러 가깝게 오른 가격으로, 100달러를 넘어서게 되면 8년 만의 일이다. 시카고상품거래소의 페드워치에 따르면 이날 연방기금(FF) 금리 선물 시장에 반영된 3월 연준의 금리 0.5% 포인트 인상 가능성은 13.3%까지 떨어진 반면, 0.25% 포인트 인상 가능성은 86.7%에 달하기도 했다. 인상 폭이 기존 예상보다 줄어들 거라고 보는 셈이다. 박상현 하이투자증권 연구원은 ""우크라이나 사태 확산으로 미 연준의 매파적 행보가 약화될 것이라는 분위기가 강화된 것""이라고 분석했다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : nocutnews@cbs.co.kr카카오톡 : @노컷뉴스
",2022-02-26 05:02:01
"""러-우크라 대화 가능성""...비트코인 · 이더리움 가격 '소폭 상승'",2022.02.26,초이스경제,http://www.choicenews.co.kr,,
"코빗 ""위험중립 기관투자자, 비트코인 적정 자산 배분율은 11%""",2022.02.26,아주경제,http://www.ajunews.com,,
"美뉴욕증시, 러시아-우크라 대화 조짐에 상승…다우 2.51%↑",2022.02.26,뉴시스언론사 선정,https://n.news.naver.com/mnews/article/003/0011028496?sid=104,"




[뉴욕=AP/뉴시스]지난해 10월13일(현지시간) 미 뉴욕증권거래소 모습. 2022.02.26.[서울=뉴시스] 김예진 기자 = 러시아의 우크라이나 침공에도 25일(현지시간) 미국 뉴욕증시에서 주요 지수는 상승 마감했다.CNBC, 마켓워치에 따르면 이날 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 전장보다 834.92포인트(2.51%) 오른 3만4058.75로 장을 마감했다.다우지수의 상승폭은 지난 2020년 11월 이후 최대를 기록했다. 스탠더드앤드푸어스(S&amp;P) 500 지수는 전장보다 95.95포인트(2.24%) 뛴 4384.65로 장을 닫았다. 기술주 중심의 나스닥지수도 전장보다 221.04포인트(1.64%) 상승한 1만3694.62에 거래를 마쳤다.이날 시장은 러시아와 우크라이나 대화 조짐이 보이자, 숨고르기를 한 분위기다. 또 러시아에 대한 제재의 명확성에도 주목했다. 시장은 블라디미르 푸틴 러시아 대통령이 우크라이나와의 협상을 위해 벨라루스 수도 민스크에 대표단을 파견할 준비가 돼 있다는 크렘린궁의 발표에 관심을 집중했다. 호재로 보고 투자에 활기가 생겼다. 제프 킬버그 생크추어리 웰스의 최고투자책임자(CIO)는 CNBC에 ""2022년 변동성이 커질 것으로 예상한 투자자들이 빠르게 시장에 뛰어들었다""고 분석했다. 그는 ""(이전에 주가가) 과잉 매도된 상태였다. 우크라이나 사태에 대한 주식시장의 과잉 반응이 있었다""고 풀이했다. RBC 캐피털 마켓의 외환 전략 글로벌 헤드인 엘사 리그노스도 마켓워치에 ""일각에서는 러시아의 우크라이나 침공이 이미 시장에서 가격 반영이 됐다는 신호로 받아들이고 있다""고 밝혔다. 미국 백악관은 이날 푸틴 대통령과 러시아 외무장관에게 제재를 가하겠다고 밝혔다. 유럽연합(EU)와 영국의 제재에 발맞춘 것이다. 이에 대해 찰스 슈왑의 제프 클라인탑 수석 글로벌 투자 전략가는 ""혼란이 있지만 제재에 대한 명확성이 있다. 시장은 그 부분에서 어느 정도 위안을 얻었다고 생각한다""고 풀이했다.한편 이날 암호화폐인 비트코인의 가격은 전일 대비 1.98% 오른 3만9064.97에 추이했다．
",2022-02-26 06:49:52
다우· 나스닥 폭등랠리 무슨일?... 테슬라 상승에 삼성SDI LG화학 SK이노베이...,2022.02.26,핀포인트뉴스,http://www.pinpointnews.co.kr,,
금융시장 이틀째 안정,2022.02.26,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0004794594?sid=101,"
			  [파이낸셜뉴스]   



우크라이나 전쟁 발발이 불확실한 긴장 고조로 신음하던 주식시장에 상승 발판으로 작용하고 있다. 린다 토머스-그린필드(윗줄 왼쪽 3번째) 미국 유엔대사가 25일(현지시간) 유엔 안전보장이사회에 앞서 동료 대사들과 논의하고 있다. AP뉴시스 러시아의 우크라이나 침공이 역설적이게도 금융시장 안정의 촉매가 되고 있다.   뉴욕 주식시장은 25일(이하 현지시간) 이틀째 상승세를 이어갔고, 국제유가는 하락했다. 금 가격도 떨어졌다.   국채 수익률은 보합세를 보였다.   CNBC에 따르면 뉴욕증시 3대 지수는 24일에 이어 이날도 모두 상승세를 이어갔다.   이날은 대형우량주가 상승세를 이끌었다.   다우존스산업평균지수가 834.92포인트(2.51%) 급등한 3만4058.75로 올라섰고, 스탠더드앤드푸어스(S&amp;P)500지수는 95.95포인트(2.24%) 뛴 4384.65로 장을 마쳤다.   나스닥지수는 221.04포인트(1.64%) 상승한 1만3694.62로 마감했다.   다우지수는 2020년 11월 이후 최대 상승폭을 기록했다. 다만 주간 단위로는 3주째 하락세를 이어갔다.   '월가 공포지수'라는 별명이 있는 시카고옵션거래소(CBOE) 변동성지수(VIX)는 큰 폭으로 내렸다. 2.73포인트(9.00%) 하락해 27.59로 떨어졌다.   일부에서는 우크라이나 긴장이 고조되던 당시 약세를 보이던 주식시장이 침공이 현실화하자 상승세로 돌아선 것을 바닥 탈출 신호로 해석하고 있다. VIX 흐름 전환과 더불어 주식시장이 바닥을 찍고 올라서는 신호라는 분석이다.   주식시장만 안정을 찾은 것이 아니다.   국제유가도 하락했다.   24일 장중 배럴당 105달러를 돌파하는 강세를 보이다가 이후 상승폭을 좁히며 100달러 밑으로 떨어진 바 있는 브렌트유는 이날 98달러 수준으로 더 낮아졌다.   국제유가 기준물인 브렌트는 장중 101.99달러까지 오르기도 했지만 4월 인도분이 1.15달러(1.2%) 내린 배럴당 97.93달러로 마감했다.   미국 유가 기준물인 서부텍사스산원유(WTI)도 1.3% 하락했다. 배럴당 1.22달러 내린 91.59달러로 장을 마쳤다.   안전자산 가격도 24일에 이어 하락세가 이어졌다.   대표적인 안전자산인 금은 미 동부시각 오후 4시57분 현재 35.80달러(1.86%) 내린 온스당 1890.50달러로 떨어졌다. 은 역시 0.395달러(1.60%) 하락한 온스당 24.315달러를 기록했다.   백금은 0.27% 밀린 온스당 1059.20달러에 거래됐다.   국채수익률은 약보합세를 기록했다. 기준물인 10년만기 미 국채 수익률이 0.002%포인트 내린 1.97%를 기록했다.   채권 수익률은 가격과 반대로 움직인다. 금융시장의 안전자산 수요가 크게 변하지 않고 있음을 시사한다.   우크라이나 전쟁을 계기로 '디지털 금' 자리에서 확실하게 내려온 암호화폐 비트코인은 가격이 뛰었다.   543달러(1.4%) 뛴 3만8989달러에 거래됐다.   생츄어리웰스의 최고투자책임자(CIO) 제프 킬버그는 ""올해 고도의 변동성을 예상해왔던 투자자들이 신속하게 시장에 뛰어들고 있다""면서 ""오늘도 이 흐름이 지속됐다""고 말했다.   킬버그는 ""주식시장이 현재 과매도 상태에 있다""면서 ""우크라이나 위기에 관해 주식시장이 과도하게 반응했다""고 지적했다.
		",2022-02-26 07:21:02
글로벌 연기금 '코인 매수' 확대…운영원칙 안정성 준수 필요,2022.02.26,아이뉴스24,https://n.news.naver.com/mnews/article/031/0000656359?sid=101,"
가상자산 직접매입·비트코인ETF 투자…""변동성 높아 운용원칙 안정성 준수 필요""최근 미국, 캐나다, 호주 등 글로벌 연기금들이 가상자산(암호화폐) 투자를 늘리는 모습이 포착돼 주목된다.디지털 경제화 가속화로 가상자산의 성장성이 크게 부각되고, 구조적 저금리, 단기 인플레이션 압력 등이 지속되면서 전통적 자산에 대한 연기금의 전략적 자산배분을 위한 전략으로 풀이된다.다만, 가상자산의 과도한 가격 변동성, 감독당국의 규제 불확실성 등을 감안할 때 기금 운용원칙상 안정성을 준수해야 하는 연기금의 가상자산 투자는 성급하다는 지적도 나온다.



글로벌 연기금 가상자산 투자 현황. [사진=보험연구원]26일 금융업계에 따르면 텍사스주 휴스턴 소방관 연기금은 지난해 10월 약 2천600만 달러의 비트코인과 이더리움 매입을 발표했으며, 버지니아주 페어팩스카운티 경찰·공무원 연기금도 5천만 달러의 가상화폐 펀드를 매입했다.호주 연기금 레스트 수퍼(Rest Super)는 지닌헤 11월 가상자산을 운용 포트폴리오에 편입하기로 결정했으며, 뉴질랜드 키위세이버(KiwiSaver)도 기금 운용자산 0.5% 규모에 해당하는 비트코인 매입을 발표했다.연기금은 기본적으로 기금 운용원칙상 안정성과 장기성을 포함하는 특수성을 지닌 보수적인 투자자였는데, 가상자산 투자는 이례적으로 평가되고 있다.금융업계는 구조적인 저금리와 단기 인플레이션 압력 등 전통 자산에 대한 비우호적인 투자 환경이 지속됐기 때문이라고 분석한다.실제  S&amp;P Global에 따르면 비트코인과 S&amp;P 500 지수의 상관관계 계수는 0.15, S&amp;P GSCI Gold(금 선물지수)는 0.15, S&amp;P US TIPS(물가연동국채)와는 0.06의 낮은 상관관계를 보였다. 이를 감안할 때, 포트폴리오 다각화를 통한 수익성 개선 측면으로도 볼 수 있다는 시각이다.홍보배 보험연구원 연구위원은 ""연기금들의 가상자산 투자는 전략적 자산배분의 일환으로 위험자산을 포트폴리오에 일부 편입하는 행태를 보이는 것으로 해석된다""면서 ""최근 코로나19 발생에 따른 각국의 경기부양책 실시 이후 화폐가치가 크게 하락하면서 상대적으로 가상자산이 부각도고 있다""고 설명했다.다만 가상자산 투자에 있어 과도한 가격 변동성, 각국 감독당국의 규제 불확실성, ESG(환경·사회·지배구조) 위험 등 리스크 요인을 감안할 때, 연기금의 가상자산 투자는 더욱 신중해야 한다는 의견도 제기된다.지난 2014년 이후 S&amp;P 비트코인 지수 변동성은 연 70.27%로 매우 높았다. 장기투자 중심의 연기금 자산운용 특성상 과도한 가격 변동성을 지닌 가상자산은 적절한 투자 대안이 아니라는 의견이다.또 전 세계적으로 획일화 된 규제가 없이 국가·지역별로 가상자산 시장에 대한 감독당국의 규제가 상이하고 모호함에 따라 투자 불확실성이 매우 높은 상황인 점도 고려해야 한다는 지적도 나온다.영국 금융행위감독청(FCA)은 가상자산 투자는 투자자금 전부를 잃을 위험성을 인식하고 투자해야 한다고 경고했고, 영국 예금보험기관인 FSCS는 보장항목에서 가상자산을 명시적으로 제외하는 것을 논의 중이다. 국제통화기금(IMF)은 가산자산 시장에 대한 글로벌 차원의 광범위하고, 획일화된 규제를 이른 시일 내에 마련할 것을 주장하기도 했다.홍 연구위원은 ""연기금의 투자 결정에 있어 ESG 요인도 중요 시 됨에 따라, 가상화폐 채굴에 따른 환경위험(E) 과 탈 중앙화 된 가상자산 투자와 관련한 거버넌스 위험(G) 등 ESG 관련 리스크도 해결해야 할 과제""라고 말했다.
",2022-02-26 08:01:01
[이슈크래커] 죽은 자본에 힘을 불어넣는 디지털 자산…국내 법령 손질은 숙제...,2022.02.26,이투데이,http://www.etoday.co.kr,,
"4만달러 회복 노리는 비트코인, 하락추세 반전?...블룸버그 전략가 ""BTC 10만...",2022.02.26,코인리더스,http://coinreaders.com,,
