date,time,title,content,press,link
2017.01.01,2017-01-01 10:33:04,5대 키워드로 보는 2016년 핀테크 트렌드,"
			2016년 한 해 동안 다양한 핀테크 얘기가 쏟아졌다. IT 기업부터 유통회사까지 뛰어들어 모바일 간편결제 춘추전국시대를 열었으며, '알파고' 열풍으로 인공지능에 대한 관심이 높아지면서 로보어드바이저에 대한 관심도 함께 커졌다.

변하지 않을 것 같은 은행권에도 핀테크 붐이 일었다. 23년 만에 새로운 은행이 등장했다. 케이뱅크와 한국카카오은행이 인터넷은행 사업자로 선정되면서 2017년 서비스 출시를 앞두고 있다. 비대면 거래가 가능해지면서 창구를 방문하지 않아도 통장을 만들 수 있는 길이 열렸다. 은행은 모바일과 웹 환경에 최적화된 서비스를 저마다 내놨다.

그 외에도 중금리 대출 시장을 노린 P2P 금융 서비스, 기존 금융 인프라를 바꿀 수 있을 것으로 기대를 모으고 있는 블록체인까지 금융권에 IT 바람이 불었다.

금융권을 뜨겁게 달군 5개 키워드로 2016년 핀테크를 돌아봤다.

■ 모바일 간편결제 : 춘추전국 시대 승자는 누구?

핀테크 서비스 시작은 모바일 간편결제 서비스가 열었다. 네이버페이, 삼성페이, 스마일페이, 시럽페이, 셀프페이, SSG페이, 오픈페이, NFC 간편결제, LG페이, 티몬페이, 카카오페이, 케이페이, 페이나우, 페이코 등 다양한 모바일 결제 서비스가 사용자 선택을 기다렸다. 국내 결제 서비스 외에도 한국을 방문하는 중국인 관광객이 늘어나면서, 위쳇페이가 국내 기업과 제휴를 맺고 결제 서비스 지원에 나섰다.

모바일 간편결제 분야에서 가장 눈에 띄는 변화는 사용률이다. 한국은행이 지난해 12월 발간한 '2016년 지급수단 이용행태 조사결과 및 시사점’에 따르면, 모바일카드 보유율은 12.1%로 크게 늘었다. 2015년 4월 발표한 ‘2015년 지급결제 보고서’에서 모바일카드 보유율이 5.4% 수준으로 나타났던 것과 비교해 2배 가까이 보유율이 증가했다. 모바일카드 이용자도 늘었다. 한국은행 조사에 따르면 모바일카드 이용자는 10.3%에 이른다.

모바일 간편결제 사용처가 늘어난 덕이다. '○○페이' 서비스는 결제, 멤버십 포인트 적립, 송금 기능에서 나아가 아파트 관리비 결제, 전기요금과 같은 청구서 납부 서비스도 지원한다. SSG페이가 아파트 관리 납부 서비스인 아파트아이와 제휴를 맺고 아파트 관리비 결제 서비스를 선보였으며, 카카오페이는 ‘카카오페이 청구서’를 통해 지방세, 전기요금 납부 서비스를 선보였다.







■ P2P 금융 : 규제와 가이드라인 사이에서 길을 잃다

높은 대출 금리, 낮은 저축 금리 분위기에 P2P 금융업체가 제공하는 중금리 대출에 대한 관심이 높다. P2P 대출 투자에 대한 관심도 뜨겁다. 2014년 당시 10여곳에 불과했던 P2P 금융업체는 어느새 수백여곳으로 늘었다.

그중 부동산 P2P 대출 투자에 대한 관심이 뜨겁다. 금융회사가 앞다퉈 부동산 P2P 대출 상품을 선보이면서 투자 마감 시간도 빨라지고 있다. 과거엔 대출 상품이 마감까지 수일이 걸렸지만, 이젠 수초 안에 끝날 정도다.

P2P 금융 성장에 힘입어, 신용대출과 담보대출 외에 제1금융과 손잡고 P2P 상품을 선보이는 업체가 등장했다. P2P 방식을 통해 투자자로부터 투자금을 모으면 협력은행과 공동으로 구축한 은행 통합 시스템을 통해 대출을 진행하는 방식이다.

순조롭게 성장할 것 같은 P2P 금융 시장에 찬물을 끼얹는 일도 있었다. P2P 대출 서비스로 유명한 렌딩클럽에서 부실 대출 사건이 발생했다. 2200만달러에 이르는 대출이 자격 요건을 충족하지 못한 대출자에게 제공됐다. 국내에서는 머니옥션이 자본잠식으로 인해 일시적으로 자금 인출이 불가능한 사건이 일어나기도 했다.

P2P 금융 사고가 발생하면서 금융위원회가 P2P 금융 투자 한도를 제한하고, 고객 자산 분리 관리 내용 등을 통해 투자자를 보호하겠다는 취지로 ‘P2P 대출 가이드라인’을 발표했다. 투자 한도 투자금 분리 관리, 정보 공시 등 투자자 보호를 위한 조치가 상당부분을 차지한다.







■ 로보어드바이저 : 비대면 거래 허가 여부가 변수

2016년 상반기만 해도 인공지능 알고리즘을 이용해 자산 관리를 해준다는 로보어드바이저에 많은 이가 관심을 보였다. 금융위원회 역시 ISA, 연금 등 다양한 투자 상품이 등장함에 따라 자문서비스 문턱을 낮출 수 있는 로보어드바이저 역할이 늘어날 것이라 기대했다.

그러나 현실은 하반기로 접어들며 기대와 다르게 움직였다. 금융당국은 사실상 비대면 일임 계약에 대한 사실상 불가 방침을 내렸다. 일임 투자에 대한 이해 부족으로 불완전 판매가 생길 가능성 때문이다. 이로써 로보어드바이저 업체가 직접 온라인을 통해 자산관리 서비스를 제공할 가능성이 막혔다.

금융위원회는 로보어드바이저 테스트베드를 통해 상황을 지켜보겠다는 입장이다. 테스트베드는 로보어드바이저가 안정적으로 운영되는지, 보안성은 갖췄는지 시험하는 역할을 한다.

■ 인터넷은행 : 기존 은행 패러다임을 바꿀 수 있을까

23년 만에 처음으로 새로운 은행 등장을 앞두고 있다. 2015년 11월 국내 최초 인터넷 은행 사업자로 선정된 KT와 카카오가 서비스 출범을 앞두고 있다. 케이뱅크는 금융위원회 정례회의를 통해 은행업 본인가를 획득했으며, 카카오뱅크 역시 본인가를 신청할 계획으로 알려졌다.

이처럼 인터넷 전문은행 계획이 발표되면서 각 은행은 모바일과 웹에 최적화된 별도의 인터넷뱅킹 서비스를 선보이기 시작했다. 우리은행 '위비뱅크'를 시작으로 KEB 하나은행 '1Q뱅크', 신한은행 '써니뱅크', DGB 대구은행이 '아이M뱅크’를 선보였다.

챗봇을 활용한 인터넷뱅킹 서비스도 등장했다. 메신저 채팅봇을 통해 자동으로 상담해주는 서비스를 준비하는 곳도 생겼다. NH농협은 카카오톡 메신저 기반의 ‘금융봇’ 서비스를 운영중이다. 신한은행, 기업은행, KB국민은행 역시 인공지능을 활용한 금융 챗봇 서비스를 개발하겠다고 선언했다.







■ 블록체인 : 2017년 핀테크 이끌 아이템으로 떠올라

한국은행을 비롯해 주요 금융기관 중심으로 블록체인에 대한 관심이 뜨겁다. 지난 2014년 비트코인 등 디지털 화폐에 부정적인 의견을 내놓았던 때와 달라진 모습이다. 비트코인 작동의 핵심 기술인 블록체인 방식이 금융 인프라에 변화를 줄 수 있을 것으로 기대하는 눈치다.

실제로 비자, JP모건 등은 해외 송금 부문에서, UBS와 도이체방크는 본지점 송금 부문, 나스닥에서는 자본시장 거래 부문, 미즈호는 기록관리 분야에서 분산원장 기술을 일부 도입해 활용하고 있다.

국내에서는 KB국민카드가 블록체인 기술을 활용한 개인 인증 시스템을 선보였다. 대신증권은 비트코인 기반 예수금 입금 서비스를 선보였다. 한국금융투자협회는 증권사와 선물사 등이 참여하는 블록체인 컨소시엄을 출범했다. 은행연합회 주도로 구성된 은행권 블록체인 컨소시엄은 올해 1분기에 블록체인 관련 서비스를 시험할 수 있는 테스트베드를 선보이겠다는 계획을 밝혔다.

이지영 기자(izziene@bloter.net)

[저작권자 (주)블로터앤미디어, 저작권자를 명기하고 내용을 변경하지 않으며, 비상업적으로 이용하는 조건아래 재배포 가능합니다.]
		",블로터,https://n.news.naver.com/mnews/article/293/0000019066?sid=105
2017.01.01,,"[아시아 밀레니얼이 미래다] 게으른 나르시스트, 신 경제 창조하는 이 시대의...",,아시아투데이,http://www.asiatoday.co.kr
2017.01.01,2017-01-01 15:15:04,"英 파운드, 2016년 최악의 통화 ···'디지털통화' 비트코인 최고의 수익자산...","
【뉴욕=정지원 특파원】 영국의 파운드가 2106년 최악의 통화로 기록됐다.
 
파운드는 블룸버그통신이 보도한 지난 2016년 최고와 최악의 수익률 자산의 통화 부문에서 최악으로 선정됐다. 반면 디지털통화 비트코인이 올해 100%가 넘는 수익률을 기록하며 최고 수익자산으로 꼽혔다. 파운드는 지난해 6월 영국의 유럽연합 탈퇴(브렉시트) 결정 이후 17.08% 하락했다.
 
특히 이집트 파운드는 지난해 무려 58.84%나 하락해 세계 통화 중 가장 가치가 하락한 것으로 나타났다. 블룸버그는 이집트 정부가 변동환율제를 도입한 가운데 달러 부족 및 사회적 불안감이 현지 통화의 가치를 끌어내렸다고 분석했다. 비트코인은 중국 위안의 약세로 수요가 높아지면서 가치가 급상승했다. 러시아의 루블도 유가 반등에 힘입어 지난해 가치가 21.31% 넘게 올랐다.
 
또한 증시 중에는 브라질이 지난해 최고로 꼽혔으며 최악은 나이지리아로 선정됐다. 브라질 증시의 보베스파지수는 지난해 63.36%가 상승하며 세계 각국 증시 대표 지수 중 가장 높은 상승폭을 보였다. 미셸 테메르 브라질 대통령의 친기업 정책 및 경기부양책으로 정치적 안정에 대한 기대가 높아지면서 브라질 증시가 호황을 누린 것으로 분석됐다.
 
이에 비해 나이지리아 증시는 지난해 41%가 넘게 폭락하며 최악의 한해를 보냈다. 나이지리아는 정부의 자본통제로 외국인 투자가 억제되고 원유 생산에 차질이 빚어진 것이 증시에 큰 악영향을 미쳤다.
 
채권 부문에서는 베네수엘라가 최고를 기록했다. 사회와 금융 불안에도 베네수엘라 국채는 지난해 50%를 웃도는 수익률을 기록했다. 또한 에콰도르와 가나 등도 45% 이상의 국채 수익률을 나타냈다.
 
반면 최악은 부채 위기와 가파른 인플레이션 급등을 겪고 있는 모잠비크 국채로 나타났다.
 
에너지 부문에서는 지난 12개월 동안 60% 이상 가치가 급등한 천연가스로 기록됐다. 이어 지난해 초 배럴당 30달러 수준까지 떨어졌다가 50달러로 반등한 서부텍사스산원유(WTI)가 그 뒤를 이었다.
 
금속 중에서는 팔라듐 가격이 20.27%로 최고로 상승했르며 구리가 16.24% 올랐다. jjung72@fnnews.com
 

▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 
 파이낸셜뉴스. 무단 전재-재배포 금지

		",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0003756030?sid=104
2017.01.01,2017-01-01 16:03:04,"[신년기획]블록체인, 금융권 넘어 IT기업도 관심","
			“블록체인은 인터넷 이후 나온 가장 혁신적이며 파괴적인 기술이다.”블록체인을 바라보는 전문가들 의견이다. 이중 혁신성에는 공감이 높지만 파괴성에는 아직 의문을 가지는 이들이 많다.



ⓒ게티이미지디지털화된 분산원장 기술인 블록체인은 금융권을 중심으로 활용 분야를 넓히고 있다. 지난해 8월 열린 세계경제포럼(WEF)에서 올해까지 세계 은행 80%가 블록체인 기술을 도입할 것이라고 전망했다. 2025년에는 글로벌 GDP 10%가 블록체인 플랫폼에서 발생하고 금융회사는 거래비용 30%가량을 절감할 수 있다고 예측했다.하지만 반론도 만만치 않다. 블록체인 실제 응용과 도입은 아직 초기단계로 활용 서비스가 제대로 나온 게 없다. 블록체인 영향력을 수치화하기에 아직 시기상조란 주장이 설득력을 얻는 이유다.◇금융권을 넘어 공공기관, IT기업으로 관심 확산블록체인은 2008년 사토시 나카모토라는 가명 개발자에 의해 만들어진 가상화폐 비트코인의 성공에서 비롯됐다. 특징은 중개기관이나 제3기관 없이 시장의 모든 거래 참여자가 개인간(P2P) 거래로 직접 연결한다. 정부가 주도하는 중앙관리기관보다 참가자들로 구성된 P2P 네트워크가 기능을 대신하는 형태다.거래 내용을 기록한 원장(ledger)은 모든 시장 참여자에 의해 분산 보관되며 원장 업데이트와 기록 검증·승인은 사전에 프로그래밍된 규칙에 따라 합의로 이뤄진다. 이 모든 과정은 고도의 암호화 기법에 의해 보안이 유지된다.해외서는 금융권을 중심으로 도입되고 있다.미국 나스닥은 블록체인 기술을 전문투자자용 장외시장인 나스닥 사적시장(Nasdaq Private Market) 거래에 활용해 주문-결산-승인-펀드 이체와 디지털 서명-체결-정산 과정을 3일에서 10분으로 단축시키는 데 성공했다.뱅크오브아메리카, HSBC, 싱가포르 정보통신개발청은 다양한 블록체인 기술 테스트를 진행 중이며 리플은 블록체인 기반 해외결제 시스템을 개발해 상용화 단계에 있다.



기존 거래방식과 분산원장 기술 방식 자료:한국은행이 같은 블록체인 글로벌 프로젝트는 여러 금융회사와 IT기업 간 협업으로 이뤄지고 있다.대표적인 글로벌 협의체는 R3CEV와 하이퍼레저 등이 있다.미국 IT기업 R3가 설립한 R3CEV는 골드만삭스, 시티그룹, 모건스탠리, UBS 등 60여개 대형 금융기관이 참여하고 있다. 지난 3월에는 금융기관에 특화된 블록체인 서비스 코다(Corda)를 개발·발표했다.하지만 최근 주축 회원인 골드만삭스, 산탄데르가 탈퇴하고 JP모건이 탈퇴할 것이라고 알려지는 등 위상이 예전 같지 않다는 소리도 나온다.리눅스재단이 주도하는 하이퍼레저는 비금융기관까지 참여해 공동으로 사용하는 범산업용 블록체인 플랫폼 구성을 목표로 한다. 인텔, IBM 등 IT기업과 금융사, 컨설팅사 등 다양한 100여개 기업이 참여하고 있다.이 밖에 아시아권에서는 일본의 SBI핀테크 컨소시엄과 중국의 차이나레저 등이 활동하고 있다.◇국내 은행·금융투자사도 컨소시엄 구성최근 한국은행은 분산원장 기술이 도입되면 증권부문(거래소·예탁결제원)에서 백오피스 비용(IT비용, 인건비 등) 절감효과가 2015년 기준 연간 1071억원에 이를 것이라는 보고서를 냈다. 증권사들 금융비용(예치금 등에 따른 기회비용)도 연 100억원을 절감할 것으로 전망했다.국내서는 금융위원회 주도로 금융권 공동 블록체인 컨소시엄 구성이 가시화됐다. 민간기업도 금융권이나 대학 등과 공동사업을 추진 중이다.은행권 컨소시엄은 바이오 인증 등 개인인증 관련 정보를 블록체인에 저장해 전자금융거래 시 활용하거나, 전자문서를 등록해 위·변조 여부를 검증하는 기술 등 한두 가지를 올해 추진한다.21개 증권·선물사가 참여한 금융투자업계 컨소시엄은 간편·생체인증을 적용한 공동 인증플랫폼 도입을 시작으로 채권과 장외 파생상품 등 상품거래까지 적용 범위를 넓혀갈 계획이다.민간기업인 더루프는 비트코인 기반 디지털 화폐 시스템을 서강대와 고려대에 구축할 예정이다. 



주요 글로벌 분산원장 기술 컨소시엄 자료:한국은행



부문별 주요 분산원장 기술 활용 사례



분산원장 기술 유형별 비교이성민 코스피 전문기자 smlee@etnews.com▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 &amp; 전자신문인터넷, 무단전재 및 재배포 금지]
",39면 1단,https://n.news.naver.com/mnews/article/030/0002568796?sid=105
2017.01.01,,[2017 신년특집] 세계 금융의 대변화-화폐없는 시대가 온다 디지털 가상화폐 ...,,울산매일신문,http://www.iusm.co.kr
2017.01.02,,[2017년은 4차 산업혁명 원년]금융권에 상륙한 4차산업혁명…블록체인 바람 분...,,아시아투데이,http://www.asiatoday.co.kr
2017.01.02,,비트코인 가격 1000달러 돌파...위안.달러 환율 상승 등 영향,,국제신문,http://www.kookje.co.kr/
2017.01.02,2017-01-02 10:07:03,문 열리는 비트코인 해외송금…은행 對 IT사 경쟁 예고,"
			[헤럴드경제=강승연 기자] 앞으로 핀테크 업체 등 비금융사 단독으로 해외로 외화 송금을 하는 일이 가능해질 전망이다. 미국이나 영국 등 다른 나라처럼 디지털 화폐 ‘비트코인’을 이용한 해외송금 서비스도 등장할 것으로 보인다. 이에 따라 간편 해외송금 시장을 놓고 핀테크 기업과 기존 은행 간의 치열한 경쟁이 예고된다.29일 금융권에 따르면 최근 핀테크 기업들을 중심으로 비트코인을 활용한 해외송금 사업 진출이 활발해지고 있다. 



[사진=게티이미지]핀테크 기업 비바리퍼블리카는 올해 중 간편송금 플랫폼 ‘토스’에서 비트코인을 이용한 해외송금 서비스를 오픈할 계획이다.센트비, 코인원 등 10여곳의 핀테크 업체들은 이미 비트코인 해외송금 서비스 중이다.신한은행은 핀테크 업체 스트리미와 제휴해 비트코인 기반 해외송금 서비스를 조만간 시작할 예정이다. KEB하나은행도 핀테크 기업과 손잡고 비슷한 서비스를 준비하는 것으로 전해졌다.이 같은 움직임은 비트코인 해외송금과 관련한 법적 기반이 마련될 것이란 기대감에 힘입어 탄력을 받고 있다.‘외국환거래법 일부개정법률안’이 최근 국회 기획재정위원회를 통과해 법제사법위원회의 체계ㆍ자구심사를 받고 있다.이 개정안의 골자는 전문 외국환 취급업자 제도의 도입이다. 은행 등 금융회사가 아니어도 독자적으로 외화를 이체할 수 있도록 길을 열어준다는 것이다.앞서 기획재정부는 지난해 3월 은행과 업무협약을 맺은 경우에 한해 핀테크 업체가 1인당 건별 3000달러, 연간 2만달러 이내로 소액 외화 송금업무를 할 수 있게 허용해줬다.이에 핀테크 업체들의 해외송금 사업 진출이 본격화될 전망이다.특히 비트코인을 활용한 형태의 외화이체에 관심이 집중되고 있다. 고객이 국내 핀테크 업체에 원화를 입금하면 이를 비트코인으로 교환해 해외의 비트코인 업체에 송금해주고 다시 현지 화폐로 바꿔 수신자에게 지급하는 방식이다.기존 은행의 해외송금 수수료가 100만원에 5∼7만원 수준이었지만 비트코인을 이용하면 1만원 정도로 낮출 수 있다. 기존 해외송금 시 수취 완료까지 2∼3일이 소요됐던 것과 달리 1시간 이내로 단축된다.업계 관계자는 “일부 핀테크 업체들이 비트코인을 활용해 해외송금을 하고 있었지만 법적 근거가 모호하다는 문제가 걸림돌로 작용했다”면서 “외국환거래법 개정으로 비트코인 송금에 대한 논의가 본격화될 것”이라고 말했다.기존 은행과 핀테크 업체 간 경쟁도 치열해질 것으로 보인다.국내 간편송금 시장에서 핀테크 기업들이 기존 은행을 압도하고 있는 것처럼 해외송금 시장에서도 비슷한 상황이 연출될 수 있다는 관측이 나온다.한국은행에 따르면 지난해 2분기 중 국내 간편송금 시장 규모는 12만건, 47억원으로, 대부분이 핀테크 업체 등 전자금융업자(11만건, 45억원)가 차지하고 있다.한 핀테크 업체 관계자는 “간편송금 시장에서 1∼3위 자리를 핀테크 기업이 가져갔다”면서 “외국환거래법 개정안이 시행되면 해외송금에서도 지각변동이 이뤄질 것”이라고 말했다.spa@heraldcorp.com▶초등영어 대세, 헤럴드 큐빅(Qbig)▶오늘의 띠별 운세 ▶나만의 변호사 찾기 - Copyrights ⓒ 헤럴드경제 &amp; heraldbiz.com, 무단 전재 및 재배포 금지 -
		",헤럴드경제,https://n.news.naver.com/mnews/article/016/0001177903?sid=101
2017.01.02,,비트코인 등 가상화폐 2017년엔 열풍 더욱 거세질 듯,,초이스경제,http://www.choicenews.co.kr
2017.01.02,2017-01-02 15:42:06,"[로봇뉴스]소폭 등락 후 코스피 보합세, 코스닥 강보합세 마감","
▣ 당일 장마감(1월 2일 오후 3:40) ◈ 지수동향 KOSPI 2026.16p-0.30(-0.01%)선물 261.2p+1.15(+0.44%)KOSDAQ 632.04p+0.60(+0.10%)◈ KOSPI 투자자별 매매동향 -외국인 151억/기관 -683억/개인 356억/ 프로그램 -208억- 뉴욕증시는 지난 목요일 일제히 약보합세 이후 금요일 국제유가 하락 및 경제지표 부진 등이 나타나면서 일제히 마이너스권 마감.- 코스피 약보합세, 코스닥 강보합세로 출발한 국내증시는 소폭 등락 후 시가와 비슷한 수준에서 마감. 초반 등락 후 움직임이 크지는 않았음- 코스피는 프로그램 매도세가 유입된 가운데 기관 순매도, 외국인 순매수 마감. 출발직후 조정을 보였으나 이후 외국인이 매수세로 돌아서며 보합세로 마감- 코스닥은 외국인과 기관이 일제히 순매도 마감. 보합 수준을 전후해 등락을 보였으나 계속된 쌍끌이 매도세 확대에도 지수는 플러스전환에 성공함- 업종별로는 운수장비, 철강금속, 통신업 등이 상승세를 나타냈으며 보험, 음식료업, 은행 등이 하락세로 마감 ◈ 중국 정부의 전세기 운항 불허로 인한 관광객 급감우려, 화장품주 일제히 하락세LG생활건강(-4.67%),아모레퍼시픽(-4.98%),한국콜마(-6.23%),잇츠스킨(-8.02%) ◈ 한국 배터리 장착 전기차 보조금 지급 중단, 관련주 하락세삼성SDI(-2.75%),일진머티리얼즈(-8.24%),LG화학(-3.07%),에코프로(-5.09%) ◈ 비트코인 1000달러 돌파, 비트코인주 전반적 상승세제이씨현시스템(+1.17%),한일네트웍스(-0.38%),매커스(+9.49%),갤럭시아컴즈(+0.42%) 증시분석 전문기자 로봇 ET etbot@etnews.com전자신문과 씽크풀의 증시분석 전문기자 로봇 ET가 쓴 기사입니다▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 &amp; 전자신문인터넷, 무단전재 및 재배포 금지]
",전자신문,https://n.news.naver.com/mnews/article/030/0002569248?sid=101
